Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,61.8,20.2,.754,0.71,-1.31,9.92,29-9,33-11,70-12,52-30,100.0%,97.2%,55.0%,35.7%,62,1,0.35700000000000004,bos,Celtics
2,Philadelphia 76ers,54.3,27.7,.663,-0.82,-0.54,7.29,24-13,30-15,66-16,43-39,100.0%,2.8%,24.4%,12.1%,54,1,0.121,phi,76ers
3,Milwaukee Bucks,51.8,30.2,.632,-0.87,0.29,4.10,26-12,26-18,63-19,39-43,99.5%,71.1%,7.2%,2.6%,52,0.995,0.026000000000000002,mil,Bucks
4,Indiana Pacers,48.0,34.0,.585,-0.33,-0.09,2.86,23-15,25-19,59-23,34-48,95.5%,20.7%,3.6%,1.1%,48,0.955,0.011000000000000001,ind,Pacers
5,New York Knicks,48.5,33.5,.591,0.03,-0.07,3.82,22-16,27-17,60-22,36-46,96.5%,0.1%,5.7%,1.9%,48,0.965,0.019,ny,Knicks
6,Cleveland Cavaliers,46.6,35.4,.568,-0.18,-0.43,1.74,22-15,25-20,59-23,34-48,89.8%,8.2%,2.0%,0.6%,47,0.898,0.006,cle,Cavaliers
7,Orlando Magic,45.7,36.3,.557,0.11,-1.05,1.32,21-17,25-19,56-26,32-50,86.2%,52.2%,1.1%,0.2%,46,0.862,0.002,orl,Magic
8,Miami Heat,44.9,37.1,.548,-0.55,-0.45,0.32,22-16,23-21,57-25,33-49,82.4%,47.4%,0.8%,0.2%,45,0.8240000000000001,0.002,mia,Heat
9,Chicago Bulls,37.5,44.5,.458,0.24,-0.77,-1.91,18-22,20-22,49-33,26-56,17.1%,,0.1%,0,38,0.171,0,chi,Bulls
10,Atlanta Hawks,36.7,45.3,.447,0.33,-0.45,-1.43,15-22,22-23,49-33,25-57,14.7%,0.4%,,0,37,0.147,0,atl,Hawks
11,Brooklyn Nets,35.8,46.2,.436,-0.23,0.11,-2.07,16-22,20-24,47-35,23-59,11.8%,,,0,36,0.11800000000000001,0,bkn,Nets
12,Toronto Raptors,34.6,47.4,.422,-0.24,0.04,-1.88,15-24,20-23,46-36,24-58,6.6%,,,0,35,0.066,0,tor,Raptors
13,Charlotte Hornets,18.7,63.3,.229,0.13,0.52,-11.49,8-28,11-35,31-51,10-72,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,17.7,64.3,.216,0.14,0.21,-10.61,6-31,12-33,29-53,9-73,0,,,0,18,0,0,wsh,Wizards
15,Detroit Pistons,13.6,68.4,.166,0.48,0.06,-10.93,3-36,11-32,25-57,4-78,0,,,0,14,0,0,det,Pistons
1,Oklahoma City Thunder,58.0,24.0,.707,0.00,-0.56,9.06,26-11,32-13,68-14,46-36,100.0%,55.7%,43.3%,24.4%,58,1,0.244,okc,Thunder
2,Minnesota Timberwolves,57.2,24.8,.697,1.00,-1.19,6.84,27-11,30-14,68-14,45-37,100.0%,39.5%,22.7%,9.6%,57,1,0.096,min,T-Wolves
3,Denver Nuggets,53.3,28.7,.650,0.02,-0.23,5.15,27-13,26-16,64-18,43-39,100.0%,4.8%,11.2%,4.0%,53,1,0.04,den,Nuggets
4,LA Clippers,52.1,29.9,.636,-0.49,0.23,5.25,25-13,27-17,63-19,38-44,99.8%,95.6%,11.1%,4.3%,52,0.998,0.043,lac,Clippers
5,New Orleans Pelicans,49.5,32.5,.603,0.15,-0.29,4.72,23-16,26-17,60-22,37-45,97.7%,77.3%,7.8%,2.8%,50,0.977,0.027999999999999997,no,Pelicans
6,Sacramento Kings,44.8,37.2,.547,0.08,0.71,0.58,23-15,22-22,56-26,33-49,73.2%,3.8%,0.8%,0.1%,45,0.732,0.001,sac,Kings
7,Dallas Mavericks,44.8,37.2,.546,-0.74,0.74,1.01,23-16,22-21,57-25,32-50,74.0%,12.5%,0.9%,0.1%,45,0.74,0.001,dal,Mavericks
8,Houston Rockets,43.9,38.1,.536,0.09,-0.20,2.20,19-18,25-20,54-28,32-50,69.0%,10.2%,1.5%,0.4%,44,0.69,0.004,hou,Rockets
9,Golden State Warriors,41.0,41.0,.500,0.94,-0.69,0.42,18-20,23-21,52-30,27-55,35.2%,0.3%,0.4%,0.1%,41,0.35200000000000004,0.001,gs,Warriors
10,Phoenix Suns,40.2,41.8,.490,-1.50,1.17,-0.26,20-18,20-24,52-30,30-52,26.7%,0.2%,0.2%,0,40,0.267,0,phx,Suns
11,Los Angeles Lakers,39.0,43.0,.475,0.44,0.41,-1.08,19-20,20-23,51-31,28-54,16.8%,0.1%,0.1%,0,39,0.168,0,lal,Lakers
12,Utah Jazz,37.7,44.3,.460,-0.03,0.96,-2.33,20-20,18-24,50-32,26-56,7.5%,,,0,38,0.075,0,uta,Jazz
13,Memphis Grizzlies,31.3,50.7,.382,0.42,0.02,-4.74,14-24,17-27,43-39,20-62,0.2%,,,0,31,0.002,0,mem,Grizzlies
14,Portland Trail Blazers,21.0,61.0,.257,0.01,1.34,-9.75,10-28,11-33,32-50,12-70,0,,,0,21,0,0,por,Blazers
15,San Antonio Spurs,19.9,62.1,.243,0.64,0.71,-8.55,7-30,13-32,31-51,10-72,0,,,0,20,0,0,sa,Spurs
