Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.8,19.2,.766,0.59,-1.45,10.37,31-9,32-10,71-11,53-29,100.0%,97.5%,59.4%,41.0%,63,1,0.41,bos,Celtics
2,Philadelphia 76ers,55.2,26.8,.673,-0.66,-0.73,7.39,26-13,29-14,66-16,44-38,100.0%,2.5%,23.4%,12.6%,55,1,0.126,phi,76ers
3,Milwaukee Bucks,52.5,29.5,.641,-0.96,0.33,4.07,28-12,25-17,62-20,42-40,99.7%,83.7%,6.5%,2.3%,52,0.997,0.023,mil,Bucks
4,New York Knicks,48.3,33.7,.589,-0.03,-0.07,3.77,23-17,25-17,59-23,37-45,96.8%,,4.7%,1.6%,48,0.968,0.016,ny,Knicks
5,Cleveland Cavaliers,47.3,34.7,.577,-0.33,-0.42,2.01,23-15,24-20,58-24,35-47,92.9%,9.6%,2.2%,0.6%,47,0.929,0.006,cle,Cavaliers
6,Indiana Pacers,46.2,35.8,.563,-0.19,-0.21,1.96,23-17,23-19,57-25,35-47,90.4%,6.7%,1.6%,0.3%,46,0.904,0.003,ind,Pacers
7,Orlando Magic,46.1,35.9,.562,0.40,-1.46,1.35,22-18,24-18,57-25,35-47,89.2%,50.5%,1.3%,0.3%,46,0.892,0.003,orl,Magic
8,Miami Heat,45.6,36.4,.556,-0.97,-0.12,0.31,24-16,22-20,56-26,32-50,86.1%,49.5%,0.8%,0.1%,46,0.861,0.001,mia,Heat
9,Chicago Bulls,37.1,44.9,.452,-0.01,-0.61,-2.34,19-23,18-22,48-34,26-56,15.9%,,,0,37,0.159,0,chi,Bulls
10,Atlanta Hawks,35.2,46.8,.429,-0.22,0.02,-2.35,16-23,19-24,48-34,24-58,9.5%,0.1%,,0,35,0.095,0,atl,Hawks
11,Brooklyn Nets,35.3,46.7,.431,-0.24,0.08,-2.06,16-23,19-24,46-36,24-58,11.1%,,,0,35,0.111,0,bkn,Nets
12,Toronto Raptors,34.7,47.3,.423,0.08,-0.36,-1.75,15-25,20-22,45-37,23-59,8.4%,,,0,35,0.084,0,tor,Raptors
13,Charlotte Hornets,18.3,63.7,.224,0.08,0.49,-11.68,8-29,10-35,29-53,9-73,0,,,0,18,0,0,cha,Hornets
14,Washington Wizards,18.2,63.8,.222,-0.33,0.54,-10.12,7-32,11-32,30-52,10-72,0,,,0,18,0,0,wsh,Wizards
15,Detroit Pistons,14.3,67.7,.175,0.13,0.30,-10.70,4-36,10-32,26-56,5-77,0,,,0,14,0,0,det,Pistons
1,Minnesota Timberwolves,57.7,24.3,.704,1.09,-1.34,6.88,28-11,30-13,68-14,47-35,100.0%,57.9%,25.9%,11.0%,58,1,0.11,min,T-Wolves
2,Oklahoma City Thunder,56.5,25.5,.689,0.11,-0.70,8.33,27-13,29-13,66-16,46-36,100.0%,36.4%,37.3%,18.4%,56,1,0.184,okc,Thunder
3,Denver Nuggets,53.3,28.7,.649,0.14,-0.43,5.09,28-14,25-15,63-19,43-39,99.9%,5.7%,11.8%,3.9%,53,0.9990000000000001,0.039,den,Nuggets
4,LA Clippers,52.6,29.4,.641,-0.09,-0.16,5.53,26-14,27-15,64-18,42-40,99.9%,97.6%,13.3%,5.2%,53,0.9990000000000001,0.052000000000000005,lac,Clippers
5,New Orleans Pelicans,49.4,32.6,.602,0.22,-0.41,4.68,24-17,25-16,60-22,38-44,98.2%,78.4%,8.3%,2.3%,49,0.982,0.023,no,Pelicans
6,Dallas Mavericks,45.1,36.9,.550,-0.42,0.42,1.11,24-17,21-20,57-25,34-48,79.2%,16.4%,1.1%,0.1%,45,0.792,0.001,dal,Mavericks
7,Sacramento Kings,44.0,38.0,.536,0.16,0.61,0.56,23-17,21-21,57-25,32-50,67.9%,2.0%,0.8%,0.1%,44,0.679,0.001,sac,Kings
8,Houston Rockets,42.5,39.5,.518,0.49,-0.56,1.44,19-20,24-19,54-28,31-51,54.5%,5.2%,0.9%,0.2%,42,0.545,0.002,hou,Rockets
9,Phoenix Suns,41.2,40.8,.503,-1.60,1.34,-0.10,22-18,19-23,54-28,29-53,37.7%,0.3%,0.2%,0.1%,41,0.377,0.001,phx,Suns
10,Utah Jazz,40.0,42.0,.488,0.04,0.77,-1.34,22-20,18-22,51-31,28-54,21.0%,,0.2%,0,40,0.21,0,uta,Jazz
11,Golden State Warriors,39.4,42.6,.481,0.85,-0.67,-0.15,18-22,21-21,52-30,27-55,21.2%,0.1%,0.1%,0,39,0.212,0,gs,Warriors
12,Los Angeles Lakers,39.5,42.5,.482,0.58,0.17,-0.86,20-21,20-21,51-31,29-53,20.4%,0.2%,0.1%,0,40,0.204,0,lal,Lakers
13,Memphis Grizzlies,31.8,50.2,.388,0.52,-0.17,-4.45,15-25,17-25,43-39,21-61,0.1%,,,0,32,0.001,0,mem,Grizzlies
14,Portland Trail Blazers,20.9,61.1,.255,0.10,1.23,-9.69,10-29,11-32,32-50,13-69,0,,,0,21,0,0,por,Blazers
15,San Antonio Spurs,19.0,63.0,.232,0.46,0.80,-8.67,7-32,12-31,31-51,9-73,0,,,0,19,0,0,sa,Spurs
