Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.4,25.6,.687,-0.29,0.03,5.69,39-16,17-10,65-17,47-35,100.0%,97.0%,80.3,15.5,3.3,0.9,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.3%,22.5%
2,Milwaukee Bucks,52.6,29.4,.641,-0.18,0.33,2.54,37-17,16-12,63-19,42-40,100.0%,55.2%,10.6,41.1,27.7,15.4,4.5,0.5,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,10.0%,4.8%
3,Cleveland Cavaliers,51.6,30.4,.629,0.04,-0.85,5.68,35-22,17-8,60-22,43-39,100.0%,44.8%,7.3,31.8,35.6,17.9,6.3,1,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,31.6%,21.2%
4,Philadelphia 76ers,49.9,32.1,.609,-0.49,1.00,2.96,34-19,16-13,59-23,39-43,99.7%,2.7%,1.6,10.1,25.1,41.7,15.3,4.6,1,0.3,NA,98.3,1.2,0.4,0.1,NA,,NA,11.1%,5.8%
5,Brooklyn Nets,47.2,34.8,.575,-0.11,0.37,1.73,32-22,15-13,57-25,37-45,97.3%,0.3%,0.2,1.4,7.3,18.3,44.6,18.1,5.1,2.4,NA,89.8,6.8,2.3,0.7,0.4,0.1,NA,4.8%,2.3%
6,Miami Heat,43.6,38.4,.531,0.07,0.16,0.27,30-25,14-13,53-29,35-47,76.8%,75.3%,NA,0.1,0.6,3.2,14.1,28.9,17.4,12.5,NA,46.9,23.8,12.1,8.3,5.3,3.7,NA,1.8%,0.6%
7,New York Knicks,43.8,38.2,.534,-0.09,0.44,1.70,30-26,14-12,52-30,35-47,79.7%,,NA,NA,0.4,2.4,10.6,28.6,23.3,14.5,NA,41.9,28.8,14.9,8,4.2,2.2,NA,3.8%,1.7%
8,Atlanta Hawks,40.4,41.6,.493,-0.08,0.12,-0.48,27-28,13-14,50-32,32-50,37.3%,16.5%,NA,NA,NA,0.2,1.8,6.3,13.2,15.7,NA,8.3,11.7,17.2,19.1,19.8,24.0,NA,0.7%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,40.7,41.3,.496,0.18,-0.17,0.68,26-28,15-13,50-32,31-51,43.9%,,NA,NA,NA,0.2,1.6,5.8,17.2,19,NA,7.6,11.9,22.8,20.8,17.4,19.5,NA,1.3%,0.5%
10,Washington Wizards,39.2,42.8,.479,0.19,-0.26,-0.20,25-29,14-14,48-34,30-52,26.0%,8.2%,NA,NA,NA,NA,0.6,2.9,8.9,13.7,NA,3.5,6.4,12.4,16.8,19.7,41.3,NA,0.4%,0.2%
11,Toronto Raptors,39.8,42.2,.486,0.15,-0.11,0.97,26-30,14-12,49-33,31-51,32.4%,,NA,NA,NA,NA,0.5,3.2,11.9,16.8,NA,3.7,8.4,14.7,18.5,20.2,34.5,NA,1.2%,0.5%
12,Indiana Pacers,36.9,45.1,.450,0.44,-0.37,-1.86,25-31,12-14,46-36,28-54,6.9%,,NA,NA,NA,NA,0.1,0.2,1.8,4.9,NA,0.2,0.9,3.1,7.5,12.1,76.2,NA,,
13,Orlando Magic,33.4,48.6,.407,0.20,0.06,-2.88,22-33,11-16,42-40,26-56,0.3%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,0.1,0.2,1.1,98.6,NA,,
14,Detroit Pistons,22.6,59.4,.276,0.84,-0.62,-6.95,14-42,9-17,33-49,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,23.8,58.2,.290,0.38,0.25,-6.34,15-41,9-17,34-48,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.5,27.5,.664,-0.21,-0.26,4.17,38-17,16-11,65-17,45-37,100.0%,100.0%,91,8.2,0.7,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.9%,15.1%
2,Memphis Grizzlies,50.0,32.0,.610,-0.19,-0.46,3.63,33-21,17-11,59-23,40-42,99.9%,92.9%,8.2,69.7,16.1,3.4,1.4,0.6,0.3,0.2,NA,99.4,0.4,0.1,NA,0.1,,NA,24.1%,11.1%
3,Sacramento Kings,45.9,36.1,.560,-0.77,0.71,1.90,31-23,15-13,55-27,37-45,93.3%,57.0%,0.6,12.5,34,17.7,11.2,8.2,5.4,3.7,NA,84.2,5.9,4,2.8,1.6,1.6,NA,10.2%,3.3%
4,Phoenix Suns,43.8,38.2,.535,0.02,0.16,1.38,30-26,14-12,53-29,34-48,81.2%,28.3%,0.1,3.5,16.2,15.9,14.7,12.1,10,8.7,NA,62.5,10.8,8.7,6.5,5.3,6.3,NA,7.3%,2.3%
5,Dallas Mavericks,43.9,38.1,.536,0.08,-0.65,0.76,30-26,14-12,53-29,34-48,81.9%,4.8%,NA,3.1,11.2,20.2,16.4,14,9.5,7.6,NA,64.9,10.9,8.1,6.5,4.7,5.1,NA,5.5%,1.7%
6,New Orleans Pelicans,43.5,38.5,.531,-0.06,-0.46,1.88,29-27,15-11,52-30,33-49,77.9%,2.3%,NA,1.4,8.4,16.3,16.8,14.2,11.2,9.6,NA,57.1,11.4,9.9,7.7,5.9,8.0,NA,8.4%,2.8%
7,Los Angeles Clippers,42.2,39.8,.515,-0.69,1.26,-0.47,31-27,11-13,52-30,34-48,51.8%,7.5%,NA,0.7,4.3,5.9,8.3,10.4,11.3,11,NA,29.6,12,12.4,13.2,12,20.9,NA,1.9%,0.5%
8,Golden State Warriors,41.8,40.2,.510,0.01,-0.13,0.23,28-27,14-13,50-32,33-49,52.4%,7.1%,NA,0.5,4.2,5.7,8.2,10.5,11.7,11.6,NA,29.1,11.5,12.5,12.5,11.6,22.9,NA,2.8%,0.7%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Minnesota Timberwolves,41.6,40.4,.507,-0.25,0.30,0.13,30-28,12-12,51-31,33-49,48.0%,,NA,0.2,1.8,4.7,7.9,9.3,11.7,12.5,NA,23.9,11.7,12.5,13.8,13,25.0,NA,2.1%,0.5%
10,Oklahoma City Thunder,41.3,40.7,.503,0.22,-0.51,1.17,26-28,15-13,51-31,29-53,45.4%,,NA,0.2,1.7,4.7,6.5,8.6,11.4,12.4,NA,21.7,9.9,11.3,12,13.3,31.7,NA,3.5%,1.0%
11,Portland Trail Blazers,40.5,41.5,.493,-0.15,0.19,0.08,27-28,13-14,50-32,31-51,33.4%,,NA,0.1,0.8,3,4.9,6.3,8.1,10.3,NA,15.0,7.8,9.3,11.3,13.4,43.3,NA,1.5%,0.4%
12,Utah Jazz,40.2,41.8,.491,0.04,-0.21,0.39,27-29,13-13,49-33,30-52,30.5%,,NA,NA,0.6,2.3,3.5,5.3,8.5,10.2,NA,11.8,7,9.5,10.9,13.8,47.1,NA,1.7%,0.4%
13,Los Angeles Lakers,37.4,44.6,.456,-0.10,0.28,-1.39,25-30,12-15,47-35,28-54,4.4%,0.1%,NA,NA,NA,0.1,0.3,0.5,1.1,2.4,NA,1.0,0.9,1.7,2.8,5.4,88.2,NA,0.1%,
14,Houston Rockets,20.9,61.1,.255,0.29,0.29,-7.51,13-42,8-19,31-51,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,20.7,61.3,.252,0.51,-0.08,-9.60,14-41,7-20,31-51,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
