Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.0,26.0,.683,-0.40,0.06,5.28,35-14,21-12,66-16,45-37,100.0%,90.0%,84.7,11,2.9,1,0.2,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.6%,21.1%
2,Philadelphia 76ers,50.4,31.6,.615,-0.54,0.63,3.31,30-16,20-16,60-22,39-43,99.6%,6.2%,5.3,27.9,26.1,21.2,13.5,4.3,0.8,0.5,NA,98.3,1.3,0.3,0.1,NA,,NA,14.6%,7.3%
3,Cleveland Cavaliers,50.0,32.0,.609,0.20,-0.92,4.50,29-20,21-12,59-23,39-43,99.6%,70.1%,5.2,27.6,27.1,20,13.3,4.9,1.1,0.5,NA,98.0,1.5,0.3,0.1,NA,,NA,22.9%,12.9%
4,Brooklyn Nets,49.8,32.2,.607,-0.21,0.16,2.84,29-17,21-15,61-21,39-43,99.4%,3.8%,3.5,20.2,24.8,26.3,16.6,6,1.4,0.7,NA,97.3,1.9,0.6,0.2,NA,,NA,12.2%,5.8%
5,Milwaukee Bucks,48.3,33.7,.589,-0.23,0.32,1.20,30-17,18-17,59-23,38-44,97.9%,29.7%,1.3,12.5,16.2,22.4,28.6,11.9,3,1.9,NA,92.9,4.4,1.8,0.6,0.2,0.1,NA,5.6%,2.1%
6,Miami Heat,43.8,38.2,.534,0.05,-0.04,0.32,27-22,17-16,53-29,34-48,78.1%,76.8%,NA,0.5,1.9,5.3,13.5,28.8,16.8,11.3,NA,49.9,21.5,11.7,7.5,4.9,4.6,NA,2.5%,0.8%
7,New York Knicks,43.4,38.6,.529,-0.33,0.60,1.69,26-23,17-16,54-28,32-50,74.8%,,NA,0.2,0.8,2.8,8.7,23.5,23.7,15.2,NA,35.9,27.3,15.7,10,6,5.2,NA,4.5%,1.7%
8,Chicago Bulls,40.8,41.2,.497,0.59,-0.76,0.49,22-25,19-16,52-30,30-52,44.4%,0.2%,NA,NA,0.1,0.5,2.1,6.4,17.2,18.1,NA,9.2,13.5,21.1,18,15.5,22.8,NA,1.7%,0.6%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,40.0,42.0,.488,-0.33,0.37,-0.87,24-24,16-18,50-32,30-52,33.4%,14.6%,NA,NA,0.1,0.3,1.7,6.1,10.5,14.7,NA,8.2,10.1,14,17.4,17.5,32.9,NA,0.7%,0.2%
10,Washington Wizards,39.2,42.8,.477,0.56,-0.75,-0.25,21-26,18-17,51-31,29-53,25.4%,8.6%,NA,NA,NA,0.1,0.9,3.6,8.4,12.4,NA,4.6,6.7,10.8,15,18.1,44.7,NA,0.7%,0.2%
11,Indiana Pacers,39.5,42.5,.481,0.28,-0.14,-1.33,24-25,15-18,49-33,30-52,27.1%,0.1%,NA,NA,NA,0.1,0.7,2.8,10.1,13.3,NA,3.6,7,14.8,18.7,20,35.9,NA,0.4%,0.1%
12,Toronto Raptors,38.5,43.5,.470,0.33,-0.40,0.54,21-27,18-16,49-33,29-53,20.2%,,NA,NA,NA,NA,0.2,1.8,6.9,11.3,NA,2.0,4.7,9,12.1,17,55.3,NA,0.8%,0.3%
13,Orlando Magic,32.4,49.6,.395,0.16,0.05,-3.23,18-29,14-21,43-39,22-60,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,0.1,0.4,0.8,98.6,NA,,
14,Detroit Pistons,23.0,59.0,.280,0.85,-0.53,-7.01,12-37,11-22,34-48,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,24.4,57.6,.297,0.57,-0.13,-6.48,13-36,11-22,35-47,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
