Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.2,19.8,.758,0.50,-1.35,10.22,32-10,30-10,71-11,51-31,100.0%,96.2%,96,3.9,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,56.8%,38.8%
2,Philadelphia 76ers,55.8,26.2,.681,-0.79,-0.45,7.43,28-13,28-13,65-17,45-37,100.0%,3.8%,3.8,71.6,16.9,5.5,1.9,0.3,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,25.7%,13.6%
3,Milwaukee Bucks,51.2,30.8,.624,-0.97,0.66,3.00,29-13,22-18,62-20,40-42,99.3%,59.3%,0.3,13.4,36.6,24.2,14.6,7.3,2.1,0.9,NA,96.4,2.9,0.7,NA,NA,,NA,3.8%,1.2%
4,Cleveland Cavaliers,49.7,32.3,.606,-0.27,-0.52,3.48,25-15,25-17,61-21,38-44,98.4%,34.9%,NA,6.2,22.8,24.8,22.4,14.4,5.2,2.6,NA,90.6,7,2.3,0.1,NA,,NA,4.5%,1.6%
5,New York Knicks,49.7,32.3,.606,-0.29,0.23,4.30,26-17,24-15,60-22,38-44,98.7%,,NA,4.4,18.1,28.1,26.3,14.2,5.1,2.6,NA,91.1,6.8,2,0.2,NA,,NA,6.1%,2.1%
6,Indiana Pacers,45.6,36.4,.556,-0.41,0.14,1.69,24-18,22-18,57-25,35-47,88.1%,5.8%,NA,0.3,3.2,7.9,14.6,22.6,25.4,14.1,NA,48.6,27.9,19.2,3.6,0.6,0.2,NA,1.4%,0.3%
7,Orlando Magic,44.9,37.1,.547,0.58,-1.59,1.08,22-20,23-17,55-27,33-49,85.4%,54.9%,NA,0.1,1.5,6,11.8,22.7,26.5,16.8,NA,42.1,26.6,25.1,4.7,1.2,0.3,NA,1.2%,0.3%
8,Miami Heat,43.9,38.1,.535,-0.90,0.06,-0.28,24-18,20-20,58-24,34-48,77.4%,44.7%,NA,0.1,0.8,3.4,8.4,17.8,27.2,19.8,NA,30.5,24.8,33.9,8.5,1.8,0.6,NA,0.5%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.6,43.4,.471,-0.18,-0.39,-1.61,21-23,18-20,48-34,29-53,24.8%,,NA,NA,NA,NA,0.1,0.6,5.6,18.5,NA,0.7,2.9,11,45.8,23.1,16.5,NA,0.1%,
10,Atlanta Hawks,35.7,46.3,.435,-0.07,0.01,-2.48,18-24,18-22,48-34,25-57,10.3%,0.4%,NA,NA,NA,NA,0.1,0.2,1.1,9,NA,0.2,0.5,2.2,13.3,28.2,55.6,NA,,
11,Brooklyn Nets,35.5,46.5,.433,-0.41,0.37,-1.75,17-24,18-23,46-36,25-57,11.5%,,NA,NA,NA,NA,NA,0.1,1.3,10.1,NA,0.1,0.4,2.8,16.5,26.6,53.7,NA,,
12,Toronto Raptors,34.4,47.6,.419,0.22,-0.44,-1.67,16-27,18-21,46-36,22-60,6.1%,,NA,NA,NA,NA,NA,NA,0.4,5.6,NA,,0.1,0.8,7.3,18.5,73.2,NA,,
13,Charlotte Hornets,18.7,63.3,.228,0.15,0.48,-11.32,9-31,10-32,30-52,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,17.6,64.4,.214,-0.37,0.74,-9.89,7-34,11-30,28-54,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,14.3,67.7,.174,0.41,0.06,-10.21,4-38,10-30,25-57,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,57.6,24.4,.702,0.34,-0.98,8.42,29-13,29-11,67-15,47-35,100.0%,54.1%,52.1,29.3,13.2,4.7,0.6,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,40.7%,20.6%
2,Minnesota Timberwolves,57.2,24.8,.698,0.75,-1.14,6.54,30-12,27-13,67-15,46-36,100.0%,38.3%,37.2,38.6,16.7,6.5,0.9,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,22.9%,9.4%
3,Denver Nuggets,54.1,27.9,.660,0.37,-0.71,5.26,29-14,25-14,64-18,43-39,100.0%,7.7%,7.4,17.1,37.9,29.2,7.4,0.8,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,13.0%,4.7%
4,Los Angeles Clippers,52.5,29.5,.641,-0.13,-0.10,5.50,26-14,27-15,63-19,40-42,99.9%,98.0%,3.1,13.7,26.9,39.7,13.7,2.2,0.4,0.2,NA,99.3,0.4,0.2,NA,NA,,NA,13.7%,4.9%
5,New Orleans Pelicans,48.6,33.4,.593,-0.08,-0.11,4.31,25-18,24-15,59-23,37-45,97.5%,81.7%,0.2,1.2,5.1,16.8,52.6,14,5.2,2.6,NA,89.8,5.7,2.8,1,0.6,0.2,NA,6.5%,2.0%
6,Dallas Mavericks,43.7,37.3,.539,-0.45,0.51,0.65,24-18,20-19,54-27,32-49,72.9%,12.9%,NA,NA,0.1,1.5,10,27.4,19,14.9,NA,39.0,21.6,16.2,11,6.8,5.4,NA,0.9%,0.1%
7,Sacramento Kings,43.4,38.6,.529,0.23,0.59,0.50,23-18,20-21,54-28,33-49,63.7%,1.2%,NA,NA,0.1,0.8,5.7,20.8,20.2,16.1,NA,27.4,21.4,18.8,14,9.8,8.6,NA,0.8%,0.1%
8,Phoenix Suns,42.5,39.5,.518,-1.40,1.21,0.40,23-18,19-22,55-27,32-50,53.0%,0.6%,NA,NA,0.1,0.4,3.6,14.3,17.4,17.4,NA,18.3,17.3,18.3,17.4,13.2,15.6,NA,0.6%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Houston Rockets,42.0,40.0,.512,0.48,-0.54,1.04,20-21,22-19,54-28,31-51,50.6%,5.5%,NA,NA,NA,0.4,4.1,11.7,17.4,17.1,NA,16.1,16,16.6,17,15.7,18.7,NA,0.6%,0.1%
10,Golden State Warriors,38.5,41.5,.482,0.94,-0.74,-0.06,18-22,21-19,50-30,28-52,23.5%,0.1%,NA,NA,NA,0.1,0.7,3.8,7.8,11.1,NA,4.6,6.7,9.7,11.6,16,51.4,NA,0.2%,0.1%
11,Utah Jazz,38.9,42.1,.481,0.28,0.57,-1.18,22-22,17-20,50-31,29-52,18.7%,,NA,NA,NA,NA,0.4,2.6,5.9,9.9,NA,2.9,5.2,8.2,13.4,18.8,51.5,NA,0.1%,
12,Los Angeles Lakers,39.4,42.6,.481,0.53,0.20,-0.86,21-22,18-21,50-32,28-54,20.3%,0.1%,NA,NA,NA,NA,0.4,2.4,6.8,10.7,NA,2.8,5.5,9.3,14.6,19,48.8,NA,0.1%,
13,Memphis Grizzlies,30.4,51.6,.370,0.58,-0.20,-5.20,15-27,15-25,41-41,20-62,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.2,99.8,NA,,
14,Portland Trail Blazers,22.8,59.2,.278,0.14,1.20,-9.05,12-29,11-30,34-48,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.7,63.3,.228,0.16,1.15,-8.77,8-34,11-29,29-53,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
