Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.5,18.5,.775,0.38,-0.95,11.18,28-7,36-11,73-9,52-30,100.0%,98.7%,61.0%,45.0%,64,1,0.45,bos,Celtics
2,Philadelphia 76ers,54.8,27.2,.668,-0.71,-0.48,7.52,23-12,32-15,65-17,43-39,100.0%,1.3%,23.1%,13.0%,55,1,0.13,phi,76ers
3,Milwaukee Bucks,51.5,30.5,.628,-1.05,0.55,3.73,25-11,26-20,62-20,40-42,99.4%,78.2%,5.3%,2.0%,52,0.9940000000000001,0.02,mil,Bucks
4,New York Knicks,48.4,33.6,.590,0.31,-0.09,3.65,21-15,27-19,60-22,36-46,96.7%,,4.3%,1.6%,48,0.9670000000000001,0.016,ny,Knicks
5,Orlando Magic,46.9,35.1,.572,0.17,-0.95,1.97,20-15,27-20,58-24,36-46,92.8%,72.2%,1.7%,0.5%,47,0.9279999999999999,0.005,orl,Magic
6,Indiana Pacers,46.1,35.9,.562,-0.20,0.00,2.45,20-15,26-21,58-24,33-49,90.6%,11.5%,2.1%,0.6%,46,0.9059999999999999,0.006,ind,Pacers
7,Cleveland Cavaliers,46.4,35.6,.565,0.27,-0.68,1.99,20-15,26-21,58-24,33-49,89.6%,10.3%,1.9%,0.5%,46,0.8959999999999999,0.005,cle,Cavaliers
8,Miami Heat,43.8,38.2,.534,-0.87,-0.03,0.01,20-15,24-23,56-26,33-49,74.4%,27.2%,0.6%,0.1%,44,0.7440000000000001,0.001,mia,Heat
9,Brooklyn Nets,37.6,44.4,.458,0.09,-0.06,-1.41,16-20,22-24,51-31,26-56,19.6%,,,0,38,0.196,0,bkn,Nets
10,Chicago Bulls,37.0,45.0,.452,0.45,-0.79,-1.95,16-21,21-24,49-33,22-60,14.4%,,,0,37,0.14400000000000002,0,chi,Bulls
11,Atlanta Hawks,36.8,45.2,.448,0.00,-0.01,-1.38,14-20,23-25,49-33,23-59,13.1%,0.6%,,0,37,0.131,0,atl,Hawks
12,Toronto Raptors,35.8,46.2,.437,-0.20,0.08,-1.34,14-21,22-25,47-35,23-59,9.6%,,,0,36,0.096,0,tor,Raptors
13,Charlotte Hornets,21.2,60.8,.259,0.48,0.25,-10.13,8-25,13-36,33-49,10-72,0,,,0,21,0,0,cha,Hornets
14,Washington Wizards,18.0,64.0,.219,0.11,0.43,-10.81,6-29,12-35,30-52,9-73,0,,,0,18,0,0,wsh,Wizards
15,Detroit Pistons,15.5,66.5,.189,0.61,0.02,-10.33,3-32,13-34,27-55,5-77,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.0,25.0,.695,0.71,-1.01,6.35,25-9,32-16,68-14,45-37,100.0%,47.2%,23.7%,8.4%,57,1,0.084,min,T-Wolves
2,Oklahoma City Thunder,56.7,25.3,.691,0.73,-1.10,8.29,23-11,34-14,67-15,44-38,100.0%,43.0%,38.3%,17.5%,57,1,0.175,okc,Thunder
3,Denver Nuggets,53.7,28.3,.655,0.26,-0.60,5.37,25-12,29-16,64-18,42-40,99.8%,9.7%,15.8%,5.1%,54,0.998,0.051,den,Nuggets
4,LA Clippers,51.2,30.8,.624,-0.45,0.03,4.81,22-12,29-19,64-18,38-44,99.0%,87.4%,11.0%,3.6%,51,0.99,0.036000000000000004,lac,Clippers
5,New Orleans Pelicans,47.1,34.9,.574,-0.29,-0.02,3.07,21-15,26-20,57-25,35-47,87.0%,48.4%,3.9%,0.8%,47,0.87,0.008,no,Pelicans
6,Houston Rockets,45.6,36.4,.556,0.32,-0.61,2.91,18-16,28-20,57-25,33-49,78.5%,34.2%,3.4%,0.7%,46,0.785,0.006999999999999999,hou,Rockets
7,Sacramento Kings,45.6,36.4,.557,0.33,0.31,1.07,21-13,25-23,57-25,34-48,74.7%,8.9%,1.2%,0.2%,46,0.747,0.002,sac,Kings
8,Dallas Mavericks,44.2,37.8,.539,-1.14,0.76,0.92,21-15,23-23,57-25,33-49,63.1%,17.4%,1.0%,0.2%,44,0.631,0.002,dal,Mavericks
9,Golden State Warriors,43.3,38.7,.528,1.08,-0.94,1.71,17-18,26-21,55-27,31-51,54.8%,2.7%,1.4%,0.3%,43,0.5479999999999999,0.003,gs,Warriors
10,Phoenix Suns,41.2,40.8,.502,-1.66,0.99,0.11,19-16,22-25,54-28,30-52,30.0%,0.8%,0.3%,0,41,0.3,0,phx,Suns
11,Los Angeles Lakers,38.7,43.3,.472,0.28,0.39,-0.97,17-19,22-24,54-28,26-56,12.8%,0.2%,0.1%,0,39,0.128,0,lal,Lakers
12,Utah Jazz,33.6,48.4,.410,-0.29,1.15,-4.43,17-20,17-28,45-37,21-61,0.5%,,,0,34,0.005,0,uta,Jazz
13,Memphis Grizzlies,28.7,53.3,.350,-0.01,0.30,-6.01,12-23,17-30,43-39,17-65,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.1,59.9,.269,-0.77,1.56,-8.57,9-25,13-35,34-48,13-69,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,17.4,64.6,.212,1.18,0.31,-10.47,5-29,12-36,29-53,6-76,0,,,0,17,0,0,sa,Spurs
