Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.558074659,7.172902325,63.1308,>99.9,65.28,45.88,31.98
Thunder,West,6.278684842,2.595669498,55.7502,>99.9,31.14,15.2,5.68
76ers,East,6.21665654,5.139601223,54.8414,>99.9,47.06,22.12,13.14
Nuggets,West,6.059507537,5.698468637,54.7768,>99.9,57.82,40.86,21.32
T-Wolves,West,6.020880023,2.497489065,57.9326,>99.9,34.54,15.82,5.24
Pelicans,West,5.404889596,1.954415785,50.7608,99.64,23.72,9.24,2.76
Clippers,West,3.950661003,1.105734964,51.3908,99.72,20.08,7.78,2.32
Bucks,East,3.870576974,2.535062398,52.4524,99.82,21.62,7.08,3
Heat,East,2.955969951,2.648603736,48.5122,97.14,17.66,6.62,3.06
Knicks,East,2.675067579,3.481521196,47.5142,95.94,20.8,8.52,4.1
Cavaliers,East,2.575932531,3.3221199280000002,47.9782,96.6,19.68,8,4.08
Suns,West,1.326059387,0.539887646,42.9968,62.54,7.76,2.46,0.58
Mavericks,West,0.686334062,-0.357747178,44.8316,79.28,7.6,2.26,0.44
Magic,East,0.679923385,-1.272700696,45.41,83.28,3.46,0.78,0.18
Lakers,West,-0.054105948,1.420237217,40.4118,38.22,6.22,2.56,0.76
Warriors,West,-0.083937863,0.604559731,39.499,25.04,3.56,1.38,0.5
Raptors,East,-0.441778606,-0.785611995,35.9788,11.82,0.32,0.1,<0.1
Pacers,East,-0.576975167,-2.668217213,43.386,67.78,1.58,0.18,<0.1
Bulls,East,-0.580431732,0.379807017,39.021,31.14,2.06,0.64,0.24
Rockets,West,-0.827261098,-5.778025331,40.1548,25.76,0.3,<0.1,<0.1
Kings,West,-0.88538806,0.38383257,42.3042,54.04,6.68,2.34,0.58
Hawks,East,-1.603923818,-0.844315346,35.6664,9.28,0.28,<0.1,<0.1
Jazz,West,-2.257379484,-2.720790411,39.0168,15.42,0.58,0.1,<0.1
Nets,East,-2.616717359,-0.620548771,34.6164,7.24,0.2,<0.1,<0.1
Grizzlies,West,-3.920163206,-0.30494538,32.0948,0.34,<0.1,<0.1,<0.1
Wizards,East,-7.964812182,-4.506559977,19.3748,<0.1,<0.1,<0.1,<0.1
Spurs,West,-9.144412574,-10.3277938,17.8568,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.01480473,-8.961592329,14.1682,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.0923554,-7.771580759,19.0636,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.85333132,-7.361866917,19.1078,<0.1,<0.1,<0.1,<0.1
