Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Thunder,West,9.481990491,3.977219027,58.7536,>99.9,37.04,20.4,8.98
Celtics,East,9.480243789,7.485263029,64.2064,>99.9,68.98,50.6,35.74
T-Wolves,West,6.862863415,3.698167965,57.4766,>99.9,35.78,17.92,7.2
Cavaliers,East,6.259446178,4.478493738,54.1592,>99.9,45.86,18.92,9.96
Pelicans,West,6.186189224,2.282616666,49.6938,97.82,18.66,7.32,2.2
Clippers,West,5.14078237,2.179052268,53.5474,>99.9,23.46,9.18,3.06
Bucks,East,4.496540441,2.589970178,51.2122,99.84,24.38,8.4,3.3
Knicks,East,2.933696596,3.0381562,48.5598,98.06,20.12,8.46,3.84
Suns,West,2.84123744,2.075074821,45.9598,75.14,12.04,5.16,1.64
Nuggets,West,2.136761523,5.783887701,52.6266,99.86,47.22,31.46,16.16
Lakers,West,2.025497441,1.791654111,43.4204,47.12,6.74,2.6,0.9
76ers,East,1.662777438,3.519073547,46.195,93.36,20.12,8.12,3.7
Pacers,East,1.132536558,-2.027972004,44.9344,82.04,2.7,0.46,0.14
Heat,East,1.102867556,1.289319788,45.666,88.88,10.28,3.16,1.06
Kings,West,1.063689784,0.78380174,46.5604,81.4,9.26,2.84,0.54
Magic,East,0.81161383,-0.767029676,46.1374,89.58,5,1.22,0.38
Mavericks,West,0.408333764,-0.257555301,45.618,64.66,5.48,1.5,0.44
Bulls,East,0.192444806,0.674005512,39.9974,31.58,2.12,0.6,0.32
Warriors,West,0.180990924,1.840374223,42.5482,32.16,4.26,1.6,0.42
Rockets,West,-0.573347171,-5.138670152,37.5026,1.26,0.06,<0.1,<0.1
Jazz,West,-2.250947169,-3.372739093,36.5798,0.62,<0.1,<0.1,<0.1
Raptors,East,-3.082812443,-1.056453443,31.6156,2.02,0.08,<0.1,<0.1
Nets,East,-3.59687781,-2.342627543,32.2426,3.12,<0.1,<0.1,<0.1
Hawks,East,-3.691054654,-0.831868237,34.995,11.54,0.34,<0.1,<0.1
Grizzlies,West,-5.696171021,-2.211472749,29.7858,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.209387928,-10.16505601,17.5042,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.89259243,-8.88540088,15.025,<0.1,<0.1,<0.1,<0.1
Wizards,East,-9.098137275,-5.946263465,15.8386,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.714902309,-8.51971686,20.9616,<0.1,<0.1,<0.1,<0.1
Hornets,East,-9.948357619,-7.99133513,20.6766,<0.1,<0.1,<0.1,<0.1
