Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.315358024,7.279455484,62.8266,>99.9,65.3,46.2,33.28,Boston Celtics,bos,63,0.9990000000000001,0.3328
76ers,East,6.279032513,5.151657598,54.6254,>99.9,48,22.78,13.08,Philadelphia 76ers,phi,55,0.9990000000000001,0.1308
Nuggets,West,6.012104942,5.799974067,55.5364,>99.9,58.66,43.68,22.96,Denver Nuggets,den,56,0.9990000000000001,0.2296
T-Wolves,West,6.007712156,2.412855461,57.4796,>99.9,34.7,15.56,5.3,Minnesota Timberwolves,min,57,0.9990000000000001,0.053
Pelicans,West,5.490253876,1.619631551,51.1476,99.18,22.38,8.86,2.92,New Orleans Pelicans,no,51,0.9918,0.0292
Thunder,West,4.560485728,2.198175301,54.1894,>99.9,28.64,12.76,3.9,Oklahoma City Thunder,okc,54,0.9990000000000001,0.039
Clippers,West,3.700931022,0.972271605,50.3592,98.18,18.08,6.28,1.68,LA Clippers,lac,50,0.9818000000000001,0.0168
Knicks,East,2.936921855,3.350474134,48.281,96.54,22.68,8.82,3.84,New York Knicks,ny,48,0.9654,0.0384
Bucks,East,2.395038365,2.259826772,49.488,97.82,17.48,5.82,2.68,Milwaukee Bucks,mil,49,0.9782,0.0268
Cavaliers,East,2.358842396,3.348686723,47.0542,93.8,21.58,8.64,4.4,Cleveland Cavaliers,cle,47,0.938,0.044000000000000004
Heat,East,2.272266613,2.462952655,47.3428,94.14,16.02,5.78,2.58,Miami Heat,mia,47,0.9414,0.0258
Warriors,West,1.718195063,0.922240519,42.6762,54.12,7.96,2.98,0.62,Golden State Warriors,gs,43,0.5412,0.0062
Lakers,West,1.196668944,1.503097081,41.8902,49.66,9.38,3.84,1.04,Los Angeles Lakers,lal,42,0.4966,0.0104
Raptors,East,0.657524099,-0.556822308,38.8852,21.8,0.98,0.3,0.06,Toronto Raptors,tor,39,0.218,6e-4
Mavericks,West,0.476584585,-0.173791085,44.5288,72.36,8.28,2.62,0.54,Dallas Mavericks,dal,45,0.7236,0.0054
Magic,East,0.437950143,-1.370415736,45.5534,81.7,3.38,0.62,0.12,Orlando Magic,orl,46,0.8170000000000001,0.0012
Suns,West,0.268099218,0.628145226,40.5172,29.08,4.48,1.34,0.28,Phoenix Suns,phx,41,0.2908,0.0028000000000000004
Bulls,East,0.059189411,0.411572918,39.697,31.48,2.12,0.6,0.22,Chicago Bulls,chi,40,0.3148,0.0022
Rockets,West,2.02442e-4,-5.765305278,42.093,38.02,0.42,0.1,<0.1,Houston Rockets,hou,42,0.38020000000000004,0.001
Pacers,East,-0.305101473,-2.495007692,43.4714,64.3,1.66,0.3,<0.1,Indiana Pacers,ind,43,0.643,0.001
Kings,West,-0.529697122,0.217847092,43.2094,58.6,6.98,1.98,0.46,Sacramento Kings,sac,43,0.586,0.0046
Hawks,East,-0.810979213,-0.510169612,36.7968,9.78,0.36,0.06,<0.1,Atlanta Hawks,atl,37,0.0978,0.001
Nets,East,-1.87370202,-0.401683089,36.0782,8.68,0.44,0.08,<0.1,Brooklyn Nets,bkn,36,0.0868,0.001
Grizzlies,West,-4.028665981,-0.48768915,31.2208,0.12,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,31,0.0012,0.001
Jazz,West,-4.515002294,-3.231205878,33.9184,0.7,<0.1,<0.1,<0.1,Utah Jazz,uta,34,0.006999999999999999,0.001
Hornets,East,-8.381970394,-7.416757884,21.8252,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,22,0.001,0.001
Wizards,East,-8.689398496,-4.632168345,18.7092,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,19,0.001,0.001
Spurs,West,-9.897200693,-11.1588018,16.7422,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
Pistons,East,-10.0066907,-8.848225259,14.7872,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Blazers,West,-11.27311879,-6.327942749,19.07,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
