Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.682716979,7.736142294,64.6884,>99.9,70.22,52.58,38
Thunder,West,9.1844654,3.857514334,58.0642,>99.9,35.7,19.34,7.48
Pelicans,West,6.938405556,2.413878744,50.085,98.42,18.04,7.86,2.42
T-Wolves,West,6.541103487,3.734440291,56.8484,>99.9,35.46,17.6,7
Cavaliers,East,6.16413922,4.669303851,54.0654,>99.9,43.82,17.72,9.14
Clippers,West,5.8599022099999996,2.155916144,53.5966,>99.9,23.9,9.26,2.86
Bucks,East,5.633988013,3.110588162,52.5372,>99.9,27.44,9.32,4.7
Suns,West,2.64921861,2.01758964,46.0562,72.44,11.56,4.36,1.12
Nuggets,West,2.589979387,5.892632331,53.7748,>99.9,48.7,32.42,16.96
Lakers,West,1.993348913,1.778432052,44.1528,48.38,6.96,2.46,0.44
Knicks,East,1.691846412,2.6784632,46.902,96.16,16.96,5.96,2.32
Magic,East,1.202259416,-0.611726774,46.9786,94.96,5.58,1.3,0.36
Warriors,West,1.162167271,2.107899684,44.5774,48.86,7.46,2.96,0.78
76ers,East,1.038927033,3.468658291,45.7816,92.98,19.48,8.2,3.82
Heat,East,0.970553987,2.012926131,46.0116,93.5,12.52,4.2,1.66
Pacers,East,0.57991817,-2.276469991,44.151,77.2,2.24,0.22,<0.1
Kings,West,0.504989324,0.889885599,45.9532,71.96,7.96,2.68,0.62
Mavericks,West,0.27108201,-0.468715271,45.6062,59.74,4.26,1.06,0.2
Bulls,East,-0.52204808,0.333000739,39.1098,27.96,1.32,0.38,<0.1
Rockets,West,-0.841946487,-5.112910447,36.7174,0.24,<0.1,<0.1,<0.1
Jazz,West,-2.763420458,-3.587788058,35.4494,<0.1,<0.1,<0.1,<0.1
Raptors,East,-3.125121023,-1.406676314,31.3546,1.56,<0.1,<0.1,<0.1
Nets,East,-3.257631014,-2.349824488,33.1102,4.86,0.1,0.06,<0.1
Hawks,East,-3.691688081,-0.863135391,34.9822,10.84,0.28,0.06,<0.1
Grizzlies,West,-6.460920102,-2.968772487,27.9378,<0.1,<0.1,<0.1,<0.1
Spurs,West,-7.421333854,-9.963432471,18.7372,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.197786557,-8.760635885,15.841,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.010139726,-8.34139911,21.7318,<0.1,<0.1,<0.1,<0.1
Wizards,East,-9.072666691,-6.233856394,15.3392,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.5014607,-8.28166842,19.8588,<0.1,<0.1,<0.1,<0.1
