Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.42686075,8.283190357,65.29,>99.9,69.9,55.16,40.18
Thunder,West,7.511572262,4.180955723,56.6696,>99.9,34.74,17.08,6.78
Pelicans,West,7.345000188,3.727493618,50.7218,99.22,28.28,13.08,4.84
T-Wolves,West,6.327115071,4.183211848,56.7058,>99.9,35.74,18.4,7.32
Nuggets,West,5.198162652,5.986753834,56.88,>99.9,49.96,32.94,16.32
Cavaliers,East,4.537414605,3.737678843,49.7148,99.92,27.16,11.3,5.92
Knicks,East,4.074563959,3.613196114,49.6892,99.94,28,11.1,4.38
Bucks,East,4.055334638,3.270116224,51.8434,>99.9,32.5,11.06,4.98
Suns,West,3.610648034,2.740127817,47.0452,74.36,12.26,4.92,1.56
Clippers,West,3.391166665,1.877721001,50.989,99.16,16.22,5.94,1.82
Pacers,East,2.373713778,-0.890941503,45.801,92.34,5.3,0.8,0.1
Mavericks,West,2.046076847,0.69251341,48.7258,91.68,8.22,2.74,0.64
Warriors,West,1.956643784,2.070717979,44.002,20.68,2.98,1.1,0.34
Magic,East,1.075831012,0.07524618,47.526,98.5,6.88,1.5,0.48
Rockets,West,0.535033447,-2.454156488,41.9954,4.2,0.06,<0.1,<0.1
Kings,West,0.485326295,0.342625189,46.5614,67.74,5.38,1.62,0.42
Lakers,West,0.280328332,1.976370148,45.5618,42.96,6.16,2.16,0.52
Bulls,East,0.034675091,-0.186847831,39.513,21.88,0.66,0.22,0.08
Heat,East,-0.15343172,1.784545563,44.7018,87.32,12.46,3.22,1.08
76ers,East,-1.211160304,2.885946379,43.6732,84.14,16.7,5.48,2.22
Hawks,East,-2.133430435,-0.750211434,37.0214,15.9,0.44,0.16,<0.1
Jazz,West,-3.043485175,-4.825205651,32.0304,—,—,—,—
Nets,East,-4.759301856,-3.103540312,31.5772,0.06,<0.1,<0.1,<0.1
Spurs,West,-5.151470311,-9.152403322,19.8988,—,—,—,—
Raptors,East,-6.164910285,-3.248556539,25.9756,—,—,—,—
Grizzlies,West,-7.55220218,-4.236748093,26.9092,—,—,—,—
Pistons,East,-7.786361733,-9.06920826,15.3016,—,—,—,—
Wizards,East,-8.320336352,-7.265344406,16.7456,—,—,—,—
Blazers,West,-8.929100132,-9.418123665,21.295,—,—,—,—
Hornets,East,-11.72118706,-9.012309042,19.635,—,—,—,—
