Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,12.11488818,8.12785536,65.8172,>99.9,70.5,54.1,38.86,Boston Celtics,bos,66,0.9990000000000001,0.3886
Thunder,West,7.752162404,4.162937796,57.3868,>99.9,37.6,18.92,7.7,Oklahoma City Thunder,okc,57,0.9990000000000001,0.077
Pelicans,West,6.807531306,3.238500535,50.608,99.12,24.6,10.76,3.78,New Orleans Pelicans,no,51,0.9912000000000001,0.0378
T-Wolves,West,6.518911983,3.889428134,56.04,>99.9,33.56,17.34,7.22,Minnesota Timberwolves,min,56,0.9990000000000001,0.0722
Cavaliers,East,5.924139362,4.219617535,51.8138,>99.9,36.64,14.68,7.54,Cleveland Cavaliers,cle,52,0.9990000000000001,0.0754
Clippers,West,4.848951468,2.130263712,52.147,99.86,18.56,6.82,1.96,LA Clippers,lac,52,0.9986,0.0196
Nuggets,West,4.397994427,5.954948857,56.9214,>99.9,51.58,33.9,16.98,Denver Nuggets,den,57,0.9990000000000001,0.1698
Bucks,East,4.383849109,3.140893669,52.0872,>99.9,28.42,9.52,4.08,Milwaukee Bucks,mil,52,0.9990000000000001,0.0408
Suns,West,2.839174034,2.706910761,46.5208,77.1,12.9,5.58,1.72,Phoenix Suns,phx,47,0.7709999999999999,0.0172
Knicks,East,2.313036419,3.107110519,48.3584,99.2,19.92,8.76,3.74,New York Knicks,ny,48,0.992,0.0374
Pacers,East,2.285876234,-1.439360049,45.6092,88.9,4.88,0.58,0.1,Indiana Pacers,ind,46,0.889,0.001
Mavericks,West,1.870083551,-0.087285934,47.7432,86,5.84,1.54,0.34,Dallas Mavericks,dal,48,0.86,0.0034000000000000002
Magic,East,1.722715822,0.19182464,48.7616,99.32,7.62,1.92,0.46,Orlando Magic,orl,49,0.9932,0.0046
Warriors,West,1.492431009,2.032066897,43.6296,28.54,4.36,1.7,0.48,Golden State Warriors,gs,44,0.2854,0.0048
Kings,West,1.070845952,0.701487675,46.3032,75.02,6.74,1.9,0.7,Sacramento Kings,sac,46,0.7502,0.006999999999999999
Bulls,East,0.280305243,-0.165601494,40.2386,25.24,0.68,0.2,<0.1,Chicago Bulls,chi,40,0.25239999999999996,0.001
Lakers,West,0.12288386,1.861256926,43.6092,31.32,4.18,1.54,0.44,Los Angeles Lakers,lal,44,0.3132,0.0044
Rockets,West,0.107685122,-3.405720664,40.4554,3.04,0.08,<0.1,<0.1,Houston Rockets,hou,40,0.0304,0.001
Heat,East,0.09293345,2.527480421,45.1058,88.14,14.62,4.8,1.72,Miami Heat,mia,45,0.8814,0.0172
76ers,East,-0.240429152,2.972893859,44.333,85.22,16.42,5.4,2.12,Philadelphia 76ers,phi,44,0.8522,0.0212
Jazz,West,-2.86990384,-4.248837919,33.451,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,33,0.001,0.001
Hawks,East,-3.63105435,-1.287193634,35.2282,13.5,0.3,<0.1,<0.1,Atlanta Hawks,atl,35,0.135,0.001
Nets,East,-4.627072766,-3.291666639,30.899,0.46,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,31,0.0046,0.001
Raptors,East,-5.418351205,-2.544360195,27.7564,<0.1,<0.1,<0.1,<0.1,Toronto Raptors,tor,28,0.001,0.001
Spurs,West,-5.480103613,-9.314856408,19.5496,0,—,—,0,San Antonio Spurs,sa,20,0,0
Pistons,East,-7.369606503,-8.764238199,16.015,0,—,—,0,Detroit Pistons,det,16,0,0
Grizzlies,West,-7.734972537,-3.990599748,26.6082,0,—,—,0,Memphis Grizzlies,mem,27,0,0
Blazers,West,-8.827692149,-8.89757275,22.205,0,—,—,0,Portland Trail Blazers,por,22,0,0
Wizards,East,-9.544705339,-7.308205509,15.528,0,—,—,0,Washington Wizards,wsh,16,0,0
Hornets,East,-10.79735316,-8.856142038,19.2702,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
