Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.16288108,7.127454356,61.2834,>99.9,63.76,44.98,33.36,Boston Celtics,bos,61,0.9990000000000001,0.3336
76ers,East,5.448602273,5.082208888,53.7834,99.9,44.82,22.76,15.08,Philadelphia 76ers,phi,54,0.9990000000000001,0.1508
Nuggets,West,4.690699821,5.022460451,52.6756,99.5,53.02,38.2,18.44,Denver Nuggets,den,53,0.995,0.1844
Bucks,East,4.251717147,2.454700611,52.534,99.62,22.92,7.88,3.82,Milwaukee Bucks,mil,53,0.9962000000000001,0.0382
Cavaliers,East,3.570160218,3.074019773,48.3192,95.08,20.4,7.72,4.32,Cleveland Cavaliers,cle,48,0.9508,0.0432
Heat,East,3.263341778,2.225767435,48.4934,95.02,16.54,6.18,3.04,Miami Heat,mia,48,0.9501999999999999,0.0304
T-Wolves,West,2.993190378,1.046592566,52.8318,99.08,25.34,11.04,3.4,Minnesota Timberwolves,min,53,0.9908,0.034
Knicks,East,2.747664943,2.730511236,47.2722,92.32,17.62,7.04,3.42,New York Knicks,ny,47,0.9231999999999999,0.0342
Warriors,West,2.72963916,1.266913769,45.8134,78.52,17.82,7.68,2.06,Golden State Warriors,gs,46,0.7852,0.0206
Lakers,West,2.664993357,1.777086756,47.1338,86.76,21.48,10.04,2.92,Los Angeles Lakers,lal,47,0.8676,0.0292
Thunder,West,2.518727897,0.211961801,49.3412,92.78,17.9,6.64,1.62,Oklahoma City Thunder,okc,49,0.9278,0.016200000000000003
Pelicans,West,2.512830982,1.380476095,46.8826,84.54,18.38,8.46,2.48,New Orleans Pelicans,no,47,0.8454,0.0248
Suns,West,2.264143361,0.931238047,46.8436,83.36,17.82,7.12,1.9,Phoenix Suns,phx,47,0.8336,0.019
Clippers,West,0.937547915,-0.304431633,42.225,45.02,6.02,2.28,0.52,LA Clippers,lac,42,0.45020000000000004,0.0052
Kings,West,0.935123052,0.645296449,44.0728,62.22,10.8,4.22,1.14,Sacramento Kings,sac,44,0.6222,0.011399999999999999
Bulls,East,0.789181955,-0.34027491,39.6334,30.3,1.76,0.48,0.24,Chicago Bulls,chi,40,0.303,0.0024
Hawks,East,0.259936456,0.750703582,40.4312,38.68,3.66,1.06,0.44,Atlanta Hawks,atl,40,0.3868,0.0044
Mavericks,West,0.139887989,0.376638821,43.873,59.88,10.06,3.68,1.2,Dallas Mavericks,dal,44,0.5988,0.012
Raptors,East,0.094929288,-0.574895201,39.8858,30.78,1.62,0.3,0.08,Toronto Raptors,tor,40,0.3078,8e-4
Grizzlies,West,-0.358595919,0.910395981,36.3662,7.38,1.34,0.62,0.1,Memphis Grizzlies,mem,36,0.0738,0.001
Magic,East,-0.539302372,-2.212731565,43.334,61.96,2.1,0.26,0.06,Orlando Magic,orl,43,0.6196,6e-4
Nets,East,-0.946739226,1.144177988,40.6638,42.7,4.58,1.32,0.36,Brooklyn Nets,bkn,41,0.42700000000000005,0.0036
Pacers,East,-2.376568359,-3.962167759,37.6554,13.62,0.22,<0.1,<0.1,Indiana Pacers,ind,38,0.1362,0.001
Rockets,West,-4.45981852,-7.161765132,34.2182,0.92,<0.1,<0.1,<0.1,Houston Rockets,hou,34,0.0092,0.001
Wizards,East,-5.446983499,-3.057013099,25.036,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,25,0.001,0.001
Hornets,East,-6.306372732,-6.07851691,26.2852,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,26,0.001,0.001
Jazz,West,-6.499101551,-3.146826745,26.9104,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,27,0.001,0.001
Pistons,East,-9.022904396,-8.175335651,18.3572,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,18,0.001,0.001
Blazers,West,-9.906760855,-6.189029378,21.5138,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,22,0.001,0.001
Spurs,West,-11.55326141,-10.3529129,16.331,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,16,0.001,0.001
