Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.50703279,8.527902425,64.665,>99.9,72.7,59.5,43.6
T-Wolves,West,7.102360829,4.721230277,56.442,>99.9,37.4,18.1,7.8
Thunder,West,6.468661869,4.139635978,56.26,>99.9,30.7,14,4.5
Pelicans,West,6.292805992,4.104488296,48.871,97.6,21.2,10.1,3
Nuggets,West,4.820693404,6.47347297,57.529,>99.9,55.9,38.8,18.4
Suns,West,4.787875383,2.851972682,47.928,84.8,13.3,5.6,2
Mavericks,West,4.381269132,1.602635486,51.234,>99.9,14,4.5,1.3
Cavaliers,East,4.0435474,2.736602964,48.445,99.8,19.4,7.5,2.7
Knicks,East,3.898779267,3.032467695,48.649,>99.9,29.2,9.7,4.4
Clippers,West,3.545377203,1.846031409,52.453,>99.9,17.8,6.2,1.9
Pacers,East,3.081629796,-0.175718346,47.152,97.1,7.9,1.7,0.4
Bucks,East,2.846845138,2.722365036,49.853,>99.9,26.4,7,2.3
Warriors,West,2.394293727,2.159605375,45.998,27,3,1,0.2
Kings,West,1.696156081,0.674091466,46.689,65.5,4.1,0.7,0.3
Magic,East,1.679480412,-0.056138208,47.03,93.5,7.3,2,0.8
Heat,East,1.20616031,3.190454036,45.548,86.2,18.1,6.7,3.6
Lakers,West,0.796867496,2.101243502,45.986,25.1,2.6,1,0.4
Rockets,West,-0.516687231,-2.467936338,40.622,<0.1,<0.1,<0.1,<0.1
Bulls,East,-0.676687406,-0.68247399500000006,38.678,21.1,0.4,0.2,<0.1
76ers,East,-1.540529529,3.040811569,46.088,86.6,18.4,5.7,2.4
Hawks,East,-2.902122424,-1.196088915,36.461,15.7,0.2,<0.1,<0.1
Spurs,West,-4.242878841,-8.041583202,20.887,—,—,—,—
Nets,East,-4.339605809,-3.552618121,32.632,—,—,—,—
Jazz,West,-5.037715502,-5.444383481,29.861,—,—,—,—
Pistons,East,-6.744083075,-8.994910223,13.884,—,—,—,—
Raptors,East,-7.902335526,-4.481359489,25.452,—,—,—,—
Grizzlies,West,-8.136593201,-4.963730067,27.496,—,—,—,—
Wizards,East,-8.203535787,-7.954340383,15.379,—,—,—,—
Blazers,West,-9.774289057,-9.918910111,21.676,—,—,—,—
Hornets,East,-10.15684985,-9.368383659,20.152,—,—,—,—
