Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,11.50703279,8.527902425,64.665,>99.9,72.7,59.5,43.6,Boston Celtics,bos,65,0.9990000000000001,0.436
T-Wolves,West,7.102360829,4.721230277,56.442,>99.9,37.4,18.1,7.8,Minnesota Timberwolves,min,56,0.9990000000000001,0.078
Thunder,West,6.468661869,4.139635978,56.26,>99.9,30.7,14,4.5,Oklahoma City Thunder,okc,56,0.9990000000000001,0.045
Pelicans,West,6.292805992,4.104488296,48.871,97.6,21.2,10.1,3,New Orleans Pelicans,no,49,0.976,0.03
Nuggets,West,4.820693404,6.47347297,57.529,>99.9,55.9,38.8,18.4,Denver Nuggets,den,58,0.9990000000000001,0.184
Suns,West,4.787875383,2.851972682,47.928,84.8,13.3,5.6,2,Phoenix Suns,phx,48,0.848,0.02
Mavericks,West,4.381269132,1.602635486,51.234,>99.9,14,4.5,1.3,Dallas Mavericks,dal,51,0.9990000000000001,0.013000000000000001
Cavaliers,East,4.0435474,2.736602964,48.445,99.8,19.4,7.5,2.7,Cleveland Cavaliers,cle,48,0.998,0.027000000000000003
Knicks,East,3.898779267,3.032467695,48.649,>99.9,29.2,9.7,4.4,New York Knicks,ny,49,0.9990000000000001,0.044000000000000004
Clippers,West,3.545377203,1.846031409,52.453,>99.9,17.8,6.2,1.9,LA Clippers,lac,52,0.9990000000000001,0.019
Pacers,East,3.081629796,-0.175718346,47.152,97.1,7.9,1.7,0.4,Indiana Pacers,ind,47,0.971,0.004
Bucks,East,2.846845138,2.722365036,49.853,>99.9,26.4,7,2.3,Milwaukee Bucks,mil,50,0.9990000000000001,0.023
Warriors,West,2.394293727,2.159605375,45.998,27,3,1,0.2,Golden State Warriors,gs,46,0.27,0.002
Kings,West,1.696156081,0.674091466,46.689,65.5,4.1,0.7,0.3,Sacramento Kings,sac,47,0.655,0.003
Magic,East,1.679480412,-0.056138208,47.03,93.5,7.3,2,0.8,Orlando Magic,orl,47,0.935,0.008
Heat,East,1.20616031,3.190454036,45.548,86.2,18.1,6.7,3.6,Miami Heat,mia,46,0.862,0.036000000000000004
Lakers,West,0.796867496,2.101243502,45.986,25.1,2.6,1,0.4,Los Angeles Lakers,lal,46,0.251,0.004
Rockets,West,-0.516687231,-2.467936338,40.622,<0.1,<0.1,<0.1,<0.1,Houston Rockets,hou,41,0.001,0.001
Bulls,East,-0.676687406,-0.68247399500000006,38.678,21.1,0.4,0.2,<0.1,Chicago Bulls,chi,39,0.21100000000000002,0.001
76ers,East,-1.540529529,3.040811569,46.088,86.6,18.4,5.7,2.4,Philadelphia 76ers,phi,46,0.866,0.024
Hawks,East,-2.902122424,-1.196088915,36.461,15.7,0.2,<0.1,<0.1,Atlanta Hawks,atl,36,0.157,0.001
Spurs,West,-4.242878841,-8.041583202,20.887,0,—,—,0,San Antonio Spurs,sa,21,0,0
Nets,East,-4.339605809,-3.552618121,32.632,0,—,—,0,Brooklyn Nets,bkn,33,0,0
Jazz,West,-5.037715502,-5.444383481,29.861,0,—,—,0,Utah Jazz,uta,30,0,0
Pistons,East,-6.744083075,-8.994910223,13.884,0,—,—,0,Detroit Pistons,det,14,0,0
Raptors,East,-7.902335526,-4.481359489,25.452,0,—,—,0,Toronto Raptors,tor,25,0,0
Grizzlies,West,-8.136593201,-4.963730067,27.496,0,—,—,0,Memphis Grizzlies,mem,27,0,0
Wizards,East,-8.203535787,-7.954340383,15.379,0,—,—,0,Washington Wizards,wsh,15,0,0
Blazers,West,-9.774289057,-9.918910111,21.676,0,—,—,0,Portland Trail Blazers,por,22,0,0
Hornets,East,-10.15684985,-9.368383659,20.152,0,—,—,0,Charlotte Hornets,cha,20,0,0
