Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.569070977,7.062801607,60.5154,>99.9,64.2,45.06,33.76
76ers,East,6.205976679,5.015019125,54.85,99.88,46.14,22.92,14.56
Nuggets,West,4.877787649,5.110886261,53.3152,99.72,54.18,39.5,19.26
Knicks,East,3.932631227,2.979864111,50.0274,97.36,22.88,9.24,4.32
Cavaliers,East,3.66165187,2.956412584,48.2558,94.68,19.02,6.82,3.62
Bucks,East,3.452466364,2.205940294,50.6716,98.48,18.74,6.7,3.42
T-Wolves,West,3.069534556,1.021103056,53.0596,99.38,25.5,10.22,3.04
Warriors,West,2.951702841,1.124287464,46.0874,82.76,17.24,7.56,2.32
Suns,West,2.82490751,0.869984461,48.194,90.88,18.54,7.88,2.14
Lakers,West,2.652277331,1.721753739,46.6716,85.44,20.74,10.14,3.2
Thunder,West,2.606788411,0.20010549,50.1822,95.94,17.82,6.86,1.74
Heat,East,2.551393041,2.351194869,46.7294,89.18,14.8,5.2,2.18
Pelicans,West,2.372797173,1.373987283,46.6626,86.1,20.34,8.64,2.24
Kings,West,1.137582691,0.562397613,44.3762,67.18,11.8,4.64,1.3
Clippers,West,0.958360267,-0.29886489,41.6804,41.3,5.98,1.88,0.52
Hawks,East,0.548006382,0.582881474,41.6276,47.02,4.34,1.32,0.54
Raptors,East,0.362045013,-0.515654,40.808,37.22,2.3,0.54,0.16
Bulls,East,0.12477345,-0.392734401,38.2856,19.54,1.26,0.38,0.16
Nets,East,-0.472414196,1.263648647,40.7094,42.76,4.38,1.46,0.64
Grizzlies,West,-0.552467496,0.820604729,35.5814,6.72,1.12,0.36,0.08
Magic,East,-0.584851581,-2.212651196,43.4938,61.14,1.8,0.36,0.12
Mavericks,West,-0.870514667,0.20030366,41.7408,43.58,6.7,2.32,0.68
Pacers,East,-2.423243461,-3.963996618,37.6992,12.68,0.14,<0.1,<0.1
Rockets,West,-4.885783379,-7.126662017,32.8936,0.9,<0.1,<0.1,<0.1
Jazz,West,-5.763481333,-2.892720207,28.3764,0.1,<0.1,<0.1,<0.1
Wizards,East,-5.863006805,-3.0978903779999998,24.4502,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.441776711,-5.942495072,26.3458,0.06,<0.1,<0.1,<0.1
Pistons,East,-8.982814359,-8.039054363,18.5836,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.975965644,-6.316344751,21.6394,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.62164321,-10.19652837,16.4864,<0.1,<0.1,<0.1,<0.1
