Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,11.79090441,8.085624187,65.3468,>99.9,70.58,54.48,39.32,Boston Celtics,bos,65,0.9990000000000001,0.3932
Thunder,West,7.928447634,4.306800347,57.2848,>99.9,38.28,20.56,8.58,Oklahoma City Thunder,okc,57,0.9990000000000001,0.0858
Pelicans,West,7.373087748,3.206423765,51.2364,99.84,24.52,10.46,3.66,New Orleans Pelicans,no,51,0.9984000000000001,0.0366
T-Wolves,West,6.724867493,3.789427524,56.5068,>99.9,34,16.58,6.7,Minnesota Timberwolves,min,57,0.9990000000000001,0.067
Cavaliers,East,6.051550855,4.328497301,52.1852,>99.9,40.12,16.64,8.42,Cleveland Cavaliers,cle,52,0.9990000000000001,0.0842
Clippers,West,5.060818965,2.277210226,52.8918,>99.9,20.3,7.68,2.5,LA Clippers,lac,53,0.9990000000000001,0.025
Bucks,East,4.333470498,3.046887246,51.7056,>99.9,28.84,9.42,4.1,Milwaukee Bucks,mil,52,0.9990000000000001,0.040999999999999995
Nuggets,West,4.225851764,5.868086819,56.3408,>99.9,50.44,32.96,16.42,Denver Nuggets,den,56,0.9990000000000001,0.1642
Knicks,East,2.597212807,3.122049318,48.3194,99.24,20.12,7.82,3.24,New York Knicks,ny,48,0.9924,0.032400000000000005
Pacers,East,2.123007292,-1.673085224,45.6424,90.94,3.74,0.4,0.14,Indiana Pacers,ind,46,0.9094,0.0014000000000000002
Suns,West,2.036114051,2.470015386,45.879,74.82,11.78,5.08,1.46,Phoenix Suns,phx,46,0.7482,0.0146
Mavericks,West,1.615132569,-0.222754491,46.5324,76.22,5.16,1.44,0.16,Dallas Mavericks,dal,47,0.7622,0.0016
Warriors,West,1.307240607,1.73552769,43.8958,38.6,4.82,1.68,0.5,Golden State Warriors,gs,44,0.386,0.005
Magic,East,0.637723297,-0.16603232,47.2794,97.58,6.64,1.78,0.6,Orlando Magic,orl,47,0.9758,0.006
Bulls,East,0.20426526,0.016574499,40.4452,28.24,1.34,0.26,<0.1,Chicago Bulls,chi,40,0.2824,0.001
Kings,West,0.05692597,0.711157055,46.0308,77.3,6.58,2.26,0.58,Sacramento Kings,sac,46,0.773,0.0058
Heat,East,-0.112304831,2.362270193,44.3042,84.54,13.28,3.92,1.3,Miami Heat,mia,44,0.8454,0.013000000000000001
Rockets,West,-0.293311448,-3.942282863,39.6482,2.76,<0.1,<0.1,<0.1,Houston Rockets,hou,40,0.0276,0.001
Lakers,West,-0.335900354,1.750299652,42.9364,30.5,4.1,1.3,0.22,Los Angeles Lakers,lal,43,0.305,0.0022
76ers,East,-0.478727452,2.945425911,44.1816,84.42,15.08,5.22,2.08,Philadelphia 76ers,phi,44,0.8442000000000001,0.0208
Jazz,West,-2.953373284,-3.98324741,34.2594,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,34,0.001,0.001
Nets,East,-3.421303347,-2.898806325,32.2656,1.94,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,32,0.0194,0.001
Hawks,East,-3.875990447,-0.984785165,35.0072,13,0.26,0.06,<0.1,Atlanta Hawks,atl,35,0.13,0.001
Raptors,East,-4.549922103,-2.001023216,28.7034,0.1,<0.1,<0.1,<0.1,Toronto Raptors,tor,29,0.001,0.001
Spurs,West,-5.603209983,-9.401732954,19.3292,0,—,—,0,San Antonio Spurs,sa,19,0,0
Grizzlies,West,-6.751457197,-3.894835844,27.5412,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,28,0.001,0.001
Pistons,East,-7.222203072,-8.602827308,16.6682,0,—,—,0,Detroit Pistons,det,17,0,0
Blazers,West,-8.341679468,-8.749901248,22.8072,0,—,—,0,Portland Trail Blazers,por,23,0,0
Wizards,East,-8.960446768,-7.153563683,15.3018,0,—,—,0,Washington Wizards,wsh,15,0,0
Hornets,East,-10.57719233,-8.693088875,19.5238,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
