Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.706563153,7.11515836,63.4414,>99.9,64.98,46.32,32.96,Boston Celtics,bos,63,0.9990000000000001,0.3296
T-Wolves,West,6.446114798,2.570432124,58.5006,>99.9,33.62,15.6,5.5,Minnesota Timberwolves,min,59,0.9990000000000001,0.055
Thunder,West,6.254538049,2.626036339,55.6856,>99.9,31.68,15.76,5.34,Oklahoma City Thunder,okc,56,0.9990000000000001,0.053399999999999996
76ers,East,6.200737629,5.177027371,54.7554,99.9,48.36,21.66,13.1,Philadelphia 76ers,phi,55,0.9990000000000001,0.131
Nuggets,West,5.720960116,5.710197255,54.5668,>99.9,56.24,39.68,20.56,Denver Nuggets,den,55,0.9990000000000001,0.20559999999999998
Pelicans,West,5.186891419,2.13309332,50.6696,99.36,24.74,10.04,3.18,New Orleans Pelicans,no,51,0.9936,0.0318
Clippers,West,3.982942115,1.175779899,51.4812,99.58,20.14,7.18,2.14,LA Clippers,lac,51,0.9958,0.021400000000000002
Knicks,East,3.114899382,3.510758771,48.3386,96.88,21.8,8.82,4.24,New York Knicks,ny,48,0.9688,0.0424
Cavaliers,East,2.890386102,3.624547949,48.734,97.96,23.78,9.84,5.02,Cleveland Cavaliers,cle,49,0.9795999999999999,0.050199999999999995
Heat,East,2.81147006,2.250593004,47.813,96.32,15.38,5.64,2.1,Miami Heat,mia,48,0.9632,0.021
Bucks,East,2.761041129,2.186691532,50.779,99.38,18.12,6.26,2.58,Milwaukee Bucks,mil,51,0.9937999999999999,0.0258
Suns,West,1.190868845,0.656127313,42.844,60.8,7.92,2.96,0.82,Phoenix Suns,phx,43,0.608,0.008199999999999999
Magic,East,0.702351396,-1.310526648,44.9674,82.58,3.54,0.7,0.12,Orlando Magic,orl,45,0.8258,0.0012
Mavericks,West,0.300269182,-0.372725887,43.8634,70.9,7,2.26,0.48,Dallas Mavericks,dal,44,0.7090000000000001,0.0048
Lakers,West,0.120904029,1.553077297,41.0604,46.04,7.66,3,0.72,Los Angeles Lakers,lal,41,0.4604,0.0072
Warriors,West,0.083689481,0.644595514,39.7604,27,3.48,1.12,0.3,Golden State Warriors,gs,40,0.27,0.003
Raptors,East,-0.101984021,-0.453155924,37.062,15.94,0.56,0.08,<0.1,Toronto Raptors,tor,37,0.1594,0.001
Rockets,West,-0.506024475,-5.935712657,40.2204,26.34,0.2,<0.1,<0.1,Houston Rockets,hou,40,0.2634,0.001
Pacers,East,-0.548210892,-2.729965826,43.289,67.38,1.5,0.28,<0.1,Indiana Pacers,ind,43,0.6738,0.001
Bulls,East,-0.662651432,0.438552683,38.7676,29.16,1.56,0.32,0.12,Chicago Bulls,chi,39,0.2916,0.0012
Kings,West,-0.857736245,0.401906621,42.3038,54.12,6.4,2.26,0.6,Sacramento Kings,sac,42,0.5412,0.006
Hawks,East,-1.915652165,-0.819517469,35.8708,9.48,0.3,0.06,<0.1,Atlanta Hawks,atl,36,0.09480000000000001,0.001
Jazz,West,-2.132687395,-2.708833938,39.1666,15.56,0.88,0.12,<0.1,Utah Jazz,uta,39,0.15560000000000002,0.001
Nets,East,-2.520559332,-0.609883013,33.9472,5.02,0.12,<0.1,<0.1,Brooklyn Nets,bkn,34,0.050199999999999995,0.001
Grizzlies,West,-3.800489927,-0.342781993,32.146,0.32,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,0.0032,0.001
Wizards,East,-7.946773438,-4.509692405,19.3818,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,19,0.001,0.001
Spurs,West,-9.139245122,-10.35435323,17.8728,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-9.681759226,-8.963829075,14.4142,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,14,0.001,0.001
Hornets,East,-10.46883974,-7.898283925,18.6882,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
Blazers,West,-10.96061054,-7.456933334,19.6088,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
