Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.38338887,7.173651957,62.3384,>99.9,63.32,45.6,32.64
Thunder,West,8.002347049,3.254692638,56.7898,>99.9,33.56,16.88,6.3
T-Wolves,West,7.560811463,3.250370028,58.0746,>99.9,32.18,17.22,6.36
Cavaliers,East,6.595321259,4.788141309,55.262,>99.9,48.84,21.3,12.08
Clippers,West,5.853105146,2.394752815,54.3386,99.94,26.26,11.04,4.1
Pelicans,West,5.389604449,2.100989324,50.0786,99.04,18.98,7.56,2.86
Bucks,East,4.648330211,2.46236716,51.821,>99.9,22.06,7.78,3.24
Knicks,East,3.929166877,3.359314225,49.4802,99.42,22.4,9.74,4.56
76ers,East,3.618225718,3.937945674,48.8356,98.86,24.14,10.88,5.44
Suns,West,2.539000256,1.834353612,45.861,80.58,14.12,5.6,2
Pacers,East,1.723204937,-2.219986659,44.4304,82.5,2.62,0.34,0.14
Nuggets,West,1.610870336,5.448488487,51.9746,99.76,47.52,32.04,16.34
Rockets,West,1.390825105,-4.996710019,39.5684,8.18,<0.1,<0.1,<0.1
Warriors,West,1.034285786,1.670502486,43.1176,44.98,7.72,2.96,0.74
Mavericks,West,0.418907233,-0.220466593,45.3146,69.4,6.54,1.88,0.32
Magic,East,0.388582954,-0.485295131,45.0352,87.06,5.64,1.46,0.4
Heat,East,-0.003708401,0.631376497,42.5972,73.9,6.98,1.78,0.78
Bulls,East,-0.088536007,0.850299574,39.34,37.18,3.24,0.88,0.36
Lakers,West,-0.305871395,1.653609762,41.664,31.94,4.94,2.08,0.62
Kings,West,-0.357535359,0.55192251,44.315,63.6,8.08,2.74,0.64
Nets,East,-1.943800279,-1.272191804,34.4802,7.3,0.34,0.1,<0.1
Jazz,West,-2.183793725,-3.0690826430000002,38.1118,2.58,0.06,<0.1,<0.1
Hawks,East,-3.055192414,-0.881017073,36.1114,13.24,0.4,0.14,<0.1
Raptors,East,-3.539983103,-1.434307837,30.6484,0.58,<0.1,<0.1,<0.1
Grizzlies,West,-6.463769121,-2.152165272,28.0634,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.990217864,-5.517990554,17.2834,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.234881712,-7.391827018,23.05,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.638823351,-9.94451267,18.1692,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.826653179,-8.594815236,16.0082,<0.1,<0.1,<0.1,<0.1
Hornets,East,-11.39290839,-8.625299007,17.8372,<0.1,<0.1,<0.1,<0.1
