Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.698800759,7.069281515,62.4746,>99.9,62.96,44.54,31.46
Thunder,West,8.174442298,3.327541693,57.3984,>99.9,33.98,17.3,6.82
T-Wolves,West,7.102611276,3.054744782,57.0748,>99.9,32.12,15.48,5.7
Clippers,West,6.86257179,2.701646869,55.721,>99.9,29.9,13.42,5.12
Cavaliers,East,5.780493079,4.75305217,55.0892,>99.9,47.78,22.02,12.1
Pelicans,West,4.90276642,1.82237946,49.3102,98.12,14.74,5.42,1.74
Knicks,East,3.977591184,3.652303759,50.7982,99.86,27.54,11.44,5.62
Bucks,East,3.082510704,2.243419366,50.1248,99.84,18.82,6.6,2.8
76ers,East,3.002592317,3.933890436,47.5268,97.7,24.16,11.48,5.62
Nuggets,West,2.93542901,5.612098509,53.3464,99.92,50.46,34.06,17.88
Suns,West,1.707611605,1.670711062,45.5338,77.6,13.22,5.18,1.38
Warriors,West,1.677720038,1.604272514,42.662,41.4,6.18,2.58,0.76
Rockets,West,1.546666901,-5.179994685,39.761,10.22,0.2,<0.1,<0.1
Magic,East,0.748928976,-0.41236406,45.0158,88.48,5.8,0.94,0.28
Pacers,East,0.617675555,-2.595887392,43.7466,79.34,2.18,0.32,<0.1
Mavericks,West,0.494893822,-0.723787728,44.5436,60.1,4.26,1.26,0.26
Lakers,West,0.421998662,1.701059076,42.2502,40.84,6.66,2.8,0.7
Kings,West,-0.073900922,0.551589736,44.7466,67.9,8.18,2.48,0.8
Heat,East,-0.563337975,0.628874007,42.4396,78.12,7.3,1.68,0.66
Bulls,East,-1.283973651,0.744800909,38.2784,31.22,2.54,0.78,0.18
Jazz,West,-1.859527169,-2.86835927,38.5584,3.9,0.1,<0.1,<0.1
Nets,East,-1.913041206,-1.330276068,34.248,7.34,0.32,0.06,<0.1
Hawks,East,-2.280467014,-0.787903027,36.6362,15.76,0.58,0.14,0.06
Raptors,East,-2.713973537,-1.009362007,32.349,2.34,<0.1,<0.1,<0.1
Grizzlies,West,-5.883449234,-1.889428673,29.2528,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.156654079,-7.190170274,23.2292,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.175574074,-5.301376485,17.598,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.281030921,-9.730059273,17.7696,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.457900697,-8.682586008,16.375,<0.1,<0.1,<0.1,<0.1
Hornets,East,-11.78481997,-8.751094147,16.1418,<0.1,<0.1,<0.1,<0.1
