Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.571176062,7.114913836,61.8876,>99.9,62.92,43.46,31.6
76ers,East,8.149850877,5.631740828,58.6902,>99.9,53.1,27.62,18.14
Nuggets,West,5.306304745,5.342556759,53.2404,99.38,55.48,40.16,19.14
T-Wolves,West,4.899705711,1.740610732,56.3346,99.92,28.84,12.48,3.86
Bucks,East,3.283839782,2.070629865,51.3562,99.14,17.1,5.88,2.56
Warriors,West,3.166768664,1.421180032,45.9332,71.94,14.8,6.18,1.76
Cavaliers,East,3.105556657,3.277195507,47.2996,94.3,20.28,8.24,4.24
Lakers,West,3.005955545,1.856129708,46.907,79.66,19.18,8.84,2.74
Knicks,East,2.801904594,2.744402942,46.7382,91.96,17.22,5.94,3.08
Thunder,West,2.603313177,0.955858004,50.2126,93.84,19.08,7.8,2.48
Heat,East,2.516306957,2.084974987,46.8446,91.04,14.06,4.72,2.02
Pelicans,West,2.488793161,1.35128198,47.5112,83.3,19.02,8.1,2.66
Clippers,West,2.344739516,0.04139854,46.4716,74.04,10.34,3.6,0.76
Suns,West,2.14961922,0.982772097,45.377,66.3,11.78,4.48,1.24
Kings,West,1.361522811,0.956997322,46.0138,71.48,13.7,5.46,1.4
Nets,East,1.34443307,1.212577366,44.2552,77.14,8.08,2.52,1.16
Hawks,East,0.314058628,0.599281588,39.8016,33.18,2.4,0.56,0.24
Mavericks,West,-0.367716008,0.329132577,43.9282,51.68,7.74,2.9,0.6
Bulls,East,-0.456980391,0.354086941,37.459,16.72,1.18,0.3,0.1
Magic,East,-0.641508329,-1.610030844,43.6222,68.04,2.92,0.68,0.2
Raptors,East,-0.668366636,-0.848637098,37.4122,14.54,0.48,0.06,<0.1
Grizzlies,West,-2.196253854,-0.183568155,31.0588,0.06,<0.1,<0.1,<0.1
Pacers,East,-2.455918356,-3.702616924,37.582,13.94,0.26,<0.1,<0.1
Rockets,West,-2.637246585,-6.490788432,39.1138,8.4,<0.1,<0.1,<0.1
Jazz,West,-6.741437035,-3.696131018,26.6428,<0.1,<0.1,<0.1,<0.1
Wizards,East,-6.891782056,-3.63172187,22.4346,<0.1,<0.1,<0.1,<0.1
Hornets,East,-7.590115454,-6.555854479,24.1102,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.57602964,-9.118988814,15.38,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.58531021,-5.844762922,19.0178,<0.1,<0.1,<0.1,<0.1
Spurs,West,-10.81672756,-10.92458164,17.3638,<0.1,<0.1,<0.1,<0.1
