Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.33657428,8.057657559,65.0024,>99.9,70.1,54.34,39.36
Thunder,West,7.502795411,4.278677339,56.6758,>99.9,37.24,19.84,8.3
Pelicans,West,7.162371113,2.996258335,50.7658,99.22,23.34,9.78,2.98
T-Wolves,West,6.488900559,3.748056981,56.0928,>99.9,33.4,17.2,6.74
Cavaliers,East,6.1535156,4.430972254,52.877,>99.9,42.18,16.8,8.8
Clippers,West,4.600080562,2.120414419,52.553,99.84,20.28,7.34,2.12
Nuggets,West,4.40115783,5.904685736,56.1382,>99.9,51.5,33.58,16.82
Bucks,East,4.32801925,2.772660391,51.3972,>99.9,27.36,8.3,3.8
Suns,West,2.382176421,2.500982855,46.1028,74.84,12.52,5.1,1.42
Knicks,East,2.329612483,3.153170041,47.4758,98.76,21,8.98,3.78
Pacers,East,1.947239148,-1.779437672,45.2854,88.84,3.8,0.6,0.12
Mavericks,West,1.434855573,-0.285116181,46.8748,78.28,4.94,1.28,<0.1
Warriors,West,0.915939882,1.668226314,43.1806,29.4,4.08,1.52,0.52
Magic,East,0.714946239,-0.230595338,46.9818,96.76,6.26,1.66,0.44
76ers,East,0.247735717,3.174141362,44.616,87.86,17.58,6.04,2.48
Kings,West,0.167037642,0.714278766,46.4898,80.22,7.46,2.5,0.52
Bulls,East,-0.022191965,0.083527716,40.5088,30.22,1.62,0.42,0.12
Lakers,West,-0.23478705,1.790447728,43.435,37.22,5.2,1.86,0.52
Heat,East,-0.344785327,1.659151694,43.9282,81.46,9.88,2.82,1.12
Rockets,West,-0.882458419,-4.270833358,38.475,0.96,<0.1,<0.1,<0.1
Jazz,West,-2.673781481,-3.71845533,34.3372,<0.1,<0.1,<0.1,<0.1
Nets,East,-3.207457111,-2.746753713,32.6926,2.34,<0.1,<0.1,<0.1
Hawks,East,-3.670025156,-0.856405079,35.527,13.68,0.22,<0.1,<0.1
Raptors,East,-4.284907034,-1.79851751,29.1986,0.1,<0.1,<0.1,<0.1
Spurs,West,-5.605380963,-9.322857439,19.531,—,<0.1,<0.1,<0.1
Grizzlies,West,-6.704022289,-3.766892579,27.7112,<0.1,<0.1,<0.1,<0.1
Pistons,East,-7.486261453,-8.521925046,16.8786,<0.1,<0.1,<0.1,<0.1
Blazers,West,-7.963586471,-8.655500938,23.3334,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.305478965,-6.685428143,16.0046,—,<0.1,<0.1,<0.1
Hornets,East,-10.41803809,-8.590376208,19.9296,<0.1,<0.1,<0.1,<0.1
