Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.907887529,6.994680401,62.0862,>99.9,62.74,43.96,31.96
76ers,East,7.483680223,5.218104719,57.5468,>99.9,49.7,23.92,15.32
Nuggets,West,5.15803933,5.428528781,53.7584,99.68,57.48,42.34,21.48
T-Wolves,West,4.597001718,1.598238144,55.7952,99.9,31.04,12.64,4.2
Bucks,East,3.294755088,2.112422658,50.8694,98.98,18.34,6.48,3.04
Knicks,East,3.130501896,3.076299584,47.7414,94.28,20.5,8.36,3.98
Warriors,West,2.9910284,1.374072918,45.025,69.26,14.2,5.68,1.56
Cavaliers,East,2.910131851,3.315143699,46.726,91.22,19.64,8.04,4.02
Lakers,West,2.759690187,1.843780666,46.667,82.08,19.4,8.6,2.82
Thunder,West,2.520225556,0.646474532,49.4148,93.26,18.34,7.02,1.7
Heat,East,2.326316766,2.295191592,46.2962,88.3,13.12,4.72,2.28
Suns,West,2.169167366,1.224282183,45.1384,68.26,13.62,6.14,1.78
Pelicans,West,2.061847188,1.091139222,46.6398,79.68,16.18,6.72,1.8
Clippers,West,1.942628612,-0.091548114,45.4366,69.56,9.12,3.1,0.76
Nets,East,1.14735326,1.047951312,44.3096,75.56,7.76,2.26,0.76
Kings,West,1.074412965,0.798457055,45.4098,70.38,11.94,4.66,1.18
Hawks,East,0.834438343,0.594631317,40.943,41.18,3.64,1.26,0.46
Mavericks,West,-0.251514534,0.298929857,43.8184,55.04,8.46,3.1,0.64
Bulls,East,-0.393850039,0.419704797,37.8658,17.66,1.3,0.32,0.12
Raptors,East,-0.618251919,-0.857484605,37.6304,13.54,0.46,0.06,<0.1
Magic,East,-0.760064456,-1.729316999,43.594,63.78,2.42,0.52,0.14
Grizzlies,West,-2.217729668,-0.188892216,31.042,0.16,<0.1,<0.1,<0.1
Pacers,East,-2.30662219,-3.634959586,38.0228,15.5,0.38,0.1,<0.1
Rockets,West,-2.560234251,-6.644371913,39.455,12.7,0.2,<0.1,<0.1
Jazz,West,-6.492339161,-3.407341834,27.3242,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.67978863,-6.198094287,25.6158,<0.1,<0.1,<0.1,<0.1
Wizards,East,-6.85718155,-3.615852012,22.6958,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.28469679,-9.034860366,15.716,<0.1,<0.1,<0.1,<0.1
Spurs,West,-10.51049349,-10.62464135,17.9666,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.67228703,-5.928637572,19.4496,<0.1,<0.1,<0.1,<0.1
