Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.21023535,8.198015395,65.5558,>99.9,70.38,54.64,40.24
Thunder,West,7.692133192,4.193175572,57.1364,>99.9,36.94,19.06,7.72
Pelicans,West,7.362923581,3.376667096,51.493,99.76,28,12.24,5.02
T-Wolves,West,6.674901849,3.879619218,56.1332,>99.9,33.54,16.42,6.14
Cavaliers,East,5.842768786,4.337489426,52.6048,>99.9,39.7,14.62,7.78
Clippers,West,4.53788005,2.126733435,51.8618,99.76,18.4,7.16,2.12
Bucks,East,4.363934389,3.07496134,52.084,>99.9,28.38,8.98,3.9
Nuggets,West,4.258932287,5.863034885,56.4518,>99.9,51.42,34.64,16.32
Knicks,East,2.685873898,3.194308584,48.866,99.5,20.4,9.32,3.74
Pacers,East,2.034536677,-1.620680945,45.2278,86.38,3.82,0.56,0.08
Suns,West,1.970571752,2.367347901,45.5216,67.88,10.88,4.22,1.08
Mavericks,West,1.942244159,-0.257221007,47.5138,85.98,5.7,1.64,0.3
Warriors,West,1.135535073,1.72364178,43.279,28.06,3.58,1.18,0.34
Magic,East,1.127174381,0.06421202,47.8942,98.64,5.84,1.86,0.38
Bulls,East,0.490379878,0.014235356,40.757,27.6,1.4,0.32,0.12
Kings,West,0.375481022,0.442293544,46.4252,78.9,6.3,1.64,0.46
Heat,East,0.1173125,2.476984764,44.3472,85.16,13.34,4.22,1.58
Lakers,West,0.106131867,1.856321218,43.5226,36.8,5.16,1.8,0.44
Rockets,West,0.09385584,-3.721273279,40.0058,2.86,0.08,<0.1,<0.1
76ers,East,-0.22763128,2.982579622,44.8146,87.68,16.34,5.38,2.2
Jazz,West,-2.800247951,-3.980894592,34.0336,<0.1,<0.1,<0.1,<0.1
Hawks,East,-3.537073803,-0.99418841,35.5676,14.5,0.38,0.1,<0.1
Nets,East,-4.230719704,-3.201697298,31.248,0.54,<0.1,<0.1,<0.1
Raptors,East,-4.805545667,-2.126589269,28.3694,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.487710586,-9.328490814,19.5384,—,—,—,—
Grizzlies,West,-7.163987027,-3.796591713,27.0766,<0.1,<0.1,<0.1,<0.1
Pistons,East,-7.244742168,-8.59904599,16.2444,—,—,—,—
Blazers,West,-8.505948972,-8.817934482,22.5412,—,—,—,—
Wizards,East,-9.659087804,-7.345494951,14.648,—,—,—,—
Hornets,East,-10.86142371,-8.863444789,19.2372,<0.1,<0.1,<0.1,<0.1
