Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.591383423,7.200016523,63.339,>99.9,64.16,45.64,32.46,Boston Celtics,bos,63,0.9990000000000001,0.3246
T-Wolves,West,6.391729302,2.484079863,57.9694,>99.9,33.96,15.92,5.88,Minnesota Timberwolves,min,58,0.9990000000000001,0.0588
Pelicans,West,6.173485656,1.920522002,52.3278,99.78,25.7,10.72,3.18,New Orleans Pelicans,no,52,0.9978,0.0318
76ers,East,5.983513024,5.051195052,53.611,99.92,46.54,21.62,12.6,Philadelphia 76ers,phi,54,0.9992,0.126
Nuggets,West,5.782263338,5.753862584,54.3908,>99.9,57.12,40.84,21.34,Denver Nuggets,den,54,0.9990000000000001,0.2134
Thunder,West,5.418621827,2.365422745,55.6084,>99.9,28.9,13.36,4.52,Oklahoma City Thunder,okc,56,0.9990000000000001,0.0452
Clippers,West,3.773023052,1.08167429,50.7468,99.08,18.38,6.82,1.84,LA Clippers,lac,51,0.9908,0.0184
Knicks,East,3.196118382,3.449664645,48.7128,97.5,24.4,10.42,4.98,New York Knicks,ny,49,0.975,0.049800000000000004
Bucks,East,2.562085224,2.192575143,49.6418,98.52,18.86,6.3,2.68,Milwaukee Bucks,mil,50,0.9852,0.0268
Cavaliers,East,2.399145161,3.278430911,47.1506,93.22,20.62,8.56,4.32,Cleveland Cavaliers,cle,47,0.9322,0.0432
Heat,East,2.071937941,2.40835455,46.6568,92,15.82,5.54,2.72,Miami Heat,mia,47,0.92,0.027200000000000002
Lakers,West,1.264602264,1.426340705,42.3444,57,9.68,3.92,1.02,Los Angeles Lakers,lal,42,0.57,0.0102
Warriors,West,0.919540829,0.710928511,41.2142,40.86,5.54,2.02,0.46,Golden State Warriors,gs,41,0.4086,0.0046
Magic,East,0.701314577,-1.440620507,45.4834,82.72,3.5,0.7,0.24,Orlando Magic,orl,45,0.8271999999999999,0.0024
Suns,West,0.190834065,0.679193113,40.4472,31.02,4.4,1.46,0.28,Phoenix Suns,phx,40,0.3102,0.0028000000000000004
Mavericks,West,0.061113936,-0.300326343,43.432,62.68,6.12,1.62,0.3,Dallas Mavericks,dal,43,0.6268,0.003
Rockets,West,-0.130971359,-5.686609892,41.433,34.42,0.42,<0.1,<0.1,Houston Rockets,hou,41,0.3442,0.001
Kings,West,-0.15768126,0.462639631,44.3644,72.88,9.7,3.28,0.9,Sacramento Kings,sac,44,0.7288,0.009000000000000001
Bulls,East,-0.166972786,0.424126969,39.8826,32.1,2.52,0.62,0.18,Chicago Bulls,chi,40,0.321,0.0018
Raptors,East,-0.189553378,-0.713325968,37.0236,11.24,0.44,0.06,<0.1,Toronto Raptors,tor,37,0.1124,0.001
Pacers,East,-0.215473223,-2.494901254,43.8666,68.22,1.92,0.28,<0.1,Indiana Pacers,ind,44,0.6822,0.001
Hawks,East,-0.600633216,-0.393901227,37.9644,15.56,0.8,0.26,0.06,Atlanta Hawks,atl,38,0.15560000000000002,6e-4
Nets,East,-1.929156711,-0.596500102,36.0912,9,0.42,<0.1,<0.1,Brooklyn Nets,bkn,36,0.09,0.001
Grizzlies,West,-3.893997596,-0.269510112,32.0194,0.28,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,0.0028000000000000004,0.001
Jazz,West,-4.147068669,-3.145877623,35.1146,2.04,0.06,<0.1,<0.1,Utah Jazz,uta,35,0.0204,0.001
Wizards,East,-9.00240676,-4.478464869,18.3186,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,18,0.001,0.001
Hornets,East,-9.15243479,-7.636172812,20.6838,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,21,0.001,0.001
Spurs,West,-9.837523056,-10.75253307,17.3398,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
Blazers,West,-10.42278487,-6.500301478,19.6324,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
Pistons,East,-10.77062071,-9.10217978,13.1892,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,13,0.001,0.001
