Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.617412458,7.297441992,63.7944,>99.9,66.64,46.4,33.34
76ers,East,7.671985297,5.527941577,57.55,>99.9,52.76,25.7,16
Nuggets,West,5.846664669,5.74471394,55.1932,>99.9,58.02,42.66,21.58
T-Wolves,West,5.42986692,2.152718311,58.191,>99.9,32.58,14.36,4.8
Thunder,West,4.4959446,2.078969407,54.7038,99.94,26.7,12.5,4
Bucks,East,4.17297148,2.47670624,54.0706,99.94,22.94,7.88,3.54
Pelicans,West,3.710417882,1.210985996,48.147,92.12,19.88,7.26,2.12
Warriors,West,2.680449051,1.211110266,44.5714,68.28,12.34,4.54,1.52
Heat,East,2.477012068,2.507276725,47.5786,96.74,16.9,6.48,3.1
Clippers,West,2.456264299,0.228770221,47.1294,86.88,13.5,4.72,1.08
Lakers,West,1.770498143,1.593041473,43.3626,58.2,11.2,4.86,1.2
Cavaliers,East,1.691570157,2.739790417,45.9652,91.86,16.42,6.2,2.64
Knicks,East,1.556904171,2.52633893,44.4806,84.44,12.04,4.2,1.7
Suns,West,1.326083025,0.784669344,42.9972,50.72,7.76,2.6,0.74
Bulls,East,0.706560681,0.626406665,40.7376,47.22,3.72,1.12,0.42
Kings,West,0.41900536,0.975804317,44.7018,68.64,12.34,4.92,1.2
Hawks,East,0.285408582,-0.075895119,38.6702,25.78,1.62,0.44,0.22
Raptors,East,0.210645985,-0.784320734,37.2068,14.6,0.56,0.12,<0.1
Magic,East,-0.080046811,-1.466883297,44.5952,80.96,4.02,0.94,0.16
Mavericks,West,-0.416481785,-0.552086215,43.0572,49.82,5.42,1.56,0.46
Rockets,West,-0.5382798,-6.058907722,41.0502,25.36,0.24,<0.1,<0.1
Nets,East,-0.910963682,0.301108392,38.3522,24.22,1.52,0.34,0.08
Pacers,East,-1.37610136,-2.908147074,39.8646,34.24,0.86,0.18,0.1
Grizzlies,West,-3.853925951,-0.668018519,30.0858,0.06,<0.1,<0.1,<0.1
Jazz,West,-5.476819979,-3.524498013,30.4362,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.572002205,-3.918586391,21.0292,<0.1,<0.1,<0.1,<0.1
Hornets,East,-8.864037369,-7.34930335,21.1272,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.27095901,-5.651826373,19.882,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.27282775,-8.726777178,15.2674,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.04924912,-11.32041494,16.2014,<0.1,<0.1,<0.1,<0.1
