Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,12.13305679,8.275988127,64.404,>99.9,70,54.68,39.96,Boston Celtics,bos,64,0.9990000000000001,0.3996
Thunder,West,7.994121207,4.208096623,57.1632,>99.9,35.4,18.72,8.02,Oklahoma City Thunder,okc,57,0.9990000000000001,0.0802
Pelicans,West,7.798363725,3.846931254,51.2236,99.68,29.02,13.92,5.3,New Orleans Pelicans,no,51,0.9968,0.053
T-Wolves,West,6.616244762,4.312047564,57.3578,>99.9,36.94,18.54,7.52,Minnesota Timberwolves,min,57,0.9990000000000001,0.07519999999999999
Cavaliers,East,4.710336025,3.726695333,50.105,>99.9,32.22,12.48,5.5,Cleveland Cavaliers,cle,50,0.9990000000000001,0.055
Nuggets,West,4.557760976,5.959668378,56.224,>99.9,49.68,32.38,16.12,Denver Nuggets,den,56,0.9990000000000001,0.1612
Bucks,East,3.945846169,3.148832395,51.4198,>99.9,30.66,10.34,4.08,Milwaukee Bucks,mil,51,0.9990000000000001,0.0408
Knicks,East,3.837364709,3.385813095,48.8868,99.76,24.64,9.7,4.06,New York Knicks,ny,49,0.9976,0.0406
Suns,West,3.242469903,2.679173441,46.5998,72.1,11.26,4.64,1.56,Phoenix Suns,phx,47,0.721,0.015600000000000001
Clippers,West,3.171462805,1.718089194,51.4638,99.72,14.76,4.68,1.26,LA Clippers,lac,51,0.9972,0.0126
Pacers,East,2.986558486,-0.73204869,46.2256,93.92,5.24,0.96,0.24,Indiana Pacers,ind,46,0.9392,0.0024
Mavericks,West,2.267174256,0.861745176,49.2026,96.8,9.18,2.58,0.78,Dallas Mavericks,dal,49,0.968,0.0078000000000000005
Warriors,West,2.21033432,2.134207306,44.2314,22.88,3.64,1.26,0.5,Golden State Warriors,gs,44,0.2288,0.005
Magic,East,0.950021354,-0.012934811,47.097,97.32,6.36,1.54,0.3,Orlando Magic,orl,47,0.9732,0.003
Heat,East,0.885293405,2.718388562,45.1794,89.78,15.36,5.16,2.12,Miami Heat,mia,45,0.8978,0.0212
Rockets,West,0.572060076,-2.40053898,42.4242,6.26,0.18,<0.1,<0.1,Houston Rockets,hou,42,0.0626,0.001
Kings,West,0.271763048,0.320162042,46.0286,62,4.68,1.46,0.18,Sacramento Kings,sac,46,0.62,0.0018
Lakers,West,-0.145170117,2.018198025,45.0596,40.56,5.26,1.82,0.64,Los Angeles Lakers,lal,45,0.4056,0.0064
Bulls,East,-0.191076412,-0.398547741,38.8178,20.06,0.64,0.22,0.06,Chicago Bulls,chi,39,0.2006,6e-4
76ers,East,-1.606143962,2.839013343,43.1974,82.62,14.5,4.82,1.78,Philadelphia 76ers,phi,43,0.8262,0.0178
Hawks,East,-1.948344333,-0.882863453,37.8742,16.52,0.38,0.1,<0.1,Atlanta Hawks,atl,38,0.16519999999999999,0.001
Jazz,West,-3.055411799,-4.863553376,31.6022,0,—,—,0,Utah Jazz,uta,32,0,0
Nets,East,-4.297913796,-3.076869617,32.258,<0.1,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,32,0.001,0.001
Spurs,West,-5.030323325,-8.989315415,20.6598,0,—,—,0,San Antonio Spurs,sa,21,0,0
Raptors,East,-6.211539782,-3.283922234,25.9104,0,—,—,0,Toronto Raptors,tor,26,0,0
Pistons,East,-7.148145078,-8.994770762,15.9582,0,—,—,0,Detroit Pistons,det,16,0,0
Grizzlies,West,-7.509600378,-4.276728493,26.8916,0,—,—,0,Memphis Grizzlies,mem,27,0,0
Wizards,East,-8.636840247,-7.468578511,16.1932,0,—,—,0,Washington Wizards,wsh,16,0,0
Blazers,West,-9.931217975,-9.960155918,20.9092,0,—,—,0,Portland Trail Blazers,por,21,0,0
Hornets,East,-11.92814735,-9.262754472,19.4318,0,—,—,0,Charlotte Hornets,cha,19,0,0
