Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.677302295,6.962704513,61.2698,>99.9,61.98,42.64,31.28
76ers,East,7.446974186,5.1340091,57.4042,>99.9,49.1,24.64,15.54
Nuggets,West,4.952240272,5.28040521,53.0232,99.36,54.56,39.02,19.68
T-Wolves,West,4.047631993,1.376116168,54.4946,99.62,26.06,11.3,3.16
Bucks,East,3.35686548,2.26523322,51.0476,99.14,20.3,7.32,3.64
Lakers,West,3.317306925,1.944497974,48.1778,89,22.56,10.92,3.52
Warriors,West,3.143073207,1.649616637,45.6294,72.46,16.8,7.44,2.04
Thunder,West,2.962138677,0.657913163,50.658,95.68,19.62,7.94,2.3
Cavaliers,East,2.936004514,3.462590663,47.041,92.28,22,9.88,5.22
Heat,East,2.565463496,2.174044617,47.259,92.04,14.34,4.96,2.16
Knicks,East,2.466480466,2.865269902,46.0902,87.14,16.14,6.46,3.48
Suns,West,2.389263033,1.504901592,46.034,74.26,15.76,6.7,2.22
Clippers,West,1.902506767,-0.032853403,44.8726,61.86,8.9,2.66,0.66
Pelicans,West,1.846465271,0.867810361,46.0128,74.08,14.34,5.98,1.44
Kings,West,1.158200048,0.794996395,44.9076,63.76,11.3,4.66,1.18
Nets,East,0.988535639,1.19376409,44.3416,74.84,8.82,2.44,1.02
Hawks,East,0.425885573,0.32425835,39.6558,28.7,2.16,0.4,0.16
Mavericks,West,0.226055123,0.207176473,45.049,64.66,9.98,3.3,0.86
Bulls,East,-0.18527375,0.06263199,37.5368,14.94,0.9,0.42,0.14
Raptors,East,-0.33555292,-0.494342096,38.5448,18.62,0.94,0.22,0.1
Magic,East,-0.430926103,-1.732000737,44.4164,70.4,2.9,0.56,0.18
Pacers,East,-1.97411403,-3.520750947,39.0836,21.88,0.42,0.06,<0.1
Grizzlies,West,-1.987040865,-0.002911955,32.0522,0.46,0.06,<0.1,<0.1
Rockets,West,-3.408441298,-6.884492327,37.5808,4.8,0.06,<0.1,<0.1
Hornets,East,-6.311633631,-6.156587125,26.511,<0.1,<0.1,<0.1,<0.1
Jazz,West,-6.582723567,-3.540357747,26.7332,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.083607834,-3.85665369,21.7458,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.862295602,-8.874167947,16.4152,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.32769455,-5.843532662,20.3596,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.32173225,-10.50032672,16.0524,<0.1,<0.1,<0.1,<0.1
