Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.827030607,7.358186019,62.8846,>99.9,63.78,46.54,33.66
Thunder,West,8.195784769,3.262196674,58.1576,>99.9,34.36,17.52,6.2
Clippers,West,6.666244596,2.590949312,55.9642,>99.9,29.1,12.36,4.5
T-Wolves,West,6.595932116,2.90676057,56.9718,>99.9,33,15.2,5.4
Knicks,East,4.71208695,3.762057825,51.759,99.88,29.86,12,6.06
Cavaliers,East,4.431035545,4.3822734,52.8514,>99.9,37.46,16.64,9.46
Pelicans,West,4.334543141,1.586727009,48.5166,97.3,15.18,6.4,1.9
76ers,East,4.301865202,4.503713263,50.8118,99.84,31.66,14.62,8.12
Nuggets,West,3.698405654,5.642095154,54.1302,>99.9,52.5,36.18,17.68
Bucks,East,3.071234387,2.332389402,50.7032,99.82,19.04,6.34,2.58
Suns,West,1.871713408,1.60149186,45.0192,80.96,13,4.54,1.3
Magic,East,1.719788656,-0.316433372,46.115,92.6,6.82,1.24,0.4
Rockets,West,1.049997479,-5.24396626,40.4478,23.6,0.3,<0.1,<0.1
Pacers,East,0.64464777,-2.511865569,44.0414,79.94,2.54,0.3,<0.1
Warriors,West,0.294533118,1.0798575,39.6832,21.54,2.56,0.84,0.3
Kings,West,0.164194196,0.669370909,45.5172,84.4,9.86,3.12,0.76
Lakers,West,0.012116555,1.467216852,41.6872,46.74,7.36,2.84,0.66
Mavericks,West,-0.89368598,-1.041907706,41.511,38.44,2.68,0.96,0.14
Heat,East,-1.090981783,0.616362791,41.2962,71.28,5.96,1.54,0.52
Nets,East,-1.243053122,-0.858492363,36.1236,16.92,0.68,0.14,0.08
Bulls,East,-1.55272718,0.64362210500000006,37.0784,24.86,1.58,0.42,0.16
Raptors,East,-2.028205164,-0.679511509,32.4514,2.68,<0.1,<0.1,<0.1
Jazz,West,-2.161777042,-2.835955983,38.235,7.02,0.1,<0.1,<0.1
Hawks,East,-2.861205451,-0.838804844,35.825,12.2,0.58,0.2,0.06
Grizzlies,West,-5.767193585,-1.737703577,29.9352,<0.1,<0.1,<0.1,<0.1
Spurs,West,-7.873421077,-9.843983363,18.5686,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.00312158,-7.052899645,24.0466,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.490158446,-5.361148517,17.6898,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.236188323,-9.083479517,14.4358,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.84003383,-8.5443973540000009,17.542,<0.1,<0.1,<0.1,<0.1
