Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.735277402,7.38585629,63.3646,>99.9,65.54,46.5,33.12
76ers,East,7.225665185,5.559653937,57.3916,>99.9,52.24,25.18,15.8
Nuggets,West,5.9604844870000004,5.669786266,55.4308,>99.9,60.06,42.9,22.16
T-Wolves,West,5.754767472,2.158629545,58.4308,>99.9,34.02,15.52,5.12
Bucks,East,3.47454772,2.13810665,52.5998,99.9,19.74,6.68,2.98
Warriors,West,3.428499989,1.345515413,47.1312,84.52,18.02,7.18,1.92
Pelicans,West,3.314572218,1.086335993,47.7754,87.88,17.34,7.32,1.94
Thunder,West,3.237127099,1.380445696,51.1812,97.26,22.04,8.7,2.26
Lakers,West,2.722476378,1.723970307,45.514,74.52,16.34,7,2.08
Clippers,West,2.400284675,0.001067281,46.664,80.08,11.44,3.74,0.84
Knicks,East,2.273500576,2.897812642,46.4666,92.42,17.72,6.64,3.04
Cavaliers,East,2.069825847,3.047588182,46.5474,93.48,17.18,7.04,3.52
Heat,East,1.868341993,2.336393634,46.3434,92.54,14.06,4.9,1.92
Suns,West,1.217133786,0.791358781,42.4312,41.92,6.54,2.68,0.8
Kings,West,0.675042957,0.844525428,45.0414,68.52,10.44,3.8,1.34
Bulls,East,0.475298671,0.652291182,39.94,38.8,2.4,0.46,0.18
Hawks,East,0.126447159,0.410961384,39.158,31.34,2.34,0.58,0.14
Nets,East,0.071007455,0.779159159,40.9294,50.72,4.3,1.28,0.52
Magic,East,-0.06846692,-1.381856772,44.4798,77.26,4.02,0.7,0.14
Rockets,West,-0.567286153,-6.034808097,42.6846,35.38,0.44,0.06,<0.1
Raptors,East,-0.815469329,-0.855300089,36.3202,10.4,0.24,<0.1,<0.1
Mavericks,West,-1.286151725,-0.575311449,41.4832,29.74,3.3,1.1,0.18
Pacers,East,-2.069089838,-3.588940202,37.1196,13.14,0.22,<0.1,<0.1
Grizzlies,West,-2.551359296,-0.291499751,31.8868,0.2,<0.1,<0.1,<0.1
Jazz,West,-6.499737372,-3.439480923,28.4416,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.261345301,-3.716407784,21.9392,<0.1,<0.1,<0.1,<0.1
Hornets,East,-8.088921658,-7.345908736,22.7306,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.26408523,-5.440596969,19.3298,<0.1,<0.1,<0.1,<0.1
Spurs,West,-10.62475228,-11.12048277,16.9616,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.82695335,-9.218148866,14.2822,<0.1,<0.1,<0.1,<0.1
