Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.940811521,7.891138068,63.8626,>99.9,70.08,52.86,37.76,Boston Celtics,bos,64,0.9990000000000001,0.3776
Thunder,West,8.509351112,4.116818201,57.6106,>99.9,38.14,20.46,9.08,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0908
Pelicans,West,7.635763759,2.799210003,50.8214,99.38,21.02,8.64,2.8,New Orleans Pelicans,no,51,0.9937999999999999,0.027999999999999997
T-Wolves,West,6.787975255,3.698109043,56.934,>99.9,34.98,18.4,8,Minnesota Timberwolves,min,57,0.9990000000000001,0.08
Clippers,West,5.768962015,2.174074508,53.9236,>99.9,21.82,8.2,2.6,LA Clippers,lac,54,0.9990000000000001,0.026000000000000002
Cavaliers,East,5.44906485,4.433193984,52.7616,>99.9,39.7,15.7,7.56,Cleveland Cavaliers,cle,53,0.9990000000000001,0.0756
Bucks,East,4.733094109,3.024329,52.0828,>99.9,27.36,9.42,3.98,Milwaukee Bucks,mil,52,0.9990000000000001,0.0398
Nuggets,West,2.894041896,5.768246982,54.483,>99.9,46.96,31.18,15.98,Denver Nuggets,den,54,0.9990000000000001,0.1598
Suns,West,2.845801274,2.114655871,45.9762,78.14,12.9,4.92,1.56,Phoenix Suns,phx,46,0.7814,0.015600000000000001
Magic,East,1.908664133,-0.127952538,48.0368,97.7,7,1.9,0.48,Orlando Magic,orl,48,0.977,0.0048
Knicks,East,1.573150538,2.729212816,46.8476,95.92,18.6,7.56,2.9,New York Knicks,ny,47,0.9592,0.028999999999999998
Pacers,East,1.57088904,-2.252905967,44.359,75.02,2.5,0.38,<0.1,Indiana Pacers,ind,44,0.7502,0.001
Warriors,West,1.080149606,1.906850908,44.2108,51.66,7.96,3.16,1,Golden State Warriors,gs,44,0.5166,0.01
76ers,East,1.000103054,3.190367235,45.1124,88.96,17.42,6.08,2.6,Philadelphia 76ers,phi,45,0.8896,0.026000000000000002
Heat,East,0.632656247,2.11944017,45.8818,91.5,14.12,5.02,1.82,Miami Heat,mia,46,0.915,0.0182
Bulls,East,0.013392718,0.563160579,40.8652,33.5,2.72,0.86,0.3,Chicago Bulls,chi,41,0.335,0.003
Mavericks,West,0.00739078,-0.725544702,44.8546,57.94,3.66,0.96,0.2,Dallas Mavericks,dal,45,0.5794,0.002
Lakers,West,-0.329006373,1.713507116,42.5536,36.02,5.24,1.86,0.68,Los Angeles Lakers,lal,43,0.3602,0.0068000000000000005
Kings,West,-0.577513124,0.586720517,45.689,76.18,7.3,2.2,0.62,Sacramento Kings,sac,46,0.7618,0.0062
Rockets,West,-0.832647994,-4.786229492,37.2482,0.62,<0.1,<0.1,<0.1,Houston Rockets,hou,37,0.0062,0.001
Jazz,West,-2.719048647,-3.557500138,34.8928,0.06,<0.1,<0.1,<0.1,Utah Jazz,uta,35,6e-4,0.001
Nets,East,-3.002087142,-2.612095673,33.0094,2.26,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,33,0.0226,0.001
Hawks,East,-3.132669936,-0.526454528,36.2428,14.86,0.46,0.22,0.06,Atlanta Hawks,atl,36,0.14859999999999998,6e-4
Raptors,East,-3.781294837,-1.730681472,30.7154,0.32,<0.1,<0.1,<0.1,Toronto Raptors,tor,31,0.0032,0.001
Spurs,West,-6.246210998,-9.653733801,19.4492,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,19,0.001,0.001
Grizzlies,West,-6.50594963,-3.086991942,28.6526,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Pistons,East,-7.900939941,-8.748441562,16.1004,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Blazers,West,-8.317000528,-8.4456093,22.4492,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,22,0.001,0.001
Wizards,East,-8.978227898,-6.418025302,14.9076,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,15,0.001,0.001
Hornets,East,-10.19712296,-8.560036476,19.4658,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
