Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.768971419,6.954218855,61.021,>99.9,62.48,42.96,31.28
76ers,East,6.937396865,5.14091079,56.5238,>99.9,47.82,24.04,15.3
Nuggets,West,4.862105892,5.055861558,52.4984,98.86,53.1,37.76,18.1
T-Wolves,West,4.053451197,1.334710152,54.2778,99.4,26.02,11.44,3.52
Lakers,West,3.592282698,2.082385022,49.0398,92.04,24.2,11.8,4.2
Bucks,East,3.467760908,2.510977847,50.8716,98.72,20.98,7.84,4.06
Cavaliers,East,3.411794244,3.556924513,48.0448,95.38,22.42,9.84,5.2
Warriors,West,3.117636462,1.679072743,45.8942,75.12,17.72,7.62,2.36
Thunder,West,2.794400576,0.576021571,50.286,94.46,17.48,6.8,1.76
Knicks,East,2.632431278,2.825374982,47.0016,91.72,17.98,6.92,3.78
Suns,West,2.54782194,1.011065327,46.4938,76.38,14.76,6.34,1.8
Heat,East,2.242148379,2.090822875,46.5658,88.74,13.94,4.8,2.08
Pelicans,West,1.766503526,1.058153525,45.5382,70.18,13.84,5.82,1.56
Clippers,West,1.732254978,-0.372674147,44.0856,55.34,7.1,2.16,0.68
Kings,West,1.525450006,0.85627709,46.0064,72.8,13.88,5.66,1.34
Bulls,East,0.566566644,-0.08926334,39.08,25.9,1.46,0.42,0.18
Mavericks,West,0.29844609,0.473961898,44.771,62.4,11.78,4.54,1.44
Hawks,East,0.221003009,0.37563365,39.7,29.92,2.4,0.64,0.3
Nets,East,0.14100051,1.126711668,42.3624,58.26,6.48,1.92,0.84
Magic,East,-0.221209625,-1.73377213,44.7506,74.5,2.88,0.46,0.1
Raptors,East,-0.437373076,-0.601468946,37.967,15.94,0.72,0.16,0.08
Grizzlies,West,-1.618876021,0.120242588,33.093,0.88,0.1,0.06,<0.1
Pacers,East,-2.207396189,-3.437626,38.9762,20.94,0.44,<0.1,<0.1
Rockets,West,-4.074651201,-6.92618725,36.041,2.14,<0.1,<0.1,<0.1
Hornets,East,-6.255601246,-6.058534969,26.8224,<0.1,<0.1,<0.1,<0.1
Wizards,East,-6.615740472,-3.600203438,22.9032,<0.1,<0.1,<0.1,<0.1
Jazz,West,-6.877128239,-3.571018086,25.7618,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.612208596,-8.586643049,16.966,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.23217729,-5.94417995,20.65,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.51829159,-10.53632933,16.0066,<0.1,<0.1,<0.1,<0.1
