Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.940811521,7.891138068,63.8626,>99.9,70.08,52.86,37.76
Thunder,West,8.509351112,4.116818201,57.6106,>99.9,38.14,20.46,9.08
Pelicans,West,7.635763759,2.799210003,50.8214,99.38,21.02,8.64,2.8
T-Wolves,West,6.787975255,3.698109043,56.934,>99.9,34.98,18.4,8
Clippers,West,5.768962015,2.174074508,53.9236,>99.9,21.82,8.2,2.6
Cavaliers,East,5.44906485,4.433193984,52.7616,>99.9,39.7,15.7,7.56
Bucks,East,4.733094109,3.024329,52.0828,>99.9,27.36,9.42,3.98
Nuggets,West,2.894041896,5.768246982,54.483,>99.9,46.96,31.18,15.98
Suns,West,2.845801274,2.114655871,45.9762,78.14,12.9,4.92,1.56
Magic,East,1.908664133,-0.127952538,48.0368,97.7,7,1.9,0.48
Knicks,East,1.573150538,2.729212816,46.8476,95.92,18.6,7.56,2.9
Pacers,East,1.57088904,-2.252905967,44.359,75.02,2.5,0.38,<0.1
Warriors,West,1.080149606,1.906850908,44.2108,51.66,7.96,3.16,1
76ers,East,1.000103054,3.190367235,45.1124,88.96,17.42,6.08,2.6
Heat,East,0.632656247,2.11944017,45.8818,91.5,14.12,5.02,1.82
Bulls,East,0.013392718,0.563160579,40.8652,33.5,2.72,0.86,0.3
Mavericks,West,0.00739078,-0.725544702,44.8546,57.94,3.66,0.96,0.2
Lakers,West,-0.329006373,1.713507116,42.5536,36.02,5.24,1.86,0.68
Kings,West,-0.577513124,0.586720517,45.689,76.18,7.3,2.2,0.62
Rockets,West,-0.832647994,-4.786229492,37.2482,0.62,<0.1,<0.1,<0.1
Jazz,West,-2.719048647,-3.557500138,34.8928,0.06,<0.1,<0.1,<0.1
Nets,East,-3.002087142,-2.612095673,33.0094,2.26,<0.1,<0.1,<0.1
Hawks,East,-3.132669936,-0.526454528,36.2428,14.86,0.46,0.22,0.06
Raptors,East,-3.781294837,-1.730681472,30.7154,0.32,<0.1,<0.1,<0.1
Spurs,West,-6.246210998,-9.653733801,19.4492,<0.1,<0.1,<0.1,<0.1
Grizzlies,West,-6.50594963,-3.086991942,28.6526,<0.1,<0.1,<0.1,<0.1
Pistons,East,-7.900939941,-8.748441562,16.1004,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.317000528,-8.4456093,22.4492,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.978227898,-6.418025302,14.9076,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.19712296,-8.560036476,19.4658,<0.1,<0.1,<0.1,<0.1
