Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,10.98939567,8.006524635,64.597,>99.9,70.8,53.38,38.62
Thunder,West,8.219714683,4.077820302,57.623,>99.9,37.34,20.08,8.24
Pelicans,West,8.027903662,3.005015056,51.442,99.62,21.76,9.04,3.04
Clippers,West,6.01558595,2.219520541,54.453,>99.9,22.64,8.42,2.52
T-Wolves,West,5.58535219,3.654537587,55.9552,>99.9,33.84,16.88,6.32
Cavaliers,East,5.483185923,4.567997217,53.3448,>99.9,42.62,16.82,8.36
Bucks,East,4.61624994,2.889784852,51.4642,>99.9,25.74,8.22,3.76
Nuggets,West,3.402454282,5.882100707,55.0746,>99.9,50.96,34.1,17.18
Suns,West,2.190927333,2.075176293,45.2906,71.94,11.36,4.38,1.5
Knicks,East,2.019083508,3.016307823,47.457,98.06,19.16,8.16,3.58
Magic,East,1.204671942,-0.33893891,47.3146,96.8,5.76,1.32,0.34
Heat,East,0.873475206,2.249041371,45.8498,93.3,14.4,4.74,1.84
Warriors,West,0.815895087,1.744965318,43.1996,37.38,5.38,2.04,0.6
Mavericks,West,0.78540809,-0.742357342,45.5224,66.34,3.58,0.76,0.06
Pacers,East,0.762372003,-2.088967614,44.0158,74.5,2.38,0.2,0.06
76ers,East,0.513679465,3.154065922,44.3094,87.06,16.96,6.6,2.78
Lakers,West,-0.114655032,1.716642467,43.388,45.2,5.86,1.98,0.56
Bulls,East,-0.18750804,0.506149974,40.4914,33.22,1.82,0.42,0.12
Kings,West,-0.291435661,0.564501846,45.822,78.44,7.28,2.32,0.48
Rockets,West,-0.375275132,-4.577313363,37.7836,1.1,<0.1,<0.1,<0.1
Jazz,West,-3.009490899,-3.725488974,34.3406,<0.1,<0.1,<0.1,<0.1
Nets,East,-3.315237601,-2.762154422,32.2816,1.2,<0.1,<0.1,<0.1
Hawks,East,-3.381426893,-0.560739938,36.4568,15.72,0.36,0.14,<0.1
Raptors,East,-4.189572983,-1.858309823,30.0002,0.16,<0.1,<0.1,<0.1
Spurs,West,-5.433283995,-9.443385896,20.5494,—,<0.1,<0.1,<0.1
Grizzlies,West,-5.999323379,-3.319371446,28.4996,<0.1,<0.1,<0.1,<0.1
Blazers,West,-7.603755919,-8.524216632,22.9212,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.512491,-8.815337122,15.4622,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.7015925,-6.447335181,15.478,—,<0.1,<0.1,<0.1
Hornets,East,-10.50685309,-8.595156545,19.6124,<0.1,<0.1,<0.1,<0.1
