Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.591383423,7.200016523,63.339,>99.9,64.16,45.64,32.46
T-Wolves,West,6.391729302,2.484079863,57.9694,>99.9,33.96,15.92,5.88
Pelicans,West,6.173485656,1.920522002,52.3278,99.78,25.7,10.72,3.18
76ers,East,5.983513024,5.051195052,53.611,99.92,46.54,21.62,12.6
Nuggets,West,5.782263338,5.753862584,54.3908,>99.9,57.12,40.84,21.34
Thunder,West,5.418621827,2.365422745,55.6084,>99.9,28.9,13.36,4.52
Clippers,West,3.773023052,1.08167429,50.7468,99.08,18.38,6.82,1.84
Knicks,East,3.196118382,3.449664645,48.7128,97.5,24.4,10.42,4.98
Bucks,East,2.562085224,2.192575143,49.6418,98.52,18.86,6.3,2.68
Cavaliers,East,2.399145161,3.278430911,47.1506,93.22,20.62,8.56,4.32
Heat,East,2.071937941,2.40835455,46.6568,92,15.82,5.54,2.72
Lakers,West,1.264602264,1.426340705,42.3444,57,9.68,3.92,1.02
Warriors,West,0.919540829,0.710928511,41.2142,40.86,5.54,2.02,0.46
Magic,East,0.701314577,-1.440620507,45.4834,82.72,3.5,0.7,0.24
Suns,West,0.190834065,0.679193113,40.4472,31.02,4.4,1.46,0.28
Mavericks,West,0.061113936,-0.300326343,43.432,62.68,6.12,1.62,0.3
Rockets,West,-0.130971359,-5.686609892,41.433,34.42,0.42,<0.1,<0.1
Kings,West,-0.15768126,0.462639631,44.3644,72.88,9.7,3.28,0.9
Bulls,East,-0.166972786,0.424126969,39.8826,32.1,2.52,0.62,0.18
Raptors,East,-0.189553378,-0.713325968,37.0236,11.24,0.44,0.06,<0.1
Pacers,East,-0.215473223,-2.494901254,43.8666,68.22,1.92,0.28,<0.1
Hawks,East,-0.600633216,-0.393901227,37.9644,15.56,0.8,0.26,0.06
Nets,East,-1.929156711,-0.596500102,36.0912,9,0.42,<0.1,<0.1
Grizzlies,West,-3.893997596,-0.269510112,32.0194,0.28,<0.1,<0.1,<0.1
Jazz,West,-4.147068669,-3.145877623,35.1146,2.04,0.06,<0.1,<0.1
Wizards,East,-9.00240676,-4.478464869,18.3186,<0.1,<0.1,<0.1,<0.1
Hornets,East,-9.15243479,-7.636172812,20.6838,<0.1,<0.1,<0.1,<0.1
Spurs,West,-9.837523056,-10.75253307,17.3398,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.42278487,-6.500301478,19.6324,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.77062071,-9.10217978,13.1892,<0.1,<0.1,<0.1,<0.1
