Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,10.23640707,7.952813016,64.344,>99.9,70.02,53.6,38.14
Thunder,West,8.038829841,4.372387021,57.695,>99.9,38,20.64,8.84
Pelicans,West,7.773616355,3.181431912,51.5784,99.88,24.64,10.7,4.06
T-Wolves,West,6.418249427,3.557026172,55.671,>99.9,30.56,14.16,5.26
Clippers,West,5.123533331,2.277236621,53.3292,>99.9,22.34,8.58,2.48
Cavaliers,East,5.098510672,4.287365921,52.3718,>99.9,41.14,16.02,8.24
Bucks,East,4.857948672,2.969520605,52.2192,>99.9,27.48,8.22,3.52
Nuggets,West,3.767451804,5.847492154,55.1974,>99.9,49.38,33.08,17.36
Suns,West,2.364437238,2.387585828,45.3926,73.9,12.74,5.38,1.7
Knicks,East,1.887015425,2.854206878,46.7764,96.04,18.78,7.54,3.02
Pacers,East,1.776645568,-1.947867636,45.0958,84.94,3.24,0.56,0.08
76ers,East,1.107465157,3.268627809,45.37,90.9,19.18,7.68,3.16
Warriors,West,0.915504619,1.766053801,43.3612,40.64,5.32,1.86,0.44
Magic,East,0.825496389,-0.459146842,46.5812,94.52,5.7,1.5,0.34
Heat,East,0.620697235,2.018119011,44.8566,86.42,12.32,4.24,1.56
Mavericks,West,0.297232808,-0.733850318,45.2978,64.62,3.74,0.88,0.12
Bulls,East,8.67351e-4,0.509563822,40.5356,30.98,1.76,0.48,0.12
Lakers,West,-0.538693827,1.796970582,43.718,49.36,6.76,2.76,0.9
Kings,West,-0.559570728,0.450611136,45.1446,70.66,6.52,1.96,0.62
Rockets,West,-0.822322375,-4.348031166,38.1446,0.94,<0.1,<0.1,<0.1
Jazz,West,-2.943142797,-3.706614474,34.4758,<0.1,<0.1,<0.1,<0.1
Nets,East,-2.946981841,-2.526884019,33.0764,2.26,<0.1,<0.1,<0.1
Hawks,East,-3.3278881830000002,-0.781877439,36.3044,13.68,0.38,0.16,<0.1
Raptors,East,-3.782780815,-1.767726405,30.1626,0.26,<0.1,<0.1,<0.1
Spurs,West,-5.406662996,-9.3990321,20.5614,—,<0.1,<0.1,<0.1
Grizzlies,West,-6.77313945,-3.589187502,28.0006,<0.1,<0.1,<0.1,<0.1
Blazers,West,-7.348715124,-8.513262887,23.0842,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.058432702,-8.810829659,15.6442,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.502185888,-6.606684776,16.3104,—,<0.1,<0.1,<0.1
Hornets,East,-10.30347083,-8.646115956,19.6996,<0.1,<0.1,<0.1,<0.1
