Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.79090441,8.085624187,65.3468,>99.9,70.58,54.48,39.32
Thunder,West,7.928447634,4.306800347,57.2848,>99.9,38.28,20.56,8.58
Pelicans,West,7.373087748,3.206423765,51.2364,99.84,24.52,10.46,3.66
T-Wolves,West,6.724867493,3.789427524,56.5068,>99.9,34,16.58,6.7
Cavaliers,East,6.051550855,4.328497301,52.1852,>99.9,40.12,16.64,8.42
Clippers,West,5.060818965,2.277210226,52.8918,>99.9,20.3,7.68,2.5
Bucks,East,4.333470498,3.046887246,51.7056,>99.9,28.84,9.42,4.1
Nuggets,West,4.225851764,5.868086819,56.3408,>99.9,50.44,32.96,16.42
Knicks,East,2.597212807,3.122049318,48.3194,99.24,20.12,7.82,3.24
Pacers,East,2.123007292,-1.673085224,45.6424,90.94,3.74,0.4,0.14
Suns,West,2.036114051,2.470015386,45.879,74.82,11.78,5.08,1.46
Mavericks,West,1.615132569,-0.222754491,46.5324,76.22,5.16,1.44,0.16
Warriors,West,1.307240607,1.73552769,43.8958,38.6,4.82,1.68,0.5
Magic,East,0.637723297,-0.16603232,47.2794,97.58,6.64,1.78,0.6
Bulls,East,0.20426526,0.016574499,40.4452,28.24,1.34,0.26,<0.1
Kings,West,0.05692597,0.711157055,46.0308,77.3,6.58,2.26,0.58
Heat,East,-0.112304831,2.362270193,44.3042,84.54,13.28,3.92,1.3
Rockets,West,-0.293311448,-3.942282863,39.6482,2.76,<0.1,<0.1,<0.1
Lakers,West,-0.335900354,1.750299652,42.9364,30.5,4.1,1.3,0.22
76ers,East,-0.478727452,2.945425911,44.1816,84.42,15.08,5.22,2.08
Jazz,West,-2.953373284,-3.98324741,34.2594,<0.1,<0.1,<0.1,<0.1
Nets,East,-3.421303347,-2.898806325,32.2656,1.94,<0.1,<0.1,<0.1
Hawks,East,-3.875990447,-0.984785165,35.0072,13,0.26,0.06,<0.1
Raptors,East,-4.549922103,-2.001023216,28.7034,0.1,<0.1,<0.1,<0.1
Spurs,West,-5.603209983,-9.401732954,19.3292,—,—,—,—
Grizzlies,West,-6.751457197,-3.894835844,27.5412,<0.1,<0.1,<0.1,<0.1
Pistons,East,-7.222203072,-8.602827308,16.6682,—,—,—,—
Blazers,West,-8.341679468,-8.749901248,22.8072,—,—,—,—
Wizards,East,-8.960446768,-7.153563683,15.3018,—,—,—,—
Hornets,East,-10.57719233,-8.693088875,19.5238,<0.1,<0.1,<0.1,<0.1
