Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.064436662,7.185853746,62.1462,>99.9,63.8,44.08,32.04,Boston Celtics,bos,62,0.9990000000000001,0.3204
76ers,East,7.4473867,5.539528575,57.4852,>99.9,53.78,27.12,17.56,Philadelphia 76ers,phi,57,0.9990000000000001,0.17559999999999998
Nuggets,West,6.061049321,5.611320029,55.4504,>99.9,56.9,40.98,20.88,Denver Nuggets,den,55,0.9990000000000001,0.20879999999999999
T-Wolves,West,5.133030701,1.947873921,57.1174,>99.9,32.58,13.84,4.12,Minnesota Timberwolves,min,57,0.9990000000000001,0.0412
Pelicans,West,3.510346324,1.337147295,48.8378,92.3,19.66,8.76,2.28,New Orleans Pelicans,no,49,0.9229999999999999,0.022799999999999997
Warriors,West,3.404473987,1.371080482,47.043,84.44,16.74,6.8,1.64,Golden State Warriors,gs,47,0.8443999999999999,0.016399999999999998
Thunder,West,3.393757978,1.497987073,52.1326,98.84,23.62,10.14,2.74,Oklahoma City Thunder,okc,52,0.9884000000000001,0.0274
Bucks,East,3.162562359,1.91973905,51.5888,99.44,17.66,5.88,2.68,Milwaukee Bucks,mil,52,0.9944,0.0268
Clippers,West,3.083934717,0.149265496,48.0836,88.62,13.18,4.46,1.06,LA Clippers,lac,48,0.8862000000000001,0.0106
Knicks,East,2.879092089,2.875953085,47.929,96.06,18.08,7.14,3.7,New York Knicks,ny,48,0.9606,0.037000000000000005
Lakers,West,2.392563676,1.656726946,44.4118,66.26,14.36,6.2,2.22,Los Angeles Lakers,lal,44,0.6626000000000001,0.0222
Cavaliers,East,2.226531786,2.945972523,46.1116,90.66,16.7,6.62,3.26,Cleveland Cavaliers,cle,46,0.9066,0.0326
Heat,East,2.098437936,2.27432628,46.6656,92.32,14.76,5.04,2.32,Miami Heat,mia,47,0.9231999999999999,0.0232
Suns,West,1.306716874,0.799324529,42.5918,44.22,6.7,2.62,0.58,Phoenix Suns,phx,43,0.4422,0.0058
Kings,West,0.865846208,0.955553557,45.6752,74.56,12.68,5.08,1.16,Sacramento Kings,sac,46,0.7456,0.0116
Bulls,East,0.682438215,0.832652545,40.6538,43.64,4,1.42,0.7,Chicago Bulls,chi,41,0.4364,0.006999999999999999
Nets,East,0.406098579,0.951982932,41.1888,51.2,5.06,1.3,0.48,Brooklyn Nets,bkn,41,0.512,0.0048
Hawks,East,0.125950567,0.516114907,39.774,33.08,2.46,0.78,0.24,Atlanta Hawks,atl,40,0.3308,0.0024
Magic,East,-0.386676386,-1.40323425,43.3508,65.66,2.86,0.52,0.12,Orlando Magic,orl,43,0.6566,0.0012
Raptors,East,-0.761159601,-0.798889398,37.0174,12.38,0.62,0.08,<0.1,Toronto Raptors,tor,37,0.12380000000000001,0.001
Mavericks,West,-1.329820278,-0.61249726,41.2952,30.44,3.36,1.12,0.18,Dallas Mavericks,dal,41,0.3044,0.0018
Rockets,West,-1.387004311,-6.104791806,40.6224,20.22,0.22,<0.1,<0.1,Houston Rockets,hou,41,0.2022,0.001
Pacers,East,-1.909822921,-3.621280415,37.8098,15.56,0.22,<0.1,<0.1,Indiana Pacers,ind,38,0.15560000000000002,0.001
Grizzlies,West,-2.762469842,-0.340865794,30.8806,0.14,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,31,0.0014000000000000002,0.001
Jazz,West,-6.658099326,-3.287866077,27.5844,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,28,0.001,0.001
Wizards,East,-7.289845148,-3.670458204,22.0114,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,22,0.001,0.001
Hornets,East,-7.964104196,-7.271628138,23.1478,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,23,0.001,0.001
Blazers,West,-10.03852849,-5.468505953,19.9252,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
Pistons,East,-10.79070113,-9.176048464,14.5364,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Spurs,West,-10.84633475,-11.04692125,16.932,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
