Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.11488818,8.12785536,65.8172,>99.9,70.5,54.1,38.86
Thunder,West,7.752162404,4.162937796,57.3868,>99.9,37.6,18.92,7.7
Pelicans,West,6.807531306,3.238500535,50.608,99.12,24.6,10.76,3.78
T-Wolves,West,6.518911983,3.889428134,56.04,>99.9,33.56,17.34,7.22
Cavaliers,East,5.924139362,4.219617535,51.8138,>99.9,36.64,14.68,7.54
Clippers,West,4.848951468,2.130263712,52.147,99.86,18.56,6.82,1.96
Nuggets,West,4.397994427,5.954948857,56.9214,>99.9,51.58,33.9,16.98
Bucks,East,4.383849109,3.140893669,52.0872,>99.9,28.42,9.52,4.08
Suns,West,2.839174034,2.706910761,46.5208,77.1,12.9,5.58,1.72
Knicks,East,2.313036419,3.107110519,48.3584,99.2,19.92,8.76,3.74
Pacers,East,2.285876234,-1.439360049,45.6092,88.9,4.88,0.58,0.1
Mavericks,West,1.870083551,-0.087285934,47.7432,86,5.84,1.54,0.34
Magic,East,1.722715822,0.19182464,48.7616,99.32,7.62,1.92,0.46
Warriors,West,1.492431009,2.032066897,43.6296,28.54,4.36,1.7,0.48
Kings,West,1.070845952,0.701487675,46.3032,75.02,6.74,1.9,0.7
Bulls,East,0.280305243,-0.165601494,40.2386,25.24,0.68,0.2,<0.1
Lakers,West,0.12288386,1.861256926,43.6092,31.32,4.18,1.54,0.44
Rockets,West,0.107685122,-3.405720664,40.4554,3.04,0.08,<0.1,<0.1
Heat,East,0.09293345,2.527480421,45.1058,88.14,14.62,4.8,1.72
76ers,East,-0.240429152,2.972893859,44.333,85.22,16.42,5.4,2.12
Jazz,West,-2.86990384,-4.248837919,33.451,<0.1,<0.1,<0.1,<0.1
Hawks,East,-3.63105435,-1.287193634,35.2282,13.5,0.3,<0.1,<0.1
Nets,East,-4.627072766,-3.291666639,30.899,0.46,<0.1,<0.1,<0.1
Raptors,East,-5.418351205,-2.544360195,27.7564,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.480103613,-9.314856408,19.5496,—,—,—,—
Pistons,East,-7.369606503,-8.764238199,16.015,—,—,—,—
Grizzlies,West,-7.734972537,-3.990599748,26.6082,—,—,—,—
Blazers,West,-8.827692149,-8.89757275,22.205,—,—,—,—
Wizards,East,-9.544705339,-7.308205509,15.528,—,—,—,—
Hornets,East,-10.79735316,-8.856142038,19.2702,<0.1,<0.1,<0.1,<0.1
