Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.064436662,7.185853746,62.1462,>99.9,63.8,44.08,32.04
76ers,East,7.4473867,5.539528575,57.4852,>99.9,53.78,27.12,17.56
Nuggets,West,6.061049321,5.611320029,55.4504,>99.9,56.9,40.98,20.88
T-Wolves,West,5.133030701,1.947873921,57.1174,>99.9,32.58,13.84,4.12
Pelicans,West,3.510346324,1.337147295,48.8378,92.3,19.66,8.76,2.28
Warriors,West,3.404473987,1.371080482,47.043,84.44,16.74,6.8,1.64
Thunder,West,3.393757978,1.497987073,52.1326,98.84,23.62,10.14,2.74
Bucks,East,3.162562359,1.91973905,51.5888,99.44,17.66,5.88,2.68
Clippers,West,3.083934717,0.149265496,48.0836,88.62,13.18,4.46,1.06
Knicks,East,2.879092089,2.875953085,47.929,96.06,18.08,7.14,3.7
Lakers,West,2.392563676,1.656726946,44.4118,66.26,14.36,6.2,2.22
Cavaliers,East,2.226531786,2.945972523,46.1116,90.66,16.7,6.62,3.26
Heat,East,2.098437936,2.27432628,46.6656,92.32,14.76,5.04,2.32
Suns,West,1.306716874,0.799324529,42.5918,44.22,6.7,2.62,0.58
Kings,West,0.865846208,0.955553557,45.6752,74.56,12.68,5.08,1.16
Bulls,East,0.682438215,0.832652545,40.6538,43.64,4,1.42,0.7
Nets,East,0.406098579,0.951982932,41.1888,51.2,5.06,1.3,0.48
Hawks,East,0.125950567,0.516114907,39.774,33.08,2.46,0.78,0.24
Magic,East,-0.386676386,-1.40323425,43.3508,65.66,2.86,0.52,0.12
Raptors,East,-0.761159601,-0.798889398,37.0174,12.38,0.62,0.08,<0.1
Mavericks,West,-1.329820278,-0.61249726,41.2952,30.44,3.36,1.12,0.18
Rockets,West,-1.387004311,-6.104791806,40.6224,20.22,0.22,<0.1,<0.1
Pacers,East,-1.909822921,-3.621280415,37.8098,15.56,0.22,<0.1,<0.1
Grizzlies,West,-2.762469842,-0.340865794,30.8806,0.14,<0.1,<0.1,<0.1
Jazz,West,-6.658099326,-3.287866077,27.5844,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.289845148,-3.670458204,22.0114,<0.1,<0.1,<0.1,<0.1
Hornets,East,-7.964104196,-7.271628138,23.1478,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.03852849,-5.468505953,19.9252,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.79070113,-9.176048464,14.5364,<0.1,<0.1,<0.1,<0.1
Spurs,West,-10.84633475,-11.04692125,16.932,<0.1,<0.1,<0.1,<0.1
