Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.032294225,7.08734863,62.7844,>99.9,63.34,43.62,30.26
Thunder,West,7.317998443,2.967053096,57.8522,>99.9,34.3,17.18,6.34
76ers,East,6.387529567,5.351111963,55.5856,>99.9,51.2,24.6,14.4
Nuggets,West,6.240502932,6.086602069,56.2614,>99.9,58.52,41.28,21.38
T-Wolves,West,5.915220493,2.53346208,56.6484,>99.9,29.46,13.1,5.08
Clippers,West,5.049079719,1.608605119,53.1984,>99.9,22.18,8.54,2.44
Pelicans,West,4.730878492,2.085910094,49.7786,99.08,21.7,8.56,3.02
Cavaliers,East,3.893790416,3.929960339,50.3842,99.7,26.04,12.46,5.94
Bucks,East,3.159548173,2.327337421,52.0874,99.82,20.12,6.72,2.92
Knicks,East,2.938401279,3.490308638,49.0738,98.62,20.08,7.88,3.86
Heat,East,2.165776767,1.20726021,45.294,90.04,9.46,2.58,0.76
Suns,West,1.700210025,1.33283456,45.3392,86.18,12.72,4.48,1.22
Warriors,West,0.419483792,0.773501326,40.6188,39.98,5.16,1.66,0.36
Pacers,East,0.150625882,-2.762743621,43.1608,71.64,1.66,0.26,0.08
Magic,East,-0.056177691,-1.192033921,43.7212,76.84,3.64,0.62,0.16
Lakers,West,-0.188194823,1.569677596,39.943600000000004,35.94,5.32,2.08,0.62
Rockets,West,-0.205237069,-5.771590412,39.6424,22.7,0.2,<0.1,<0.1
Bulls,East,-0.433038587,0.607044198,39.5944,39.76,3.44,1.02,0.28
Kings,West,-0.752423051,0.316315602,42.2434,56.76,6.38,1.98,0.56
Mavericks,West,-0.80491523,-0.803033378,41.8972,51.66,3.68,1.06,0.18
Raptors,East,-1.13016419,-0.640886945,34.1956,7.94,0.4,0.08,<0.1
Nets,East,-2.012795184,-0.666691762,34.6162,9.98,0.46,0.14,0.08
Jazz,West,-2.826537192,-2.912552888,37.3286,7.62,0.38,0.08,<0.1
Hawks,East,-3.365349819,-1.230004167,33.898,5.66,0.16,<0.1,<0.1
Grizzlies,West,-5.092349346,-0.424639754,31.562,0.1,<0.1,<0.1,<0.1
Wizards,East,-7.91056024,-4.872637447,18.2238,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.1624812940000009,-10.2088087,18.543,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.563579001,-7.306658994,22.0346,<0.1,<0.1,<0.1,<0.1
Hornets,East,-9.64847082,-7.686900929,20.2198,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.778175236,-8.840159167,14.269,<0.1,<0.1,<0.1,<0.1
