Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.652117928,7.22406358,63.0418,>99.9,64.38,45.52,31.4
Thunder,West,8.068363058,3.363367673,57.1482,>99.9,34.1,16.54,6.68
T-Wolves,West,7.974246637,3.587878065,58.6376,>99.9,35.18,19.08,8.96
Cavaliers,East,6.443470723,4.819252027,55.2596,>99.9,49.2,22.48,12.9
Clippers,West,5.671591748,2.497437334,54.5984,99.94,26.92,12.06,4.3
Pelicans,West,5.329916072,2.117024036,50.266,98.16,17.64,7.42,2.34
Bucks,East,3.933768619,2.380421539,49.9086,99.64,20.62,6.46,2.88
Knicks,East,3.416039668,3.036709639,48.7584,98.92,22.16,9.1,3.66
76ers,East,2.98328808,3.877528585,47.6968,97.66,23.04,10.7,5.24
Suns,West,2.927459505,2.07529428,46.6342,82.5,14.92,5.34,1.58
Nuggets,West,1.962011664,5.534443601,51.533,99.56,44.68,29.64,15.36
Rockets,West,1.389462254,-5.110378023,38.906,4.14,<0.1,<0.1,<0.1
Pacers,East,1.136507039,-2.212327248,44.5712,80.8,2.42,0.36,<0.1
Mavericks,West,0.989204032,-0.146233909,45.9296,70.4,6.6,2,0.5
Heat,East,0.813034798,1.105044136,44.6484,86.38,9.36,2.9,0.78
Warriors,West,0.691519611,1.714913225,42.7718,36.54,5.72,2.2,0.68
Lakers,West,0.395069828,1.843544548,42.97,43.74,6.76,2.92,1.1
Magic,East,0.307878326,-0.421207122,45.2824,86.42,5.62,1.4,0.4
Bulls,East,0.043456796,0.902945165,39.3004,32.74,2.8,0.96,0.3
Kings,West,0.020686917,0.582668885,44.864,64.28,7.46,2.78,0.86
Jazz,West,-2.478115417,-3.25300029,36.8152,0.74,<0.1,<0.1,<0.1
Nets,East,-3.035045503,-1.713801692,33.1984,5.8,0.1,<0.1,<0.1
Raptors,East,-3.607376501,-1.468256103,30.295,0.98,<0.1,<0.1,<0.1
Hawks,East,-3.626639066,-0.980204023,35.0122,10.66,0.3,0.08,<0.1
Grizzlies,West,-5.635509271,-2.01375626,30.1692,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.879021112,-5.535051256,17.1772,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.37093222,-10.18131844,18.1472,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.119985339,-7.879861203,22.1004,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.211158029,-8.880202457,15.266,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.59612338,-8.484273648,19.0928,<0.1,<0.1,<0.1,<0.1
