Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.49569372,8.586539542,64,100,73.8,61.45,45.45
Nuggets,West,4.893800336,6.530203092,57,100,49.05,33.15,15.75
T-Wolves,West,6.290238861,4.760735624,56,100,26.75,16.6,6.2
Thunder,West,7.004532327,4.64497549,57,100,44.25,21.5,9.35
Pelicans,West,6.434305462,3.722311591,49,62.4,16.8,6.15,2
Heat,East,1.404324613,3.400055405,46,81.65,17,5.95,3
76ers,East,-1.306407096,2.991008309,47,84.4,17.95,5.9,2.6
Suns,West,5.884021652,2.949292064,49,100,14.25,6.3,2.1
Knicks,East,3.970303266,2.84146013,50,100,32.2,8.75,3.2
Cavaliers,East,3.01470428,2.329793885,48,100,13.5,7.4,3.15
Lakers,West,1.658982407,2.305490496,47,100,9.95,4.3,0.9
Bucks,East,1.91202435,2.25350448,49,100,27.3,6.35,2.35
Warriors,West,2.122041112,1.847357161,46,—,—,—,—
Clippers,West,3.140699434,1.817918661,51,100,20.35,6.15,1.8
Kings,West,2.782014509,1.254427516,46,37.6,3.8,0.9,0.05
Mavericks,West,3.648623079,1.040236486,50,100,14.8,4.95,1.15
Pacers,East,3.403287571,0.254592356,47,100,12.7,2.35,0.45
Magic,East,1.347142376,-0.012867337,47,100,4.6,1.5,0.4
Bulls,East,-0.94053055,-0.259161073,39,20.85,0.65,0.25,0.1
Hawks,East,-3.719146212,-1.603021858,36,13.1,0.3,0.1,0
Rockets,West,-0.485144673,-1.988472861,41,—,—,—,—
Nets,East,-3.90899867,-3.635269904,32,—,—,—,—
Raptors,East,-8.713476493,-4.768945459,25,—,—,—,—
Grizzlies,West,-7.865767764,-5.338022402,27,—,—,—,—
Jazz,West,-4.691359903,-5.487465846,31,—,—,—,—
Spurs,West,-2.639712842,-7.538497367,22,—,—,—,—
Wizards,East,-8.265735137,-7.89511036,15,—,—,—,—
Pistons,East,-7.382246142,-9.115978862,14,—,—,—,—
Hornets,East,-10.57112904,-9.161209458,21,—,—,—,—
Blazers,West,-9.885849408,-10.25266611,21,—,—,—,—
