Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.14478408,8.361657352,64.7844,>99.9,69.82,56.18,41.52
Thunder,West,7.98100082,4.196634036,57.1476,>99.9,34.98,17.6,7.12
Pelicans,West,7.434169039,3.754927852,50.7174,99.46,28.14,12.9,4.58
T-Wolves,West,6.685227125,4.301912755,57.3708,>99.9,38.28,20.54,8.84
Cavaliers,East,4.710107826,3.682956963,50.1276,>99.9,28.96,11.12,5.06
Nuggets,West,4.55901603,5.958284317,56.2454,>99.9,48.76,31.98,15.38
Bucks,East,4.035439092,3.240695527,51.7922,>99.9,31.02,9.08,3.58
Knicks,East,3.856202288,3.384132462,48.898,99.84,23.56,9.54,4.04
Suns,West,3.240929373,2.676099491,46.5872,70.38,10.38,4.36,1.36
Clippers,West,3.148766857,1.705620034,51.4462,99.6,15.92,5.4,1.56
Pacers,East,3.069941205,-0.72567047,46.238,92.94,6.32,1.24,0.36
Mavericks,West,2.250388304,0.850411803,49.2082,97.38,9.72,2.94,0.76
Warriors,West,2.220785294,2.123256462,44.2686,23.84,3.56,1.24,0.26
Magic,East,1.676649878,0.288706155,47.4538,98.46,6.94,1.94,0.6
Heat,East,0.889285975,2.727004455,45.181,88.54,16.82,5.44,2.08
Rockets,West,0.449894152,-2.414237548,42.3966,6.06,0.14,<0.1,<0.1
Kings,West,0.279171811,0.30980839,46.0358,61.84,4.54,1.02,0.32
Lakers,West,-0.161175114,1.988735086,45.0754,41.44,5.58,2,0.5
Bulls,East,-0.178286391,-0.394336031,38.806,19.62,0.54,0.18,<0.1
76ers,East,-1.59870012,2.852164304,43.2222,84.1,15.58,5.18,2.04
Hawks,East,-2.338708648,-0.984442218,37.4016,16.48,0.44,0.1,<0.1
Jazz,West,-3.052726523,-4.827881373,31.6456,—,—,—,—
Nets,East,-4.291159678,-3.074924527,32.2492,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.018105151,-8.993372215,20.6564,—,—,—,—
Raptors,East,-5.994603753,-3.281367179,25.9442,—,—,—,—
Pistons,East,-7.11875762,-8.984755301,16.024,—,—,—,—
Grizzlies,West,-7.905569369,-4.473655315,26.554,—,—,—,—
Wizards,East,-8.622114864,-7.553288825,16.154,—,—,—,—
Blazers,West,-9.934794531,-9.968447329,20.9262,—,—,—,—
Hornets,East,-11.89112306,-9.261949035,19.4424,—,—,—,—
