Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.680150903,7.249967228,62.773,>99.9,62.8,45.98,32.38
Thunder,West,8.259803216,3.28325308,58.1652,>99.9,34.8,17.2,6.52
Clippers,West,6.912206224,2.683671865,56.4178,>99.9,30.9,14.6,5.48
T-Wolves,West,6.639859623,2.923095448,57.0304,>99.9,31.8,15.5,5.66
Cavaliers,East,5.043680934,4.516441439,53.814,>99.9,42.54,18.2,9.62
Pelicans,West,4.912307198,1.818490967,49.3204,98.4,16.12,6.56,1.98
Knicks,East,4.533276084,3.786081547,51.6342,99.84,28.96,12.12,6.14
76ers,East,3.916979205,4.279761767,49.6928,99.36,28.14,13.4,6.98
Nuggets,West,3.76528512,5.709212894,54.245,>99.9,50.66,33.36,17.72
Bucks,East,3.141712344,2.326138476,50.8846,99.64,19.52,6.52,2.92
Suns,West,1.763898525,1.624983946,44.9222,79.1,12.36,4.76,1.44
Magic,East,1.715979893,-0.299339767,46.1376,93.32,6.9,1.22,0.4
Rockets,West,1.101664062,-5.232587604,40.4082,20.76,0.22,<0.1,<0.1
Warriors,West,0.855364343,1.247878923,40.7604,30.38,4.06,1.54,0.34
Pacers,East,0.578691628,-2.520686437,43.8598,79.46,2.14,0.3,0.08
Mavericks,West,-0.185727628,-0.988330408,42.8074,49.96,3.76,1.28,0.28
Kings,West,-0.309275034,0.52617883,44.757,76.38,8.82,2.74,0.62
Lakers,West,-0.572543742,1.559116155,41.4232,40.06,6.24,2.4,0.66
Heat,East,-1.10723223,0.602531293,41.3388,71.84,6.24,1.44,0.5
Nets,East,-1.40211846,-0.915210726,35.43,15.08,0.54,0.16,<0.1
Bulls,East,-1.642857289,0.63225842,36.8824,25.36,1.72,0.5,0.22
Jazz,West,-2.142164792,-2.834874073,38.111,5,0.26,0.06,<0.1
Raptors,East,-2.51743666,-1.027024208,31.693,2.3,<0.1,<0.1,<0.1
Hawks,East,-2.843752502,-0.903122246,35.666,13.82,0.46,0.16,<0.1
Grizzlies,West,-5.732208449,-1.708638338,29.9644,<0.1,<0.1,<0.1,<0.1
Blazers,West,-7.97534532,-7.044806929,23.9852,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.062448455,-9.834870814,18.3796,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.465663015,-5.36708618,17.7698,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.226937436,-9.078966064,14.516,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.83052528,-8.480892959,17.2106,<0.1,<0.1,<0.1,<0.1
