Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.28489826,8.551606489,63.915,100,71.7,59.9,45.6
T-Wolves,West,6.937827498,4.717511775,56.41,100,37.7,19.4,7.2
Pelicans,West,6.780423344,4.207043046,49.295,99.5,23.7,11.8,4.8
Thunder,West,6.065940458,4.134957452,56.21,100,26.5,13.1,5
Suns,West,5.22855914,2.854242747,47.943,82.4,11.3,4.5,1.3
Nuggets,West,4.870710925,6.473257455,57.525,100,55.3,35.3,16.1
Mavericks,West,4.773234004,1.643954537,51.278,100,15.3,5.8,1.6
Knicks,East,3.89333551,3.059379382,49.472,100,29,8.5,3.2
Cavaliers,East,3.595821036,2.740029368,48.472,99.9,17.8,7.8,3.3
Clippers,West,3.57014707,1.872254572,52.462,100,16.4,5.3,1.3
Pacers,East,3.21337954,-0.175056167,47.132,97.2,6.7,1.5,0.3
Bucks,East,2.964160233,2.726634064,49.868,100,28.1,8.1,3.1
Warriors,West,2.441523877,2.205679633,46.175,35.9,5.5,1.8,0.6
Kings,West,1.533363672,0.588377423,46.305,56.4,4.5,1.6,0.3
Magic,East,1.354408173,-0.05610465,47.051,94.9,6.3,1.2,0.4
Heat,East,1.187897795,3.18686908,45.584,85.4,20.8,7.3,3
Lakers,West,0.975691904,2.090470214,45.981,25.8,3.8,1.4,0.2
Rockets,West,-0.5234367,-2.421596947,40.018,—,—,—,—
Bulls,East,-0.766409857,-0.434020913,39.008,21.2,0.3,0,0
76ers,East,-1.80375754,3.042670452,46.09,86.8,18.9,5.6,2.7
Hawks,East,-3.106564766,-1.191429948,36.471,14.6,0.4,0.1,0
Spurs,West,-4.121140176,-8.041090834,20.928,—,—,—,—
Nets,East,-4.431689252,-3.550438434,32.564,—,—,—,—
Jazz,West,-4.644043147,-5.529253665,30.47,—,—,—,—
Pistons,East,-7.257564712,-9.163878311,13.494,—,—,—,—
Raptors,East,-7.871254959,-4.532081516,25.416,—,—,—,—
Grizzlies,West,-7.989255967,-5.062987259,27.485,—,—,—,—
Wizards,East,-8.079274684,-7.893495292,15.361,—,—,—,—
Blazers,West,-9.338562246,-10.05640079,21.472,—,—,—,—
Hornets,East,-10.52263623,-9.363692278,20.145,—,—,—,—
