Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.919448359,7.034547942,60.2476,>99.9,63.16,45.4,33.22
76ers,East,5.754741646,4.778002874,53.274,99.78,41.92,20.6,11.92
Nuggets,West,5.416230867,5.405496081,55.1664,>99.9,57.06,42.12,22.44
Cavaliers,East,5.08295759,2.823694172,49.142,96.84,22.04,8.92,4.4
Heat,East,4.133892584,2.550771785,50.0066,97.4,20.52,7.64,3.4
Warriors,West,3.99942726,2.247429219,48.6902,97.44,31.04,14.76,4.8
Knicks,East,3.790340991,2.851630451,47.5022,93.72,19.54,7.6,3.68
Bucks,East,3.181859512,2.165035255,47.5652,93.06,16.42,5.7,2.4
Lakers,West,3.105690856,1.745263819,47.4914,92.76,25.72,11.46,3.84
Suns,West,2.652109549,0.852102224,44.932,85,17.46,7.02,1.84
T-Wolves,West,2.228084361,0.015265614,48.7218,95.74,18.64,6.46,1.48
Bulls,East,1.617036532,-0.79780361,41.0672,50.3,2.78,0.42,0.18
Raptors,East,1.482198025,-0.690437189,42.8032,64.08,4.16,0.96,0.28
Clippers,West,1.374337171,-0.751925229,40.8916,53.32,6.14,2.12,0.44
Kings,West,1.04214589,0.149327873,42.5096,65.86,10.34,3.54,1.02
Thunder,West,0.65713281,-1.347584933,43.4082,72.62,7.36,2.06,0.38
Hawks,East,0.536436463,1.064694645,42.0428,59.38,5.72,1.76,0.7
Grizzlies,West,0.305571641,1.609171383,37.6886,30.84,6.68,3.04,1.06
Mavericks,West,-0.603535892,0.909520973,41.891,65.46,13.16,4.94,1.58
Pelicans,West,-0.804629547,0.593796979,39.0414,38.88,6.18,2.44,0.56
Nets,East,-1.113066437,1.504424404,38.4334,30.84,3.48,0.98,0.36
Magic,East,-1.917845976,-3.659265933,35.7778,10.06,0.2,<0.1,<0.1
Wizards,East,-3.97634234,-2.717470678,29.6544,0.8,<0.1,<0.1,<0.1
Pacers,East,-4.2597577190000004,-4.389247707,33.6098,3.7,<0.1,<0.1,<0.1
Jazz,West,-4.305043103,-2.337915004,31.1536,1.98,0.22,<0.1,<0.1
Hornets,East,-6.285399,-5.379077361,25.4922,<0.1,<0.1,<0.1,<0.1
Rockets,West,-7.652255386,-7.98112946,27.6748,0.14,<0.1,<0.1,<0.1
Pistons,East,-8.259552378,-7.459262327,21.2772,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.891981638,-6.679117508,22.5646,<0.1,<0.1,<0.1,<0.1
Spurs,West,-12.87346419,-9.807955472,16.2792,<0.1,<0.1,<0.1,<0.1
