Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,11.14992627,8.025873923,64.9414,>99.9,70.1,55.04,39.38,Boston Celtics,bos,65,0.9990000000000001,0.39380000000000004
Thunder,West,7.63510574,4.169291814,56.7432,>99.9,36.88,19.56,8.2,Oklahoma City Thunder,okc,57,0.9990000000000001,0.08199999999999999
Pelicans,West,7.615778309,3.195663635,51.508,99.52,25.48,11.28,4.06,New Orleans Pelicans,no,52,0.9952,0.0406
T-Wolves,West,6.359162506,3.723405213,56.093,>99.9,33.28,16.48,7.12,Minnesota Timberwolves,min,56,0.9990000000000001,0.0712
Cavaliers,East,5.275358647,4.233570916,51.875,>99.9,39.08,14.8,7.42,Cleveland Cavaliers,cle,52,0.9990000000000001,0.0742
Clippers,West,4.729084561,2.119387067,52.6912,99.88,19.6,7.32,2.2,LA Clippers,lac,53,0.9987999999999999,0.022000000000000002
Bucks,East,4.314999889,2.756103947,51.3208,>99.9,28.46,8.84,3.64,Milwaukee Bucks,mil,51,0.9990000000000001,0.0364
Nuggets,West,3.954157211,5.880467297,55.5816,>99.9,49.8,32.78,16.62,Denver Nuggets,den,56,0.9990000000000001,0.16620000000000001
Knicks,East,2.504127665,3.130374181,47.562,98.4,21.34,8.96,3.66,New York Knicks,ny,48,0.9840000000000001,0.0366
Suns,West,2.362377781,2.485269516,46.0836,74.24,12.16,5.28,1.56,Phoenix Suns,phx,46,0.7424,0.015600000000000001
Pacers,East,2.182953198,-1.758101197,46.068,91.92,3.2,0.42,0.06,Indiana Pacers,ind,46,0.9192,6e-4
Warriors,West,1.221142018,1.773529372,43.8112,38.38,4.98,2.02,0.48,Golden State Warriors,gs,44,0.38380000000000003,0.0048
Mavericks,West,1.007159202,-0.384452223,46.1722,68.98,4.56,1.16,0.16,Dallas Mavericks,dal,46,0.6898000000000001,0.0016
Magic,East,0.726774883,-0.344628558,46.535,93.84,6.64,1.68,0.26,Orlando Magic,orl,47,0.9384,0.0026
76ers,East,0.688321414,3.12776753,44.8368,88.18,17.36,5.84,2.44,Philadelphia 76ers,phi,45,0.8818,0.024399999999999998
Kings,West,0.092470437,0.671592822,46.0158,75.58,7.34,2.22,0.5,Sacramento Kings,sac,46,0.7558,0.005
Heat,East,-0.02274597,1.86508826,44.4502,84.68,12.2,3.96,1.56,Miami Heat,mia,44,0.8468000000000001,0.015600000000000001
Bulls,East,-0.481210734,0.064754135,39.64,26.76,1.12,0.34,0.06,Chicago Bulls,chi,40,0.2676,6e-4
Lakers,West,-0.507543433,1.854899901,43.6934,42.32,5.92,1.9,0.58,Los Angeles Lakers,lal,44,0.4232,0.0058
Rockets,West,-0.757162605,-4.317491133,38.6254,1.1,<0.1,<0.1,<0.1,Houston Rockets,hou,39,0.011000000000000001,0.001
Nets,East,-2.955813842,-2.751363254,33.1272,1.96,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,33,0.0196,0.001
Jazz,West,-3.059274444,-3.769016206,34.2296,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,34,0.001,0.001
Hawks,East,-3.328922699,-0.765681343,36.3358,14.26,0.5,0.12,<0.1,Atlanta Hawks,atl,36,0.1426,0.001
Raptors,East,-4.09063216,-1.755592879,29.8042,<0.1,<0.1,<0.1,<0.1,Toronto Raptors,tor,30,0.001,0.001
Spurs,West,-5.607481144,-9.344844733,19.5594,0,<0.1,<0.1,<0.1,San Antonio Spurs,sa,20,0,0.001
Grizzlies,West,-6.297644613,-3.624980458,28.575,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Pistons,East,-7.573434948,-8.52227769,16.26,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Blazers,West,-7.826069543,-8.718119766,22.79,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Wizards,East,-8.624692674,-6.707271662,15.8872,0,<0.1,<0.1,<0.1,Washington Wizards,wsh,16,0,0.001
Hornets,East,-10.74072252,-8.72838991,19.1838,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
