Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.320788916,6.990981584,60.929,>99.9,64.38,43.54,30.88
76ers,East,6.987942047,5.883301627,56.356,>99.9,54.58,28.66,19.04
Nuggets,West,6.696152428,5.438191613,55.3594,99.94,57.22,41.6,20.98
T-Wolves,West,5.062630707,1.943628338,56.8016,99.9,32.44,14.16,4.44
Bucks,East,3.640065375,1.990123434,52.0484,99.64,17.68,5.76,2.44
Warriors,West,3.252107297,1.342405867,46.4996,76.52,14.24,5.92,1.62
Lakers,West,3.243259114,1.748889383,46.4808,77.3,17.48,7.66,2.52
Thunder,West,3.225862225,1.211687296,51.3156,96.58,21.04,8.6,2.72
Pelicans,West,3.158084845,1.1534815919999999,47.7502,83.94,16.72,6.6,1.6
Clippers,West,2.980616681,0.310769748,47.8988,84.46,13.14,4.42,1.04
Cavaliers,East,2.519473241,3.340736493,46.8686,93.78,19.9,7.94,4.14
Knicks,East,2.039870444,2.905689514,46.2334,91.5,18.34,6.6,3.12
Suns,West,1.7632365,0.935701307,43.681,50.7,8.62,3.84,0.96
Heat,East,1.274375853,1.706168586,44.6066,83.1,10.44,3.8,1.5
Kings,West,1.038453481,0.977482232,45.7702,68.74,12.06,4.86,1.16
Nets,East,0.222307659,1.203947467,41.9516,62.82,6.24,1.9,0.76
Bulls,East,-0.103350313,0.51158835,38.9742,31.28,2.18,0.58,0.26
Magic,East,-0.109908616,-1.467162855,44.6616,79.48,3.44,0.58,0.08
Mavericks,West,-0.123155692,-0.00462776,44.0914,52.22,6.9,2.34,0.54
Hawks,East,-0.468387699,0.501474212,38.7606,26.48,1.92,0.54,0.18
Raptors,East,-0.605099194,-1.108978758,37.9732,18.9,0.86,0.1,<0.1
Rockets,West,-2.279523777,-6.402124245,39.3782,9.58,0.14,<0.1,<0.1
Pacers,East,-2.54778087,-3.86757645,37.0718,13.02,<0.1,<0.1,<0.1
Grizzlies,West,-2.628339279,-0.264163819,30.7142,0.12,<0.1,<0.1,<0.1
Jazz,West,-6.147568068,-3.286965894,28.0042,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.041223504,-3.697274847,22.0328,<0.1,<0.1,<0.1,<0.1
Hornets,East,-7.091287706,-6.740075357,24.5556,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.848251455,-5.639344767,20.6818,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.32946492,-8.948275522,15.5592,<0.1,<0.1,<0.1,<0.1
Spurs,West,-10.88308826,-10.96611904,16.9904,<0.1,<0.1,<0.1,<0.1
