Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.205939025,7.475311297,61.1586,>99.9,65.46,47.9,36.26,Boston Celtics,bos,61,0.9990000000000001,0.3626
Nuggets,West,5.497229421,5.376633411,54.2546,99.86,57.74,43.92,22.32,Denver Nuggets,den,54,0.9986,0.2232
76ers,East,5.47218272,4.72339609,53.2458,99.72,39.24,18.18,10.92,Philadelphia 76ers,phi,53,0.9972,0.1092
Cavaliers,East,5.249488339,3.038842886,50.1348,98.3,22.68,8.98,4.46,Cleveland Cavaliers,cle,50,0.983,0.0446
Heat,East,4.496897679,2.895139811,50.7184,98.88,21,7.86,3.98,Miami Heat,mia,51,0.9887999999999999,0.0398
Bucks,East,4.040373193,2.386286829,50.5566,98.58,17.7,6.02,2.82,Milwaukee Bucks,mil,51,0.9858,0.0282
Knicks,East,3.84735882,2.914873733,48.3078,96.2,20.82,7.74,4.12,New York Knicks,ny,48,0.9620000000000001,0.0412
Warriors,West,3.611337456,1.486817854,46.977,91.38,23.14,9.44,2.7,Golden State Warriors,gs,47,0.9138,0.027000000000000003
Lakers,West,2.441975093,1.575312859,46.0442,83.54,20.06,9,2.82,Los Angeles Lakers,lal,46,0.8354,0.0282
Suns,West,2.415138907,0.618448254,45.817,84.8,16.52,6.88,1.56,Phoenix Suns,phx,46,0.848,0.015600000000000001
Thunder,West,2.304654433,-0.472269122,48.0622,93.6,15.22,5.18,1.06,Oklahoma City Thunder,okc,48,0.9359999999999999,0.0106
T-Wolves,West,2.09512749,0.394720361,49.0366,94.72,20.2,7.62,1.9,Minnesota Timberwolves,min,49,0.9472,0.019
Raptors,East,1.287580482,-0.428378008,41.5998,60.26,3.8,0.94,0.32,Toronto Raptors,tor,42,0.6026,0.0032
Kings,West,1.100294189,0.383988317,43.5382,67.5,12,4.02,0.66,Sacramento Kings,sac,44,0.675,0.0066
Clippers,West,0.99260709,-0.554103661,40.461,42.18,5.44,1.74,0.22,LA Clippers,lac,40,0.4218,0.0022
Bulls,East,0.729845282,-0.93928409,38.13,31.6,1.52,0.28,<0.1,Chicago Bulls,chi,38,0.316,0.001
Pelicans,West,0.504306082,0.869145405,42.128,57.06,12.04,4.98,1.24,New Orleans Pelicans,no,42,0.5706,0.0124
Hawks,East,0.477223706,1.009814721,40.9978,58.02,5.12,1.3,0.46,Atlanta Hawks,atl,41,0.5802,0.0046
Grizzlies,West,0.341898437,1.222298399,37.627,22.36,4.78,2.12,0.54,Memphis Grizzlies,mem,38,0.2236,0.0054
Mavericks,West,-0.061544761,0.997369574,42.4638,62.34,12.82,5.1,1.24,Dallas Mavericks,dal,42,0.6234000000000001,0.0124
Magic,East,-1.369815707,-3.144576419,38.7882,31.9,0.56,0.06,<0.1,Orlando Magic,orl,39,0.319,0.001
Nets,East,-1.740954074,1.066122102,36.6888,22.48,2.1,0.74,0.32,Brooklyn Nets,bkn,37,0.2248,0.0032
Pacers,East,-4.102619363,-4.352137747,33.1396,3.8,<0.1,<0.1,<0.1,Indiana Pacers,ind,33,0.038,0.001
Jazz,West,-4.213611973,-2.370981079,30.4166,0.54,<0.1,<0.1,<0.1,Utah Jazz,uta,30,0.0054,0.001
Wizards,East,-4.713133198,-2.923921005,27.1934,0.22,<0.1,<0.1,<0.1,Washington Wizards,wsh,27,0.0022,0.001
Hornets,East,-6.43635391,-5.775108219,25.3802,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,25,0.001,0.001
Rockets,West,-6.486823198,-7.87697565,29.0446,0.12,<0.1,<0.1,<0.1,Houston Rockets,hou,29,0.0012,0.001
Pistons,East,-8.555129623,-7.574112045,20.2276,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,20,0.001,0.001
Blazers,West,-10.94227429,-7.418074536,18.6102,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
Spurs,West,-13.09846344,-9.96453239,15.2516,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,15,0.001,0.001
