Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.986127416,7.358887969,63.2788,>99.9,64.06,45.2,32.4
Thunder,West,8.263477244,3.048153179,59.149,>99.9,35.96,17.76,6.26
76ers,East,6.014035052,5.140778809,54.2568,>99.9,45.94,22.24,13.5
T-Wolves,West,5.982595062,2.388308443,56.093,>99.9,29.9,13.26,4.14
Clippers,West,5.952035689,1.983836263,55.1354,>99.9,26.68,10.98,3.32
Nuggets,West,4.865159493,5.725908972,54.8426,>99.9,56.22,39.54,19.94
Cavaliers,East,4.154042745,4.082610761,51.345,99.86,27.7,12.12,6.88
Pelicans,West,4.103688672,1.713968239,48.0638,96.58,16.08,6.74,2.02
Knicks,East,4.067240436,3.810218797,51.1186,99.78,26.66,10.56,5.1
Bucks,East,3.579003711,2.311834201,52.5124,99.9,20.64,6.68,2.8
Suns,West,1.721660764,1.28655607,44.694,81.68,12.34,3.96,0.96
Rockets,West,0.744374434,-5.371671469,40.311,27.76,0.34,<0.1,<0.1
Pacers,East,0.559925575,-2.740228956,44.7346,85.38,2.26,0.26,<0.1
Warriors,West,0.360260612,0.69860532,39.2542,21.42,2.7,1.02,0.24
Magic,East,0.061375059,-1.04857241,43.2746,77.38,3.72,0.6,0.18
Lakers,West,0.004602109,1.47045316,41.0434,45.34,7.46,2.9,0.7
Heat,East,-0.02301902,0.707145747,42.3726,75.94,6.02,1.64,0.46
Bulls,East,-0.52665275,0.638554533,38.811,39.22,2.54,0.54,0.2
Mavericks,West,-0.532715649,-0.759952219,41.9452,48.62,3.66,0.88,0.14
Kings,West,-0.7707649,0.553836501,43.4276,67.82,8.14,2.82,0.7
Raptors,East,-1.677093099,-0.710392111,33.3788,6.6,0.12,0.06,<0.1
Jazz,West,-2.211922897,-2.603917234,38.614,10.64,0.5,0.12,<0.1
Nets,East,-2.330054202,-0.837438177,34.2868,10.5,0.3,0.08,<0.1
Hawks,East,-3.444734927,-1.25144412,33.3196,5.46,<0.1,<0.1,<0.1
Grizzlies,West,-5.041842752,-0.572945387,32.1942,0.16,<0.1,<0.1,<0.1
Wizards,East,-7.827236425,-4.873591338,18.4362,<0.1,<0.1,<0.1,<0.1
Spurs,West,-7.896769195,-9.721809578,19.9688,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.432277938,-7.292291504,21.9086,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.967281752,-8.873268304,13.6652,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.70774444,-8.036925083,18.5642,<0.1,<0.1,<0.1,<0.1
