Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.917952764,7.346980231,61.0046,>99.9,65.38,47.08,36.04
76ers,East,6.43603152,5.04803098,54.215,99.92,44.42,21.2,13.7
Nuggets,West,5.07322091,5.192418176,52.1736,99.88,56.86,41.8,19.18
Heat,East,5.069656033,2.653340977,50.125,98.42,19.62,7.5,3.7
Cavaliers,East,4.487425082,3.162612217,48.928,97.56,21.26,8.66,4.92
Knicks,East,3.933740572,2.971802062,49.0318,96.1,19.6,6.98,3.46
Suns,West,3.618838651,1.256545838,49.9148,96.7,23.84,10.18,2.5
Bucks,East,3.523307431,1.952908337,50.7266,98.12,17.26,5.52,2.62
Warriors,West,2.967745132,1.385955053,44.9472,83.92,19.14,8.96,2.68
Lakers,West,2.574604692,1.508613464,46.5002,85.78,20.82,8.78,2.54
T-Wolves,West,2.360185477,0.734650134,49.9344,98,22.22,8.96,2.32
Thunder,West,2.135318572,-0.169679628,47.3606,92.76,15.04,5.06,1.04
Pelicans,West,1.428552741,0.943792202,44.1894,70.6,14.1,5.64,1.54
Kings,West,1.18386791,0.619576009,44.8528,74.54,13.8,5.18,1.36
Clippers,West,0.612171559,-0.347172802,39.414,34.22,4.24,1.72,0.34
Hawks,East,0.506232276,0.595811996,40.6626,53.48,3.9,0.98,0.54
Raptors,East,0.377272055,-0.522498653,39.5578,40.18,2.32,0.6,0.2
Magic,East,-0.458628891,-2.150018296,42.4002,61.9,1.92,0.32,0.08
Mavericks,West,-0.546560111,0.241371515,41.9374,58.26,9.38,3.58,0.78
Bulls,East,-0.671167422,-0.72267778,34.4052,8.22,0.4,<0.1,<0.1
Nets,East,-0.970407561,1.162976269,39.0068,40.1,3.86,1.14,0.46
Grizzlies,West,-1.139003261,0.36999438,33.1992,3.92,0.54,0.14,<0.1
Pacers,East,-3.269660921,-4.254568179,34.7806,5.98,0.06,<0.1,<0.1
Jazz,West,-5.251528881,-2.408543996,28.8644,0.28,<0.1,<0.1,<0.1
Rockets,West,-5.331460935,-7.172529418,32.157,1.14,<0.1,<0.1,<0.1
Wizards,East,-5.592844202,-2.910716902,25.1422,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.879448828,-5.944583386,24.7498,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.605714062,-7.943824233,19.2938,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.27906562,-6.984981817,20.5364,<0.1,<0.1,<0.1,<0.1
Spurs,West,-12.18294321,-9.749602881,15.9886,<0.1,<0.1,<0.1,<0.1
