Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.38287661,8.308973471,65.2814,>99.9,70.84,56.58,42.24
Thunder,West,7.66382072,4.108569929,56.9592,>99.9,36.06,18.22,6.66
Pelicans,West,7.602889254,3.699094769,51.3208,99.78,29.72,13.28,4.92
T-Wolves,West,6.07757646,4.003611786,56.5302,>99.9,35.66,17.42,7.2
Nuggets,West,5.300873805,6.042889346,57.5384,>99.9,51.6,33.98,16.26
Cavaliers,East,4.872085932,3.902204382,50.6724,>99.9,30.66,12.04,5.34
Bucks,East,4.046336129,3.342680446,52.4534,>99.9,32.64,10.46,4.66
Clippers,West,3.608836553,1.887573783,50.6214,99.1,15.24,5.62,1.46
Suns,West,3.404063776,2.628739336,46.3476,70.94,11.18,5.08,1.58
Knicks,East,3.398743873,3.199373929,49.1678,99.6,22.08,9.02,3.98
Pacers,East,2.541171829,-0.895598504,46.3722,92.78,5.02,0.62,0.18
Magic,East,1.562139995,0.188145095,48.2506,98.62,7.96,2.02,0.48
Mavericks,West,1.348094267,0.175888461,47.9632,85.82,6.46,1.88,0.38
Warriors,West,1.225930545,1.759799406,42.7452,15.44,1.86,0.48,0.18
Kings,West,0.888138189,0.543895732,47.2564,84.02,6.74,2.24,0.38
Rockets,West,0.690940859,-2.775128478,41.3174,4.42,0.12,<0.1,<0.1
Lakers,West,0.493869838,1.87130251,44.6238,40.48,5.36,1.78,0.48
Heat,East,0.201513516,2.560172163,45.3326,88.02,15.14,4.44,1.72
Bulls,East,-0.259783787,-0.338254333,38.93,20.92,0.58,0.12,<0.1
76ers,East,-1.037734951,2.89821229,44.076,83.46,14.8,4.62,1.84
Hawks,East,-2.322439114,-0.856905995,36.7676,16.54,0.28,0.08,<0.1
Jazz,West,-2.94783253,-4.714045685,32.6598,<0.1,<0.1,<0.1,<0.1
Nets,East,-4.79075322,-3.150430761,31.121,0.08,<0.1,<0.1,<0.1
Raptors,East,-5.430531079,-2.841500171,26.3756,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.439704702,-9.259092477,19.296,—,—,—,—
Grizzlies,West,-7.674288949,-4.284507528,27.1382,—,—,—,—
Pistons,East,-7.983301952,-8.887562685,15.3848,—,—,—,—
Wizards,East,-8.300167734,-7.133975832,17.1938,—,—,—,—
Blazers,West,-9.017039696,-9.225108022,21.5516,—,—,—,—
Hornets,East,-11.88266266,-9.205073281,18.7516,—,—,—,—
