Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.086135944,7.055726308,62.2966,>99.9,64.1,43.1,31.72,Boston Celtics,bos,62,0.9990000000000001,0.3172
76ers,East,8.273103369,5.609632488,58.7788,>99.9,53.96,27.3,18.34,Philadelphia 76ers,phi,59,0.9990000000000001,0.1834
Nuggets,West,5.345735345,5.354759517,53.3128,99.5,56.08,40.84,19.76,Denver Nuggets,den,53,0.995,0.19760000000000003
T-Wolves,West,4.886615832,1.625446876,56.3456,99.88,29.96,12.48,3.72,Minnesota Timberwolves,min,56,0.9987999999999999,0.037200000000000004
Bucks,East,3.249135725,2.172401977,50.9592,98.72,16.82,6.04,3.16,Milwaukee Bucks,mil,51,0.9872,0.0316
Cavaliers,East,3.157930026,3.289541472,47.522,94.26,20.04,8.54,4.36,Cleveland Cavaliers,cle,48,0.9426000000000001,0.0436
Warriors,West,3.124545435,1.408850735,45.5274,70,14.34,6.26,1.64,Golden State Warriors,gs,46,0.7,0.016399999999999998
Lakers,West,2.816346976,1.847739357,46.6814,80.14,19.14,8.62,2.8,Los Angeles Lakers,lal,47,0.8014,0.027999999999999997
Knicks,East,2.80610732,2.866572522,46.7598,91.96,16.08,6.6,3.28,New York Knicks,ny,47,0.9196,0.032799999999999996
Thunder,West,2.590814333,0.933055085,50.1774,94.56,19.38,7.42,1.84,Oklahoma City Thunder,okc,50,0.9456,0.0184
Heat,East,2.510390934,2.099216871,46.9478,90.86,13.24,4.38,1.76,Miami Heat,mia,47,0.9086,0.0176
Clippers,West,2.331983568,0.067376478,46.3854,75.86,11.06,4.04,0.82,LA Clippers,lac,46,0.7585999999999999,0.008199999999999999
Suns,West,2.128179978,1.25233757,45.0304,66.1,13.44,6,1.72,Phoenix Suns,phx,45,0.6609999999999999,0.0172
Pelicans,West,2.083597059,0.956055239,46.7964,79.34,14.92,5.64,1.68,New Orleans Pelicans,no,47,0.7934,0.0168
Nets,East,1.304056014,1.185144405,44.1416,75.1,8.06,2.32,0.86,Brooklyn Nets,bkn,44,0.7509999999999999,0.0086
Kings,West,1.254555623,0.946229578,45.9338,73.06,13.76,5.72,1.3,Sacramento Kings,sac,46,0.7306,0.013000000000000001
Hawks,East,0.457307875,0.5868413,39.9202,34.72,3.06,0.74,0.26,Atlanta Hawks,atl,40,0.3472,0.0026
Mavericks,West,-0.337081024,0.315242417,43.9878,52.48,7.72,2.94,0.66,Dallas Mavericks,dal,44,0.5247999999999999,0.0066
Bulls,East,-0.472625322,0.420398105,37.4224,16.54,0.96,0.28,0.14,Chicago Bulls,chi,37,0.1654,0.0014000000000000002
Magic,East,-0.566083779,-1.740249742,44.0126,69.76,2.6,0.54,0.14,Orlando Magic,orl,44,0.6976,0.0014000000000000002
Raptors,East,-0.641062532,-0.848451529,37.5384,14.56,0.82,0.12,<0.1,Toronto Raptors,tor,38,0.1456,0.001
Grizzlies,West,-2.243246305,-0.191438522,31.1524,0.12,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,31,0.0012,0.001
Pacers,East,-2.436616253,-3.708341602,37.6496,13.52,0.26,<0.1,<0.1,Indiana Pacers,ind,38,0.1352,0.001
Rockets,West,-2.799264492,-6.601989528,39.0864,8.96,0.16,<0.1,<0.1,Houston Rockets,hou,39,0.08960000000000001,0.001
Jazz,West,-6.808434953,-3.705204588,26.584,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,27,0.001,0.001
Wizards,East,-6.864421082,-3.592191753,22.7074,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,23,0.001,0.001
Hornets,East,-7.647246688,-6.569084168,24.1082,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,24,0.001,0.001
Spurs,West,-10.63029402,-10.7256005,17.883,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-10.68640743,-9.131012162,15.2434,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Blazers,West,-10.73784116,-5.894629785,19.1078,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
