Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.556525067,7.242779223,62.69,>99.9,62.66,44.8,31.64
Thunder,West,7.676341344,3.291087306,56.966,>99.9,33.86,16.34,6.84
Clippers,West,6.954130818,2.779350295,56.4764,>99.9,30.82,14.58,4.86
T-Wolves,West,6.556298064,2.84241642,56.2552,>99.9,31.62,14.94,6.12
Cavaliers,East,5.01748304,4.525092806,53.7004,>99.9,42.42,19.9,10.36
Pelicans,West,4.932394032,1.823986641,49.3818,98.54,16.74,6.96,2.08
Knicks,East,4.567964249,3.889307592,51.8892,99.82,31.8,13.28,6.68
76ers,East,3.852858322,4.250447421,49.638,99.5,27.54,12.5,6.5
Nuggets,West,3.726180977,5.731662396,54.179,>99.9,50.8,34.4,17.66
Bucks,East,3.082662957,2.465851652,50.3818,99.66,19.16,6.06,2.7
Suns,West,1.808853456,1.770685437,45.3334,80.26,13.92,5.64,1.88
Rockets,West,1.283557303,-5.298028544,40.0938,16.62,0.18,<0.1,<0.1
Magic,East,0.923011438,-0.510966594,44.9134,87.24,4.88,0.78,0.14
Warriors,West,0.862612324,1.242339025,40.6366,27.5,3.64,1.24,0.4
Pacers,East,0.777911805,-2.510307112,44.525,83.58,2.16,0.3,<0.1
Mavericks,West,-0.031079418,-1.001957914,43.4912,55.06,3.72,0.96,0.14
Kings,West,-0.311973558,0.519918805,44.856,75.94,8.28,2.72,0.6
Heat,East,-0.531552564,0.735256182,42.3132,75.92,6.94,1.64,0.54
Lakers,West,-0.538802454,1.531401743,41.4192,37.78,6.1,2.16,0.56
Bulls,East,-1.293236787,0.764945802,37.8352,28.82,1.74,0.56,0.24
Nets,East,-1.54940675,-0.988316221,34.96,11.5,0.28,0.08,<0.1
Jazz,West,-1.911574504,-2.85271844,39.0834,8.3,0.32,<0.1,<0.1
Raptors,East,-2.613325649,-1.017618528,31.6088,2.16,<0.1,<0.1,<0.1
Hawks,East,-2.862482076,-0.883691889,35.5206,11.82,0.38,0.1,<0.1
Grizzlies,West,-5.64516671,-1.977827125,29.9606,<0.1,<0.1,<0.1,<0.1
Blazers,West,-7.969333755,-7.061428603,23.9786,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.038381569,-9.854223039,18.493,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.494462782,-5.375052231,17.7524,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.298059753,-9.093598863,14.3502,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.75488391,-8.483414327,17.3176,<0.1,<0.1,<0.1,<0.1
