Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.765565597,7.349424151,61.5714,>99.9,64,45.5,34.18
76ers,East,6.518990988,4.977308157,55.071,>99.9,45.9,21.98,13.6
Nuggets,West,5.142821182,5.242755394,54.3518,99.92,56.08,41.02,20.14
Knicks,East,4.194423947,2.981837429,50.4996,97.96,22.04,8.52,4.08
Cavaliers,East,3.967507112,2.974422266,48.5126,94.3,19.96,8.1,4.34
Heat,East,3.738610154,2.631382857,49.3348,96.4,18.26,6.32,3.38
T-Wolves,West,3.447810332,0.990735431,53.3372,99.44,26.68,10.8,2.84
Bucks,East,3.354895246,2.004142521,50.0776,97.14,16.06,6.02,2.78
Warriors,West,3.244308298,1.45089023,47.063,87.9,19.28,8.62,2.76
Suns,West,3.009151735,0.927976129,48.191,91.14,18.56,7.96,2.06
Lakers,West,2.636724648,1.640783119,46.4224,83.76,19.98,8.88,2.66
Pelicans,West,2.497843562,1.297914048,46.8916,86.56,19.86,8.12,2.26
Thunder,West,2.260459343,0.031642111,49.2756,94.02,16.16,6.22,1.28
Kings,West,1.02649046,0.485561312,44.0792,65.92,11.24,4.36,1.12
Clippers,West,0.954178981,-0.523329448,41.1882,38.96,4.72,1.3,0.32
Hawks,East,0.725911177,0.710800295,42.2682,54.88,5.26,1.44,0.68
Raptors,East,0.294758306,-0.571779069,40.5394,36.6,2.26,0.68,0.2
Magic,East,-0.202527383,-2.078253099,44.5798,69.16,2.28,0.48,0.1
Bulls,East,-0.469560753,-0.556575752,36.6998,12.86,0.64,0.1,0.06
Nets,East,-0.559443337,1.019720833,40.1834,37.32,3.3,0.86,0.5
Grizzlies,West,-0.756656137,0.504559654,35.7494,7.42,1.18,0.46,0.08
Mavericks,West,-1.182397571,0.262665718,41.6916,43.76,6.26,2.26,0.58
Pacers,East,-3.612270569,-4.321134205,34.156,3.38,<0.1,<0.1,<0.1
Rockets,West,-5.035547005,-7.106413216,32.8704,1.08,<0.1,<0.1,<0.1
Jazz,West,-5.856577362,-2.684240351,28.0566,0.12,<0.1,<0.1,<0.1
Wizards,East,-6.060655476,-3.092983459,24.2538,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.450218706,-5.968079657,26.6106,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.336706618,-8.030951708,18.4398,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.14294298,-6.523209154,21.7468,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.86421393,-10.18936881,16.2874,<0.1,<0.1,<0.1,<0.1
