Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.652117928,7.22406358,63.0418,>99.9,64.38,45.52,31.4,Boston Celtics,bos,63,0.9990000000000001,0.314
Thunder,West,8.068363058,3.363367673,57.1482,>99.9,34.1,16.54,6.68,Oklahoma City Thunder,okc,57,0.9990000000000001,0.0668
T-Wolves,West,7.974246637,3.587878065,58.6376,>99.9,35.18,19.08,8.96,Minnesota Timberwolves,min,59,0.9990000000000001,0.08960000000000001
Cavaliers,East,6.443470723,4.819252027,55.2596,>99.9,49.2,22.48,12.9,Cleveland Cavaliers,cle,55,0.9990000000000001,0.129
Clippers,West,5.671591748,2.497437334,54.5984,99.94,26.92,12.06,4.3,LA Clippers,lac,55,0.9994,0.043
Pelicans,West,5.329916072,2.117024036,50.266,98.16,17.64,7.42,2.34,New Orleans Pelicans,no,50,0.9815999999999999,0.023399999999999997
Bucks,East,3.933768619,2.380421539,49.9086,99.64,20.62,6.46,2.88,Milwaukee Bucks,mil,50,0.9964,0.0288
Knicks,East,3.416039668,3.036709639,48.7584,98.92,22.16,9.1,3.66,New York Knicks,ny,49,0.9892,0.0366
76ers,East,2.98328808,3.877528585,47.6968,97.66,23.04,10.7,5.24,Philadelphia 76ers,phi,48,0.9765999999999999,0.0524
Suns,West,2.927459505,2.07529428,46.6342,82.5,14.92,5.34,1.58,Phoenix Suns,phx,47,0.825,0.0158
Nuggets,West,1.962011664,5.534443601,51.533,99.56,44.68,29.64,15.36,Denver Nuggets,den,52,0.9956,0.1536
Rockets,West,1.389462254,-5.110378023,38.906,4.14,<0.1,<0.1,<0.1,Houston Rockets,hou,39,0.0414,0.001
Pacers,East,1.136507039,-2.212327248,44.5712,80.8,2.42,0.36,<0.1,Indiana Pacers,ind,45,0.8079999999999999,0.001
Mavericks,West,0.989204032,-0.146233909,45.9296,70.4,6.6,2,0.5,Dallas Mavericks,dal,46,0.7040000000000001,0.005
Heat,East,0.813034798,1.105044136,44.6484,86.38,9.36,2.9,0.78,Miami Heat,mia,45,0.8637999999999999,0.0078000000000000005
Warriors,West,0.691519611,1.714913225,42.7718,36.54,5.72,2.2,0.68,Golden State Warriors,gs,43,0.3654,0.0068000000000000005
Lakers,West,0.395069828,1.843544548,42.97,43.74,6.76,2.92,1.1,Los Angeles Lakers,lal,43,0.4374,0.011000000000000001
Magic,East,0.307878326,-0.421207122,45.2824,86.42,5.62,1.4,0.4,Orlando Magic,orl,45,0.8642,0.004
Bulls,East,0.043456796,0.902945165,39.3004,32.74,2.8,0.96,0.3,Chicago Bulls,chi,39,0.3274,0.003
Kings,West,0.020686917,0.582668885,44.864,64.28,7.46,2.78,0.86,Sacramento Kings,sac,45,0.6428,0.0086
Jazz,West,-2.478115417,-3.25300029,36.8152,0.74,<0.1,<0.1,<0.1,Utah Jazz,uta,37,0.0074,0.001
Nets,East,-3.035045503,-1.713801692,33.1984,5.8,0.1,<0.1,<0.1,Brooklyn Nets,bkn,33,0.057999999999999996,0.001
Raptors,East,-3.607376501,-1.468256103,30.295,0.98,<0.1,<0.1,<0.1,Toronto Raptors,tor,30,0.0098,0.001
Hawks,East,-3.626639066,-0.980204023,35.0122,10.66,0.3,0.08,<0.1,Atlanta Hawks,atl,35,0.1066,0.001
Grizzlies,West,-5.635509271,-2.01375626,30.1692,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,30,0.001,0.001
Wizards,East,-7.879021112,-5.535051256,17.1772,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,17,0.001,0.001
Spurs,West,-8.37093222,-10.18131844,18.1472,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Blazers,West,-9.119985339,-7.879861203,22.1004,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,22,0.001,0.001
Pistons,East,-9.211158029,-8.880202457,15.266,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Hornets,East,-10.59612338,-8.484273648,19.0928,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
