Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.239024684,7.177929794,63.3974,>99.9,64.74,44.12,31.18,Boston Celtics,bos,63,0.9990000000000001,0.3118
76ers,East,7.538790224,5.513371234,57.47,>99.9,53.26,26.16,16.28,Philadelphia 76ers,phi,57,0.9990000000000001,0.1628
Nuggets,West,5.84471353,5.742130396,55.2832,99.94,58.36,42.64,22.82,Denver Nuggets,den,55,0.9994,0.22820000000000001
T-Wolves,West,5.435641787,2.107285623,58.09,>99.9,34.18,14.82,4.68,Minnesota Timberwolves,min,58,0.9990000000000001,0.046799999999999994
Thunder,West,4.344492888,1.997492629,54.1846,99.84,26.7,11.86,4.28,Oklahoma City Thunder,okc,54,0.9984000000000001,0.042800000000000005
Bucks,East,4.198523613,2.479133136,54.2202,>99.9,21.62,7.62,3.66,Milwaukee Bucks,mil,54,0.9990000000000001,0.0366
Pelicans,West,3.390492869,1.154147339,47.3402,88.62,17.5,7.18,2,New Orleans Pelicans,no,47,0.8862000000000001,0.02
Clippers,West,2.471835361,0.103836719,47.135,88.02,13.38,5,0.98,LA Clippers,lac,47,0.8802,0.0098
Warriors,West,2.391919863,1.193833915,43.958,63.42,11.38,4.64,1.44,Golden State Warriors,gs,44,0.6342,0.0144
Heat,East,2.347855689,2.507189891,47.5322,96.12,17.9,7.48,3.16,Miami Heat,mia,48,0.9612,0.0316
Lakers,West,2.219156302,1.728039756,44.3122,70.14,14.7,5.98,1.86,Los Angeles Lakers,lal,44,0.7014,0.018600000000000002
Cavaliers,East,1.663394621,2.705585814,45.8558,91.24,16.04,6.22,2.56,Cleveland Cavaliers,cle,46,0.9124,0.0256
Knicks,East,1.539299648,2.536487493,44.324,82.94,13.42,5.1,2.3,New York Knicks,ny,44,0.8294,0.023
Suns,West,1.31630189,0.722715844,42.5884,48.72,7.74,2.94,0.46,Phoenix Suns,phx,43,0.48719999999999997,0.0046
Bulls,East,0.753791965,0.632137971,40.788,47.24,3.78,1.1,0.36,Chicago Bulls,chi,41,0.47240000000000004,0.0036
Raptors,East,0.181417249,-0.753396795,37.173,12.82,0.62,0.14,0.08,Toronto Raptors,tor,37,0.1282,8e-4
Magic,East,0.179528041,-1.420125824,45.3374,85.9,3.66,0.7,0.18,Orlando Magic,orl,45,0.8590000000000001,0.0018
Hawks,East,0.125243182,-0.174358416,38.11,20.14,1.32,0.32,0.1,Atlanta Hawks,atl,38,0.2014,0.001
Kings,West,-0.022533875,0.777661014,43.6354,59.62,9.54,3.3,0.78,Sacramento Kings,sac,44,0.5962,0.0078000000000000005
Rockets,West,-0.406938322,-6.050317265,41.264,29.02,0.5,<0.1,<0.1,Houston Rockets,hou,41,0.2902,0.001
Mavericks,West,-0.418734309,-0.540733803,43.0834,52.42,6,1.6,0.4,Dallas Mavericks,dal,43,0.5242,0.004
Nets,East,-0.734359599,0.562718917,38.8314,30,2.66,0.9,0.4,Brooklyn Nets,bkn,39,0.3,0.004
Pacers,East,-1.368425898,-2.911170454,39.907,33.62,0.98,0.14,<0.1,Indiana Pacers,ind,40,0.3362,0.001
Grizzlies,West,-3.092407173,-0.419735897,31.589,0.18,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,0.0018,0.001
Jazz,West,-5.571304361,-3.455032567,30.3946,0.06,<0.1,<0.1,<0.1,Utah Jazz,uta,30,6e-4,0.001
Wizards,East,-7.758751531,-3.996503354,21.0644,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,21,0.001,0.001
Hornets,East,-8.905230388,-7.353115893,21.1442,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,21,0.001,0.001
Blazers,West,-10.21039252,-5.646248473,19.9048,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
Pistons,East,-10.21054284,-8.804901636,15.2318,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Spurs,West,-10.44970054,-11.0401014,16.8504,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
