Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,12.38818336,8.651054949,65.472,>99.9,72,58.9,43.3,Boston Celtics,bos,65,0.9990000000000001,0.433
T-Wolves,West,7.000506717,4.686492705,56.869,>99.9,42.3,21.8,10.3,Minnesota Timberwolves,min,57,0.9990000000000001,0.10300000000000001
Pelicans,West,6.392139504,3.927883091,48.715,93.2,20.7,11.9,4.2,New Orleans Pelicans,no,49,0.932,0.042
Thunder,West,6.145281562,3.822110687,55.757,>99.9,23.8,12.2,5.2,Oklahoma City Thunder,okc,56,0.9990000000000001,0.052000000000000005
Suns,West,4.99423239,2.832703091,48.015,78.7,13.1,5.2,1.4,Phoenix Suns,phx,48,0.787,0.013999999999999999
Nuggets,West,4.601064412,6.34599934,56.637,>99.9,52.2,33.1,16.2,Denver Nuggets,den,57,0.9990000000000001,0.162
Mavericks,West,4.105704617,1.135650978,50.562,>99.9,13,3.7,0.7,Dallas Mavericks,dal,51,0.9990000000000001,0.006999999999999999
Cavaliers,East,3.671455805,2.798564485,48.307,99.2,22.5,7.6,2.8,Cleveland Cavaliers,cle,48,0.992,0.027999999999999997
Knicks,East,3.381262539,3.193715809,48.224,>99.9,25.1,9,3.7,New York Knicks,ny,48,0.9990000000000001,0.037000000000000005
Clippers,West,3.307876168,1.832849591,52.37,99.9,18.8,7.3,2.1,LA Clippers,lac,52,0.9990000000000001,0.021
Pacers,East,3.004624349,-0.298358571,46.88,95.5,7.4,1.6,0.4,Indiana Pacers,ind,47,0.955,0.004
Bucks,East,2.371520278,2.494222163,48.666,>99.9,22.1,6.7,2.1,Milwaukee Bucks,mil,49,0.9990000000000001,0.021
Warriors,West,2.10409364,2.14722794,45.417,28.1,4.4,1.4,0.2,Golden State Warriors,gs,45,0.281,0.002
Magic,East,1.939961115,0.245646585,48.003,97.9,8.5,1.8,0.8,Orlando Magic,orl,48,0.9790000000000001,0.008
Heat,East,1.558544437,3.133110159,45.681,85.3,21.6,7.3,2.7,Miami Heat,mia,46,0.853,0.027000000000000003
Kings,West,1.429732667,0.720425456,46.967,63.9,5.6,1.7,0.7,Sacramento Kings,sac,47,0.639,0.006999999999999999
Lakers,West,1.25434441,2.193681308,46.568,36.2,6.1,1.7,0.6,Los Angeles Lakers,lal,47,0.36200000000000004,0.006
Bulls,East,-0.742363214,-0.53102942,39.078,21.1,0.6,0.1,<0.1,Chicago Bulls,chi,39,0.21100000000000002,0.001
Rockets,West,-0.948245064,-2.516988668,40.05,<0.1,<0.1,<0.1,<0.1,Houston Rockets,hou,40,0.001,0.001
76ers,East,-1.677928637,3.012200119,45.798,85.1,19.8,6.8,2.6,Philadelphia 76ers,phi,46,0.851,0.026000000000000002
Hawks,East,-2.837878077,-1.108643797,37.659,15.9,0.4,0.2,<0.1,Atlanta Hawks,atl,38,0.159,0.001
Spurs,West,-3.992747667,-8.232086962,20.688,0,—,—,0,San Antonio Spurs,sa,21,0,0
Jazz,West,-4.237436323,-5.403967868,30.237,0,—,—,0,Utah Jazz,uta,30,0,0
Nets,East,-4.345054619,-3.565380952,32.215,0,—,—,0,Brooklyn Nets,bkn,32,0,0
Pistons,East,-6.801315671,-8.951998668,14.184,0,—,—,0,Detroit Pistons,det,14,0,0
Raptors,East,-7.322855447,-4.280703891,26.002,0,—,—,0,Toronto Raptors,tor,26,0,0
Grizzlies,West,-7.714659377,-4.653589086,28.112,0,—,—,0,Memphis Grizzlies,mem,28,0,0
Wizards,East,-8.714941311,-7.90679275,15.45,0,—,—,0,Washington Wizards,wsh,15,0,0
Blazers,West,-9.491909213,-9.747351432,21.853,0,—,—,0,Portland Trail Blazers,por,22,0,0
Hornets,East,-10.13697389,-9.1569756,19.564,0,—,—,0,Charlotte Hornets,cha,20,0,0
