Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.83722402,8.063658403,65.3716,>99.9,71.34,55.14,39.96
Thunder,West,7.843878894,4.311373026,57.1304,>99.9,39.24,20.4,8.28
Pelicans,West,7.16914778,2.996023464,50.7842,99.42,22.8,9.94,3.42
T-Wolves,West,6.501213121,3.761532275,56.1556,>99.9,34.12,16.42,6.04
Cavaliers,East,6.146875017,4.461927212,52.8976,>99.9,42.24,15.7,7.9
Clippers,West,4.942048598,2.33557791,53.2086,99.92,20.2,7.7,2.74
Nuggets,West,4.336438,5.882681576,56.072,>99.9,50.68,33.56,17
Bucks,East,4.321283027,2.902281951,51.7058,>99.9,28.34,8.76,4.14
Knicks,East,2.563757611,3.156478131,47.8854,99.16,19.56,8.82,3.68
Pacers,East,1.968499155,-1.757829218,45.3092,89.44,3.8,0.64,0.14
Suns,West,1.881575941,2.392753859,45.6356,69.88,10.58,4.42,1.3
Mavericks,West,1.392232064,-0.201613784,46.4732,74,4.8,1.44,0.28
Warriors,West,0.90566303,1.673048655,43.2742,32.46,4.34,1.52,0.4
Magic,East,0.506232135,-0.2932153,46.7878,96.78,6,1.44,0.34
Kings,West,0.153831969,0.717430243,46.5416,83.66,7.88,2.6,0.6
76ers,East,-0.098006325,3.159372703,44.1954,86.76,17.68,6.08,2.4
Lakers,West,-0.238929864,1.794676128,43.434,39.18,5.32,2,0.34
Heat,East,-0.357728111,1.664989091,43.8482,83,9.38,2.98,0.88
Bulls,East,-0.402530934,-0.132616246,39.9198,28.64,1.32,0.38,0.12
Rockets,West,-0.581837638,-4.155936262,38.837,1.48,<0.1,<0.1,<0.1
Jazz,West,-2.685115802,-3.719482451,34.3088,<0.1,<0.1,<0.1,<0.1
Nets,East,-3.223197888,-2.749708727,32.68,2.72,<0.1,<0.1,<0.1
Hawks,East,-3.964506384,-0.899041188,35.4454,13.36,0.3,0.06,<0.1
Raptors,East,-4.387177214,-1.802499697,29.1526,0.14,<0.1,<0.1,<0.1
Spurs,West,-5.622372334,-9.323814053,19.5902,—,<0.1,<0.1,<0.1
Grizzlies,West,-6.482446346,-3.757183382,27.7826,<0.1,<0.1,<0.1,<0.1
Pistons,East,-7.509774054,-8.52940516,16.835,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.022085887,-8.682624913,23.0392,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.299168219,-6.911052256,15.76,—,<0.1,<0.1,<0.1
Hornets,East,-10.4521681,-8.483130283,19.939,<0.1,<0.1,<0.1,<0.1
