Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.599667339,7.245848794,63.7058,>99.9,64.76,45.48,33.02
76ers,East,6.427757015,5.07209537,54.9004,>99.9,46.98,21.84,12.88
Nuggets,West,6.140577805,5.811710321,55.6674,>99.9,59.84,43.92,23.26
T-Wolves,West,5.690628505,2.410516658,57.1072,>99.9,35.64,15.54,5.3
Pelicans,West,5.441408376,1.611981489,51.0622,99.4,24,9.52,2.6
Thunder,West,4.388451928,2.088354565,53.8572,99.92,27.2,11.82,3.72
Clippers,West,3.252301947,0.795413858,49.4512,96.6,17.22,6,1.66
Bucks,East,2.821242053,2.525238976,50.7614,99.46,20.8,7.38,2.96
Knicks,East,2.717506291,3.353609022,48.11,97.18,22.94,9.34,4.86
Cavaliers,East,2.349498744,3.323495527,46.9482,94.46,20.36,8.8,3.78
Warriors,West,1.681837751,0.882085402,42.6082,52,7.26,2.9,0.84
Heat,East,1.544785552,2.362250403,46.0608,91,14.64,5.26,2.06
Lakers,West,1.091809252,1.448930431,41.8042,47.04,8.16,3.2,0.94
Suns,West,0.789353647,0.832848955,41.6252,39.52,5.96,2.4,0.5
Raptors,East,0.689748669,-0.601772589,38.9282,24.66,1.12,0.26,<0.1
Mavericks,West,0.64375219400000006,-0.182088643,44.764,72.34,8,2.48,0.54
Magic,East,0.487989005,-1.363494879,45.633,85.24,3.5,0.6,0.18
Bulls,East,0.063147509,0.458308901,39.4468,32.5,2.48,0.68,0.18
Rockets,West,-0.064491196,-5.769593663,42.3598,38.94,0.4,<0.1,<0.1
Kings,West,-0.581438247,0.194732726,43.0482,53.7,6.32,2.2,0.58
Pacers,East,-0.726110994,-2.494760596,42.157,54.4,1.48,0.18,0.08
Hawks,East,-0.933193255,-0.505250613,36.7824,11.28,0.46,0.12,<0.1
Nets,East,-1.890569502,-0.305993654,36.029,9.82,0.48,0.06,<0.1
Grizzlies,West,-4.051532548,-0.49561621300000003,31.0828,0.08,<0.1,<0.1,<0.1
Jazz,West,-4.646516756,-3.369855219,33.121,0.5,<0.1,<0.1,<0.1
Hornets,East,-8.334493853,-7.373196752,22.2774,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.522069505,-4.460917927,19.1972,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.626808757,-8.854963311,15.1858,<0.1,<0.1,<0.1,<0.1
Spurs,West,-9.754043636,-11.17635496,16.8616,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.99512888,-6.342303411,19.4564,<0.1,<0.1,<0.1,<0.1
