Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Thunder,West,9.481990491,3.977219027,58.7536,>99.9,37.04,20.4,8.98,Oklahoma City Thunder,okc,59,0.9990000000000001,0.0898
Celtics,East,9.480243789,7.485263029,64.2064,>99.9,68.98,50.6,35.74,Boston Celtics,bos,64,0.9990000000000001,0.3574
T-Wolves,West,6.862863415,3.698167965,57.4766,>99.9,35.78,17.92,7.2,Minnesota Timberwolves,min,57,0.9990000000000001,0.07200000000000001
Cavaliers,East,6.259446178,4.478493738,54.1592,>99.9,45.86,18.92,9.96,Cleveland Cavaliers,cle,54,0.9990000000000001,0.09960000000000001
Pelicans,West,6.186189224,2.282616666,49.6938,97.82,18.66,7.32,2.2,New Orleans Pelicans,no,50,0.9782,0.022000000000000002
Clippers,West,5.14078237,2.179052268,53.5474,>99.9,23.46,9.18,3.06,LA Clippers,lac,54,0.9990000000000001,0.030600000000000002
Bucks,East,4.496540441,2.589970178,51.2122,99.84,24.38,8.4,3.3,Milwaukee Bucks,mil,51,0.9984000000000001,0.033
Knicks,East,2.933696596,3.0381562,48.5598,98.06,20.12,8.46,3.84,New York Knicks,ny,49,0.9806,0.0384
Suns,West,2.84123744,2.075074821,45.9598,75.14,12.04,5.16,1.64,Phoenix Suns,phx,46,0.7514,0.016399999999999998
Nuggets,West,2.136761523,5.783887701,52.6266,99.86,47.22,31.46,16.16,Denver Nuggets,den,53,0.9986,0.1616
Lakers,West,2.025497441,1.791654111,43.4204,47.12,6.74,2.6,0.9,Los Angeles Lakers,lal,43,0.47119999999999995,0.009000000000000001
76ers,East,1.662777438,3.519073547,46.195,93.36,20.12,8.12,3.7,Philadelphia 76ers,phi,46,0.9336,0.037000000000000005
Pacers,East,1.132536558,-2.027972004,44.9344,82.04,2.7,0.46,0.14,Indiana Pacers,ind,45,0.8204,0.0014000000000000002
Heat,East,1.102867556,1.289319788,45.666,88.88,10.28,3.16,1.06,Miami Heat,mia,46,0.8887999999999999,0.0106
Kings,West,1.063689784,0.78380174,46.5604,81.4,9.26,2.84,0.54,Sacramento Kings,sac,47,0.8140000000000001,0.0054
Magic,East,0.81161383,-0.767029676,46.1374,89.58,5,1.22,0.38,Orlando Magic,orl,46,0.8957999999999999,0.0038
Mavericks,West,0.408333764,-0.257555301,45.618,64.66,5.48,1.5,0.44,Dallas Mavericks,dal,46,0.6466,0.0044
Bulls,East,0.192444806,0.674005512,39.9974,31.58,2.12,0.6,0.32,Chicago Bulls,chi,40,0.31579999999999997,0.0032
Warriors,West,0.180990924,1.840374223,42.5482,32.16,4.26,1.6,0.42,Golden State Warriors,gs,43,0.32159999999999994,0.0042
Rockets,West,-0.573347171,-5.138670152,37.5026,1.26,0.06,<0.1,<0.1,Houston Rockets,hou,38,0.0126,0.001
Jazz,West,-2.250947169,-3.372739093,36.5798,0.62,<0.1,<0.1,<0.1,Utah Jazz,uta,37,0.0062,0.001
Raptors,East,-3.082812443,-1.056453443,31.6156,2.02,0.08,<0.1,<0.1,Toronto Raptors,tor,32,0.0202,0.001
Nets,East,-3.59687781,-2.342627543,32.2426,3.12,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,32,0.031200000000000002,0.001
Hawks,East,-3.691054654,-0.831868237,34.995,11.54,0.34,<0.1,<0.1,Atlanta Hawks,atl,35,0.11539999999999999,0.001
Grizzlies,West,-5.696171021,-2.211472749,29.7858,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,30,0.001,0.001
Spurs,West,-8.209387928,-10.16505601,17.5042,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-8.89259243,-8.88540088,15.025,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Wizards,East,-9.098137275,-5.946263465,15.8386,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,16,0.001,0.001
Blazers,West,-9.714902309,-8.51971686,20.9616,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
Hornets,East,-9.948357619,-7.99133513,20.6766,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,21,0.001,0.001
