Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.346589599,7.442338449,59.4578,>99.9,65.88,47.88,35.62,Boston Celtics,bos,59,0.9990000000000001,0.35619999999999996
76ers,East,6.833655856,5.059619102,54.8544,>99.9,46.52,21.76,13.92,Philadelphia 76ers,phi,55,0.9990000000000001,0.1392
Nuggets,West,4.826951268,5.19653405,51.6442,99.56,55.94,41.52,20.3,Denver Nuggets,den,52,0.9956,0.203
Cavaliers,East,4.366851612,2.97044537,48.6918,96.22,19.94,7.6,3.9,Cleveland Cavaliers,cle,49,0.9621999999999999,0.039
Heat,East,4.194062273,2.737552334,49.638,97.74,20.36,7.22,3.76,Miami Heat,mia,50,0.9773999999999999,0.037599999999999995
Knicks,East,4.113222166,2.839190308,48.6974,95.98,18,6.9,3.18,New York Knicks,ny,49,0.9598,0.0318
Suns,West,3.608562144,1.331482191,49.7404,96.76,25.64,11.36,3.62,Phoenix Suns,phx,50,0.9676,0.0362
Bucks,East,3.432614118,1.710361877,49.671,96.96,14.94,4.94,2.3,Milwaukee Bucks,mil,50,0.9695999999999999,0.023
Warriors,West,3.350816662,1.396885981,46.2604,88.18,20.68,8.88,2.56,Golden State Warriors,gs,46,0.8818,0.0256
T-Wolves,West,3.118670068,0.460031109,51.1128,98.66,21.34,8.42,2.08,Minnesota Timberwolves,min,51,0.9865999999999999,0.0208
Lakers,West,2.715672991,1.522173911,46.629,87.1,21.44,9.48,2.84,Los Angeles Lakers,lal,47,0.871,0.028399999999999998
Thunder,West,2.011712187,-0.120412627,47.5134,93.4,15.18,5.4,0.92,Oklahoma City Thunder,okc,48,0.934,0.0092
Pelicans,West,1.521837775,0.944595739,44.1434,72.2,14.28,5.8,1.44,New Orleans Pelicans,no,44,0.722,0.0144
Kings,West,1.136850917,0.617318824,44.0048,69.66,12.26,4.58,1.38,Sacramento Kings,sac,44,0.6966,0.0138
Hawks,East,1.001604665,0.576246537,41.8774,59.24,5.38,1.4,0.52,Atlanta Hawks,atl,42,0.5924,0.0052
Raptors,East,0.738124249,-0.474951549,40.4946,44.98,2.68,0.48,0.22,Toronto Raptors,tor,40,0.4498,0.0022
Clippers,West,0.562523727,-0.34616278,39.2214,34.14,4.12,1.42,0.2,LA Clippers,lac,39,0.3414,0.002
Nets,East,-0.240250085,1.149383705,39.9672,42.4,4.14,1.52,0.54,Brooklyn Nets,bkn,40,0.424,0.0054
Bulls,East,-0.295675743,-0.68310429,35.1382,7.74,0.48,0.12,<0.1,Chicago Bulls,chi,35,0.0774,0.001
Magic,East,-0.54973341,-2.216739923,42.3718,54.42,1.64,0.16,0.06,Orlando Magic,orl,42,0.5442,6e-4
Mavericks,West,-0.673586253,0.086686903,41.4574,54,8.36,2.9,0.56,Dallas Mavericks,dal,41,0.54,0.005600000000000001
Grizzlies,West,-1.176003792,0.635981435,33.1002,4.48,0.72,0.22,<0.1,Memphis Grizzlies,mem,33,0.044800000000000006,0.001
Pacers,East,-3.538157129,-4.256450177,34.4518,4.28,<0.1,<0.1,<0.1,Indiana Pacers,ind,34,0.042800000000000005,0.001
Jazz,West,-5.160520197,-2.415558384,28.9636,0.44,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.0044,0.001
Rockets,West,-5.427645269,-7.253963556,32.1682,1.42,<0.1,<0.1,<0.1,Houston Rockets,hou,32,0.014199999999999999,0.001
Wizards,East,-5.582656574,-2.907607874,25.0768,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,25,0.001,0.001
Hornets,East,-6.911811599,-5.697959296,24.8146,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,25,0.001,0.001
Pistons,East,-8.827088577,-7.936123568,19.0062,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,19,0.001,0.001
Blazers,West,-10.53837932,-6.977317462,20.1296,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
Spurs,West,-12.42552644,-9.7384356,15.7022,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,16,0.001,0.001
