Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,10.18354365,7.437988585,64.0594,>99.9,64.72,46.3,33.34,Boston Celtics,bos,64,0.9990000000000001,0.33340000000000003
Thunder,West,8.247290782,3.163059953,59.1386,>99.9,36.92,18.5,6.48,Oklahoma City Thunder,okc,59,0.9990000000000001,0.06480000000000001
76ers,East,6.121124761,5.226750766,54.9144,>99.9,48.84,22.52,12.94,Philadelphia 76ers,phi,55,0.9990000000000001,0.1294
T-Wolves,West,5.784643527,2.487715202,56.6534,>99.9,30.54,14.06,4.38,Minnesota Timberwolves,min,57,0.9990000000000001,0.0438
Clippers,West,5.530199032,1.80607541,54.0006,>99.9,25.54,9.84,3.28,LA Clippers,lac,54,0.9990000000000001,0.032799999999999996
Nuggets,West,5.209478293,5.750580811,54.8424,>99.9,54.52,38.08,19.2,Denver Nuggets,den,55,0.9990000000000001,0.192
Pelicans,West,4.264738995,1.825386698,48.729,98,18.26,7.9,1.96,New Orleans Pelicans,no,49,0.98,0.0196
Cavaliers,East,4.1643705,4.04507031,51.3804,99.88,27.36,11.98,6.36,Cleveland Cavaliers,cle,51,0.9987999999999999,0.0636
Knicks,East,3.825100515,3.789241224,50.5286,99.58,24.2,9.82,5.04,New York Knicks,ny,51,0.9958,0.0504
Bucks,East,3.085087478,2.247753774,51.6336,>99.9,19.04,6.38,2.94,Milwaukee Bucks,mil,52,0.9990000000000001,0.0294
Suns,West,1.814449431,1.278538654,44.8304,82.02,12.92,4.78,1.24,Phoenix Suns,phx,45,0.8201999999999999,0.0124
Rockets,West,0.735293817,-5.44739009,40.851,30.14,0.36,0.08,<0.1,Houston Rockets,hou,41,0.3014,0.001
Pacers,East,0.599710551,-2.713852687,44.6404,85.84,2.52,0.2,<0.1,Indiana Pacers,ind,45,0.8584,0.001
Warriors,West,0.208389116,0.672727749,39.6982,24.66,3.18,0.9,0.26,Golden State Warriors,gs,40,0.2466,0.0026
Magic,East,0.041163261,-1.06734995,43.2942,78.48,3.96,0.7,0.14,Orlando Magic,orl,43,0.7848,0.0014000000000000002
Lakers,West,0.024866425,1.517205594,40.5322,37.72,6,2.38,0.7,Los Angeles Lakers,lal,41,0.3772,0.006999999999999999
Mavericks,West,-0.37015816,-0.705181722,42.7538,57.34,5.04,1.34,0.26,Dallas Mavericks,dal,43,0.5734,0.0026
Bulls,East,-0.373676148,0.563509565,38.9844,42.28,2.8,0.54,0.18,Chicago Bulls,chi,39,0.4228,0.0018
Kings,West,-0.687343382,0.371607075,42.9498,61.1,6.5,2.12,0.52,Sacramento Kings,sac,43,0.611,0.0052
Heat,East,-1.046673715,0.783741441,41.6998,72.26,5.86,1.44,0.72,Miami Heat,mia,42,0.7226,0.0072
Raptors,East,-1.629973992,-0.701260138,33.3764,6.52,0.26,<0.1,<0.1,Toronto Raptors,tor,33,0.0652,0.001
Nets,East,-2.02769394,-0.746600671,34.1362,9.96,0.32,<0.1,<0.1,Brooklyn Nets,bkn,34,0.09960000000000001,0.001
Jazz,West,-2.497948955,-2.76250425,38.083,8.92,0.22,<0.1,<0.1,Utah Jazz,uta,38,0.0892,0.001
Hawks,East,-3.387575754,-1.229315623,33.2362,5.24,0.12,<0.1,<0.1,Atlanta Hawks,atl,33,0.0524,0.001
Grizzlies,West,-4.996457286,-0.489637841,32.0942,0.16,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,0.0016,0.001
Spurs,West,-7.697227562,-9.877953097,19.3418,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,19,0.001,0.001
Wizards,East,-8.030034283,-4.980164969,17.731,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,18,0.001,0.001
Blazers,West,-9.358975608,-7.347790572,21.958,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,22,0.001,0.001
Pistons,East,-9.530305056,-8.761220448,14.5398,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Hornets,East,-10.13172193,-7.992940768,19.3888,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
